Oosternijkerk(160_G) "53:22:00" NB "06:04:00" OL     1.0 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. 

 N  Bedekkingsgraad  :  Bedekkingsgraad van de bovenlucht  (deca). ;  N  Cloudvover  :  Cloud of upper air   (decas).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 WW  Weercode  :  SYNOP code   (code). ;  WW  Wheather code  :  SYNOP code   (code).

DATUM,tijd,N,Q_N,R6,Q_R6,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,WW,Q_WW
19600709,1400,9,0,10,0,129,0,151,0,129,0,153,0,76,0,00,0
19600709,1900,5,0,0,0,119,0,138,0,137,0,152,0,79,0,00,0
19600710,800,6,0,0,0,149,0,163,0,92,0,163,0,85,0,00,0
19600710,1400,10,0,0,0,151,0,171,0,158,0,175,0,80,0,00,0
19600710,1900,10,0,80,0,141,0,145,0,143,0,175,0,96,0,00,0
19600711,800,10,0,5,0,141,0,159,0,145,0,161,0,81,0,00,0
19600711,1400,8,0,80,0,138,0,184,0,129,0,190,0,57,0,00,0
19600711,1900,10,0,21,0,141,0,147,0,121,0,190,0,93,0,00,0
19600712,800,9,0,28,0,133,0,151,0,125,0,155,0,81,0,00,0
19600712,1400,4,0,0,0,131,0,167,0,151,0,177,0,64,0,00,0
19600712,1900,2,0,0,0,146,0,150,0,150,0,173,0,96,0,00,0
19600713,800,9,0,0,0,149,0,174,0,92,0,174,0,75,0,00,0
19600713,1400,9,0,13,0,153,0,188,0,158,0,192,0,67,0,00,0
19600713,1900,10,0,4,0,147,0,155,0,155,0,188,0,91,0,00,0
19600714,800,9,0,18,0,163,0,185,0,127,0,185,0,79,0,00,0
19600714,1400,6,0,22,0,151,0,204,0,143,0,204,0,54,0,00,0
19600714,1900,6,0,0,0,149,0,157,0,141,0,210,0,91,0,00,0
19600715,800,10,0,1,0,149,0,167,0,101,0,175,0,81,0,00,0
19600715,1400,8,0,65,0,153,0,178,0,145,0,206,0,75,0,17,0
19600715,1900,6,0,48,0,153,0,165,0,161,0,192,0,87,0,00,0
19600716,800,4,0,0,0,151,0,174,0,105,0,174,0,77,0,00,0
19600716,1400,2,0,0,0,155,0,186,0,174,0,192,0,70,0,00,0
19600716,1900,2,0,0,0,145,0,165,0,165,0,190,0,79,0,00,0
19600717,800,10,0,0,0,137,0,149,0,95,0,165,0,87,0,00,0
19600717,1400,8,0,35,0,146,0,168,0,145,0,188,0,77,0,00,0
19600717,1900,7,0,6,0,147,0,151,0,150,0,210,0,96,0,00,0
19600718,800,7,0,6,0,143,0,165,0,143,0,165,0,77,0,00,0
19600718,1400,8,0,45,0,143,0,178,0,145,0,178,0,66,0,00,0
19600718,1900,9,0,0,0,143,0,163,0,163,0,182,0,79,0,00,0
19600719,800,10,0,0,0,151,0,167,0,115,0,167,0,83,0,00,0
19600719,1400,9,0,32,0,161,0,176,0,153,0,184,0,85,0,00,0
19600719,1900,9,0,5,0,147,0,165,0,165,0,192,0,81,0,00,0
19600720,800,8,0,43,0,143,0,155,0,125,0,166,0,87,0,00,0
19600720,1400,4,0,0,0,135,0,159,0,155,0,181,0,75,0,00,0
19600720,1900,2,0,0,0,123,0,145,0,143,0,169,0,76,0,00,0
19600721,800,4,0,0,0,123,0,151,0,95,0,151,0,70,0,00,0
19600721,1400,8,0,0,0,123,0,161,0,145,0,169,0,61,0,00,0
19600721,1900,8,0,0,0,135,0,151,0,151,0,185,0,83,0,00,0
19600722,800,5,0,225,0,141,0,165,0,111,0,173,0,75,0,95,0
19600722,1400,8,0,1,0,127,0,163,0,135,0,175,0,63,0,00,0
19600722,1900,9,0,0,0,109,0,120,0,120,0,165,0,88,0,17,0
19600723,800,1,0,0,0,117,0,145,0,76,0,145,0,70,0,00,0
19600723,1400,1,0,0,0,127,0,167,0,145,0,167,0,60,0,00,0
19600723,1900,3,0,0,0,119,0,145,0,145,0,171,0,72,0,00,0
19600724,800,8,0,0,0,127,0,160,0,76,0,164,0,65,0,00,0
19600724,1400,4,0,0,0,144,0,191,0,158,0,191,0,57,0,00,0
19600724,1900,8,0,0,0,143,0,164,0,164,0,191,0,78,0,00,0
19600725,800,10,0,24,0,168,0,174,0,128,0,175,0,94,0,00,0
19600725,1400,8,0,0,0,176,0,200,0,173,0,201,0,78,0,00,0
19600725,1900,9,0,0,0,142,0,156,0,153,0,204,0,85,0,00,0
19600726,800,5,0,0,0,145,0,176,0,94,0,177,0,69,0,00,0
19600726,1400,4,0,0,0,163,0,193,0,168,0,200,0,72,0,00,0
19600726,1900,6,0,0,0,133,8,158,8,158,8,196,0,74,8,00,0
19600727,800,10,0,21,0,125,0,130,0,93,0,158,8,95,0,00,0
19600727,1400,5,0,8,0,151,0,186,0,126,0,186,0,67,0,17,0
19600727,1900,6,0,0,0,118,0,127,0,123,0,190,0,90,0,00,0
19600728,800,2,0,0,0,144,0,167,0,75,0,169,0,76,0,00,0
19600728,1400,10,0,0,0,150,0,185,0,165,0,201,0,67,0,00,0
19600728,1900,10,0,7,0,164,0,167,0,161,0,189,0,97,0,00,0
19600729,800,10,0,0,0,162,0,169,0,164,0,175,0,93,0,00,0
19600729,1400,9,0,0,0,175,0,212,0,168,0,212,0,67,0,00,0
19600729,1900,10,0,0,0,160,0,181,0,179,0,217,0,79,0,00,0
19600730,800,8,0,0,0,188,0,213,0,135,0,218,0,78,0,00,0
19600730,1400,10,0,52,0,197,0,205,0,188,0,221,0,93,0,00,0
19600730,1900,9,0,4,0,190,0,205,0,191,0,219,0,86,0,00,0
19600731,800,9,0,13,0,173,0,182,0,158,0,206,0,91,0,00,0
19600731,1400,10,0,14,0,165,0,174,0,170,0,200,0,91,0,00,0
19600731,1900,10,0,54,0,157,0,167,0,157,0,176,0,90,0,00,0
19600801,800,10,0,198,0,141,0,147,0,142,0,171,0,93,0,00,0
19600801,1400,10,0,26,0,144,0,154,0,147,0,161,0,89,0,00,0
19600801,1900,10,0,0,0,141,0,151,0,145,0,160,0,89,0,00,0
19600802,800,10,0,0,0,145,0,153,0,133,0,154,0,91,0,00,0
19600802,1400,7,0,0,0,157,0,187,0,153,0,187,0,71,0,00,0
19600802,1900,5,0,0,0,126,0,150,0,144,0,188,0,74,0,00,0
19600803,800,8,0,0,0,145,0,154,0,107,0,154,0,90,0,00,0
19600803,1400,7,0,0,0,161,0,183,0,149,0,192,0,79,0,00,0
19600803,1900,7,0,0,0,147,0,154,0,154,0,186,0,92,0,00,0
19600804,800,9,0,1,0,145,0,150,0,148,0,158,0,94,0,00,0
19600804,1400,9,0,0,0,148,0,169,0,140,0,191,0,79,0,00,0
19600804,1900,8,0,0,0,130,0,139,0,133,0,174,0,91,0,00,0
19600805,800,9,0,5,0,149,0,169,0,107,0,169,0,80,0,00,0
19600805,1400,4,0,0,0,159,0,190,0,169,0,190,0,71,0,00,0
19600805,1900,6,0,0,0,147,0,160,0,160,0,194,0,86,0,00,0
19600806,800,7,0,0,0,150,0,177,0,135,0,177,0,73,0,00,0
19600806,1400,7,0,0,0,159,0,188,0,176,0,192,8,72,0,00,0
19600806,1900,8,0,0,0,145,0,161,0,161,0,188,0,83,0,00,0
19600807,800,8,0,0,0,130,0,166,0,148,0,166,0,64,0,00,0
19600807,1400,4,0,0,0,148,0,189,0,166,0,192,0,61,0,00,0
19600807,1900,7,0,0,0,147,0,161,0,161,0,194,0,85,0,00,0
19600808,800,4,0,0,0,146,0,181,0,104,0,181,0,66,0,00,0
19600808,1400,2,0,0,0,149,0,191,0,181,0,212,0,61,0,00,0
19600808,1900,5,0,0,0,145,0,161,0,161,0,215,0,83,0,00,0
19600809,800,9,0,18,0,147,0,157,0,138,0,161,0,89,0,00,0
19600809,1400,10,0,17,0,155,0,171,0,150,0,188,0,84,0,00,0
19600809,1900,10,0,79,0,139,0,148,0,140,0,178,0,90,0,00,0
19600810,800,8,0,29,0,147,0,168,0,122,0,172,0,78,0,00,0
19600810,1400,9,0,2,0,139,0,159,0,146,0,178,0,79,0,00,0
19600810,1900,10,0,7,0,129,0,138,0,138,0,162,0,91,0,00,0
19600811,800,5,0,4,0,137,0,151,0,95,0,151,0,85,0,00,0
19600811,1400,9,0,0,0,145,0,168,0,151,0,169,0,76,0,00,0
19600811,1900,10,0,3,0,129,0,139,0,139,0,170,0,90,0,00,0
19600812,800,10,0,80,0,135,0,140,0,126,0,141,0,95,0,00,0
19600812,1400,9,0,1,0,146,0,169,0,140,0,170,0,77,0,00,0
19600812,1900,10,0,9,0,128,0,138,0,138,0,173,0,90,0,00,0
19600813,800,8,0,11,0,113,0,149,0,110,0,149,0,62,0,00,0
19600813,1400,7,0,0,0,116,0,161,0,132,0,161,0,55,0,00,0
19600813,1900,8,0,0,0,119,0,139,0,139,0,164,8,78,0,00,0
19600814,800,10,0,0,0,136,0,141,0,114,8,141,0,95,0,00,0
19600814,1400,8,0,0,0,139,0,190,0,139,8,190,0,53,0,00,0
19600814,1900,10,0,0,0,137,0,150,0,150,0,206,0,86,0,00,0
19600815,800,9,0,3,0,139,0,148,0,106,0,153,0,90,0,00,0
19600815,1400,9,0,0,0,139,0,168,0,144,0,168,0,70,0,00,0
19600815,1900,10,0,4,0,135,0,156,0,156,0,168,0,78,0,17,0
19600816,800,6,0,0,0,129,0,161,0,91,0,161,0,66,0,00,0
19600816,1400,6,0,0,0,136,0,180,0,158,0,180,0,58,0,00,0
19600816,1900,4,0,0,0,117,0,138,0,138,0,190,0,77,0,17,0
19600817,800,4,0,0,0,145,0,159,0,93,0,159,0,85,0,00,0
19600817,1400,6,0,0,0,147,0,190,0,159,0,190,0,60,0,00,0
19600817,1900,7,0,2,0,136,0,147,0,141,0,196,0,88,0,00,0
19600818,800,9,0,0,0,139,0,158,0,106,0,158,0,80,0,00,0
19600818,1400,9,0,13,0,140,0,160,0,142,0,160,0,79,0,00,0
19600818,1900,8,0,0,0,129,0,141,0,141,0,161,0,87,0,00,0
19600819,800,9,0,163,0,119,0,130,0,111,0,152,0,88,0,95,0
19600819,1400,8,0,3,0,129,0,151,0,120,0,161,0,76,0,00,0
19600819,1900,9,0,0,0,119,0,148,0,143,0,157,0,69,0,00,0
19600820,800,10,0,9,0,117,0,120,0,100,0,148,0,97,0,00,0
19600820,1400,9,0,22,0,137,0,151,0,111,0,151,0,85,0,00,0
19600820,1900,3,0,0,0,135,0,147,0,147,0,179,0,87,0,00,0
19600821,800,7,0,0,0,148,0,159,0,95,0,159,0,88,0,00,0
19600821,1400,4,0,0,0,155,0,191,0,153,0,194,0,66,0,00,0
19600821,1900,10,0,0,0,154,0,169,0,164,0,197,0,85,0,00,0
19600822,800,4,0,0,0,176,0,192,0,138,0,192,0,85,0,00,0
19600822,1400,5,0,0,0,199,0,239,0,192,0,239,0,67,0,00,0
19600822,1900,8,0,0,0,196,0,211,0,211,0,245,0,87,0,00,0
19600823,800,6,0,0,0,159,0,181,0,160,0,220,0,78,0,00,0
19600823,1400,7,0,0,0,167,0,199,0,177,0,199,0,70,0,00,0
19600823,1900,7,0,0,0,158,0,179,0,179,0,206,0,79,0,00,0
19600824,800,8,0,0,0,157,0,160,0,124,0,180,0,97,0,00,0
19600824,1400,9,0,1,0,176,0,192,0,157,0,203,0,85,0,00,0
19600824,1900,10,0,2,0,168,0,180,0,180,0,195,0,88,0,00,0
19600825,800,9,0,13,0,179,0,191,0,171,0,191,0,88,0,00,0
19600825,1400,4,0,0,0,199,0,220,0,185,0,220,0,81,0,00,0
19600825,1900,8,0,8,0,159,0,170,0,170,0,232,0,89,0,00,0
19600826,800,10,0,4,0,176,0,182,0,140,0,182,0,94,0,00,0
19600826,1400,7,0,265,0,196,0,210,0,144,0,240,0,87,0,17,0
19600826,1900,10,0,0,0,175,0,189,0,189,0,237,0,87,0,00,0
19600827,800,8,0,2,0,154,0,159,0,114,0,192,0,94,0,00,0
19600827,1400,6,0,0,0,177,0,202,0,158,0,210,0,77,0,00,0
19600827,1900,9,0,0,0,175,0,181,0,180,0,214,0,94,0,00,0
19600828,800,10,0,0,0,168,0,179,0,134,0,182,0,89,0,00,0
19600828,1400,10,0,15,0,173,0,178,0,164,0,198,0,95,0,00,0
19600828,1900,8,0,4,0,157,0,167,0,167,0,183,0,90,0,00,0
19600829,800,7,0,2,0,149,0,157,0,114,0,170,0,91,0,00,0
19600829,1400,9,0,4,0,159,0,182,0,155,0,194,0,77,0,00,0
19600829,1900,10,0,3,0,137,0,150,0,150,0,184,0,86,0,00,0
19600830,800,9,0,293,0,146,0,151,0,138,0,151,0,94,0,95,0
19600830,1400,6,0,0,0,148,0,179,0,151,0,179,0,69,0,00,0
19600830,1900,10,0,9,0,136,0,147,0,139,0,181,0,88,0,00,0
19600831,800,9,0,7,0,119,0,148,0,126,0,159,0,69,0,00,0
19600831,1400,7,0,4,0,131,8,161,0,124,0,177,0,69,8,00,0
19600831,1900,10,0,0,0,119,0,131,0,131,0,170,0,87,0,00,0
19600901,800,7,0,36,0,134,0,149,0,113,0,149,0,84,0,00,0
19600901,1400,5,0,2,0,126,0,159,0,149,0,170,0,65,0,00,0
19600901,1900,8,0,0,0,109,0,139,0,139,0,171,0,67,0,00,0
19600902,800,7,0,12,0,115,0,149,0,90,0,149,0,64,0,00,0
19600902,1400,10,0,0,0,129,0,149,0,136,0,158,0,78,0,00,0
19600902,1900,10,0,7,0,138,0,147,0,147,0,159,0,90,0,00,0
19600903,800,10,0,27,0,147,0,151,0,132,0,154,0,96,0,00,0
19600903,1400,10,0,36,0,165,0,171,0,151,0,171,0,94,0,00,0
19600903,1900,10,0,3,0,157,0,161,0,161,0,182,0,96,0,00,0
19600904,800,5,0,46,0,137,0,157,0,102,0,169,0,79,0,00,0
19600904,1400,7,0,4,0,135,0,167,0,157,0,180,0,68,0,00,0
19600904,1900,10,0,3,0,123,0,131,0,131,0,176,0,91,0,00,0
19600905,800,6,0,30,0,118,0,147,0,100,0,148,0,69,0,00,0
19600905,1400,7,0,1,0,119,0,160,0,145,0,164,0,58,0,00,0
19600905,1900,9,0,2,0,107,0,116,0,116,0,163,0,89,0,00,0
19600906,800,5,0,16,0,106,0,129,0,105,0,129,0,74,0,00,0
19600906,1400,7,0,0,0,127,0,158,0,129,0,177,0,67,0,00,0
19600906,1900,4,0,0,0,107,0,126,0,126,0,170,0,78,0,00,0
19600907,800,9,0,6,0,115,0,120,0,82,0,126,0,95,0,00,0
19600907,1400,7,0,0,0,128,0,169,0,120,0,169,0,60,0,00,0
19600907,1900,10,0,0,0,125,0,139,0,139,0,180,0,85,0,00,0
19600908,800,2,0,36,0,137,0,158,0,97,0,158,0,78,0,00,0
19600908,1400,5,0,0,0,144,0,169,0,156,0,191,0,75,0,00,0
19600908,1900,2,0,0,0,139,0,146,0,146,0,178,0,92,0,00,0
19600909,800,4,0,0,0,139,0,148,0,99,0,156,0,90,0,10,0
19600909,1400,6,0,0,0,166,0,197,0,148,0,197,0,71,0,00,0
19600909,1900,9,0,0,0,148,0,159,0,159,0,199,0,88,0,00,0
19600910,800,10,0,2,0,158,0,161,0,148,0,161,0,97,0,00,0
19600910,1400,8,0,0,0,179,0,207,0,160,0,207,0,75,0,00,0
19600910,1900,10,0,0,0,167,0,174,0,174,0,216,0,93,0,00,0
19600911,800,2,0,0,0,166,0,170,0,120,0,174,0,96,0,00,0
19600911,1400,0,0,0,0,173,0,221,0,170,0,233,0,60,0,00,0
19600911,1900,0,0,0,0,160,0,166,0,166,0,221,0,94,0,00,0
19600912,800,0,0,0,0,144,0,158,0,117,0,171,0,85,0,00,0
19600912,1400,0,0,0,0,183,0,238,0,158,0,238,0,57,0,00,0
19600912,1900,1,0,0,0,169,0,170,0,170,0,240,0,99,0,00,0
19600913,800,10,0,0,0,148,0,159,0,109,0,170,0,88,0,10,0
19600913,1400,5,0,0,0,156,0,171,0,151,0,180,0,85,0,00,0
19600913,1900,8,0,0,0,145,0,154,0,154,0,178,0,90,0,00,0
19600914,800,10,0,0,0,145,0,147,0,130,0,161,0,98,0,46,0
19600914,1400,6,0,0,0,167,0,202,0,146,0,202,0,68,0,00,0
19600914,1900,10,0,0,0,151,0,155,0,155,0,207,0,96,0,00,0
19600915,800,10,0,0,0,146,0,149,0,100,0,159,0,97,0,00,0
19600915,1400,10,0,0,0,166,0,186,0,142,0,192,0,81,0,00,0
19600915,1900,9,0,14,0,129,0,133,0,133,0,188,0,96,0,00,0
19600916,800,9,0,17,0,149,0,164,0,129,0,168,0,84,0,00,0
19600916,1400,10,0,0,0,163,0,188,0,164,0,197,0,76,0,00,0
19600916,1900,9,0,0,0,159,0,177,0,176,0,190,0,82,0,00,0
19600917,800,8,0,0,0,139,0,147,0,138,0,179,0,91,0,00,0
19600917,1400,10,0,0,0,129,0,141,0,141,0,166,0,87,0,00,0
19600917,1900,4,0,0,0,104,0,107,0,103,0,169,0,97,0,00,0
19600918,800,3,0,0,0,124,0,127,0,75,0,127,0,97,0,00,0
19600918,1400,5,0,0,0,149,0,164,0,127,0,172,0,84,0,00,0
19600918,1900,7,0,0,0,129,0,131,0,125,0,166,0,98,0,00,0
19600919,800,10,0,0,0,145,0,145,0,97,0,145,0,100,0,00,0
19600919,1400,10,0,0,0,151,0,166,0,144,0,168,0,84,0,00,0
19600919,1900,8,0,0,0,142,0,151,0,146,0,167,0,90,0,00,0
19600920,800,10,0,151,0,138,0,140,0,136,0,155,0,98,0,00,0
19600920,1400,8,0,45,0,154,0,169,0,138,0,169,0,85,0,00,0
19600920,1900,10,0,0,0,132,0,137,0,137,0,171,0,95,0,00,0
19600921,800,9,0,0,0,99,0,112,0,94,0,158,0,84,0,00,0
19600921,1400,10,0,29,0,114,0,118,0,107,0,126,0,96,0,00,0
19600921,1900,8,0,12,0,115,0,123,0,117,0,123,0,91,0,00,0
19600922,800,10,0,3,0,132,0,135,0,121,0,135,0,97,0,00,0
19600922,1400,8,0,0,0,143,0,159,0,135,0,167,0,83,0,00,0
19600922,1900,10,0,0,0,133,0,135,0,133,0,185,0,98,0,00,0
19600923,800,10,0,0,0,125,0,127,0,78,0,138,0,98,0,00,0
19600923,1400,10,0,0,0,144,0,153,0,127,0,154,0,90,0,00,0
19600923,1900,10,0,0,0,136,0,140,0,136,0,163,0,96,0,00,0
19600924,800,7,0,4,0,143,0,160,0,115,0,161,0,82,0,00,0
19600924,1400,6,0,0,0,137,0,160,0,157,0,168,0,76,0,00,0
19600924,1900,0,0,0,0,110,0,116,0,115,0,163,0,94,0,00,0
19600925,800,6,0,0,0,139,0,152,0,68,0,153,0,86,0,00,0
19600925,1400,10,0,0,0,143,0,157,0,152,0,157,0,85,0,00,0
19600925,1900,8,0,0,0,99,0,125,0,120,0,157,0,70,0,00,0
19600926,800,8,0,0,0,115,0,136,0,107,0,136,0,76,0,00,0
19600926,1400,7,0,6,0,109,0,139,0,120,0,150,0,67,0,00,0
19600926,1900,9,0,0,0,108,0,118,0,115,0,151,0,88,0,00,0
19600927,800,2,0,0,0,121,0,137,0,54,0,137,0,82,0,00,0
19600927,1400,5,0,0,0,107,0,139,0,117,0,149,0,65,0,00,0
19600927,1900,6,0,5,0,71,0,84,0,79,0,141,0,82,0,00,0
19600928,800,10,0,0,0,93,0,100,0,77,0,108,0,91,0,00,0
19600928,1400,8,0,0,0,111,0,131,0,94,0,131,0,77,0,00,0
19600928,1900,9,0,0,0,99,0,108,0,95,0,135,0,90,0,00,0
19600929,800,10,0,0,0,91,0,96,0,66,0,112,0,94,0,00,0
19600929,1400,5,0,2,0,93,0,112,0,96,0,120,0,77,0,00,0
19600929,1900,3,0,0,0,71,0,78,0,78,0,120,0,90,0,00,0
