Blerick(119_G) "51:22:00" NB "06:09:00" OL    21.3 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  Bedekkingsgraad van de bovenlucht  (deca). ;  N  Cloudvover  :  Cloud of upper air   (decas).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 WW  Weercode  :  SYNOP code   (code). ;  WW  Wheather code  :  SYNOP code   (code).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,R6,Q_R6,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,WW,Q_WW
19510701,800,NNO,2,2,2,1,0,0,0,127,0,145,0,80,0,148,0,81,0,00,0
19510701,1400,NO,2,2,2,1,0,0,0,141,0,202,0,145,0,202,0,48,0,00,0
19510701,1900,NO,2,2,2,0,0,0,0,147,0,213,0,202,0,223,0,45,0,00,0
19510702,800,ZZW,2,2,2,1,0,0,0,147,0,171,0,96,0,214,0,75,0,00,0
19510702,1400,ZZW,2,2,2,2,0,0,0,174,0,247,0,171,0,247,0,45,0,00,0
19510702,1900,ZW,2,2,2,2,0,0,0,181,0,217,0,217,0,262,0,68,0,00,0
19510703,800,ZZW,2,2,2,7,0,0,0,159,0,186,0,141,0,217,0,74,0,00,0
19510703,1400,ZZW,2,4,2,8,0,0,0,181,0,260,0,186,0,260,0,43,0,00,0
19510703,1900,ZZW,2,2,2,0,0,0,0,162,0,213,0,213,0,265,0,56,0,00,0
19510704,800,ZZW,2,2,2,2,0,0,0,158,0,186,0,134,0,218,0,73,0,00,0
19510704,1400,ZZW,2,2,2,2,0,0,0,168,0,199,0,186,0,229,0,72,0,00,0
19510704,1900,NO,2,2,2,9,0,7,0,119,0,127,0,127,0,219,0,90,0,17,0
19510705,800,NO,2,2,2,5,0,2,0,108,0,139,0,97,0,139,0,65,0,00,0
19510705,1400,NO,2,2,2,9,0,0,0,118,0,168,0,132,0,178,0,51,0,00,0
19510705,1900,NO,2,2,2,4,0,0,0,106,0,162,0,162,0,183,0,45,0,00,0
19510706,800,ZZW,2,2,2,10,0,0,0,118,0,150,0,81,0,163,0,65,0,00,0
19510706,1400,ZZW,2,6,2,6,0,0,0,157,0,210,0,137,0,210,0,54,0,00,0
19510706,1900,ZZW,2,2,2,9,0,0,0,163,0,193,0,193,0,223,0,72,0,00,0
19510707,800,ZZW,2,2,2,0,0,0,0,148,0,178,0,128,0,193,0,70,0,00,0
19510707,1400,ZZW,2,2,2,0,0,0,0,175,0,239,0,178,0,244,0,50,0,00,0
19510707,1900,ZZW,2,2,2,0,0,0,0,173,0,227,0,227,0,249,0,55,0,00,0
19510708,800,ZZW,2,2,2,7,0,0,0,166,0,206,0,116,0,227,0,64,0,00,0
19510708,1400,ZZW,2,1,2,9,0,0,0,182,0,261,0,206,0,271,0,44,0,00,0
19510708,1900,NNW,2,2,2,9,0,0,0,174,0,214,0,214,0,276,0,65,0,95,0
19510709,800,ZZW,2,2,2,10,0,200,0,140,0,148,0,137,0,217,0,90,0,00,0
19510709,1400,ZZW,2,3,2,7,0,0,0,159,0,215,0,148,0,215,0,53,0,00,0
19510709,1900,ZZW,2,2,2,9,0,0,0,163,0,183,0,183,0,217,0,80,0,00,0
19510710,800,ZZW,2,2,2,9,0,0,0,175,0,208,0,113,0,208,0,70,0,00,0
19510710,1400,ZZW,2,3,2,9,0,0,0,195,0,238,0,208,0,253,0,65,0,00,0
19510710,1900,ZZW,2,3,2,5,0,0,0,197,0,240,0,233,0,257,0,65,0,00,0
19510711,800,ZZW,2,1,2,9,0,0,0,191,0,224,0,114,0,240,0,72,0,17,0
19510711,1400,ZZW,2,2,2,9,0,37,0,203,0,241,0,194,0,246,0,68,0,00,0
19510711,1900,ZZW,2,2,2,6,0,26,0,171,0,188,0,128,0,241,0,84,0,95,0
19510712,800,ZZW,2,5,2,6,0,0,0,133,0,171,0,151,0,188,0,63,0,00,0
19510712,1400,ZZW,2,5,2,8,0,0,0,150,0,197,0,166,0,217,0,58,0,00,0
19510712,1900,ZZW,2,1,2,9,0,0,0,150,0,200,0,192,0,217,0,56,0,00,0
19510713,800,ZW,2,3,2,7,0,0,0,150,0,168,0,153,0,200,0,81,0,00,0
19510713,1400,ZW,2,2,2,7,0,0,0,156,0,206,0,153,0,206,0,56,0,00,0
19510713,1900,ZW,2,1,2,2,0,0,0,146,0,180,0,180,0,221,0,67,0,00,0
19510714,800,O,2,3,2,7,0,0,0,138,0,162,0,92,0,180,0,74,0,00,0
19510714,1400,O,2,4,2,9,0,0,0,150,0,199,0,162,0,214,0,56,0,00,0
19510714,1900,O,2,3,2,9,0,0,0,145,0,172,0,172,0,209,0,73,0,00,0
19510715,800,NO,2,3,2,9,0,86,0,120,0,126,0,126,0,172,0,92,0,00,0
19510715,1400,NO,2,3,2,9,0,0,0,119,0,138,0,121,0,138,0,79,0,00,0
19510715,1900,NO,2,3,2,9,0,0,0,125,0,140,0,138,0,140,0,82,0,00,0
19510716,800,NO,2,2,2,9,0,0,0,119,0,146,0,105,0,146,0,70,0,00,0
19510716,1400,O,2,2,2,5,0,0,0,142,0,194,0,140,0,194,0,53,0,00,0
19510716,1900,ONO,2,1,2,2,0,0,0,145,0,190,0,185,0,212,0,59,0,00,0
19510717,800,ONO,2,2,2,8,0,0,0,140,0,171,0,96,0,190,0,69,0,00,0
19510717,1400,ONO,2,2,2,8,0,0,0,183,0,244,0,171,0,244,0,53,0,00,0
19510717,1900,NNW,2,1,2,1,0,0,0,175,0,218,0,218,0,245,0,63,0,00,0
19510718,800,ZZW,2,2,2,9,0,0,0,152,0,169,0,129,0,218,0,82,0,00,0
19510718,1400,W,2,2,2,9,0,0,0,171,0,186,0,168,0,226,0,85,0,00,0
19510718,1900,NNW,2,1,2,9,0,0,0,153,0,165,0,165,0,216,0,87,0,00,0
19510719,800,NNO,2,2,2,2,0,0,0,115,0,153,0,103,0,170,0,60,0,00,0
19510719,1400,NNW,2,1,2,1,0,0,0,148,0,219,0,142,0,219,0,42,0,00,0
19510719,1900,WZW,2,1,2,7,0,0,0,150,0,189,0,189,0,241,0,63,0,00,0
19510720,800,WZW,2,1,2,10,0,0,0,164,0,179,0,164,0,189,0,85,0,00,0
19510720,1400,NNW,2,2,2,10,0,0,0,176,0,209,0,179,0,209,0,70,0,00,0
19510720,1900,NW,2,2,2,9,0,0,0,169,0,189,0,182,0,219,0,80,0,00,0
19510721,800,N,2,2,2,8,0,0,0,125,0,156,0,111,0,189,0,68,0,00,0
19510721,1400,ZZW,2,1,2,4,0,0,0,148,0,208,0,156,0,208,0,49,0,00,0
19510721,1900,NNO,2,1,2,1,0,0,0,151,0,202,0,202,0,226,0,55,0,00,0
19510722,800,ZZW,2,2,2,1,0,0,0,130,0,169,0,119,0,202,0,61,0,00,0
19510722,1400,ZZW,2,2,2,1,0,0,0,172,0,259,0,165,0,259,0,38,0,00,0
19510722,1900,O,2,2,2,8,0,0,0,182,0,242,0,242,0,267,0,54,0,95,0
19510723,800,ZZW,2,2,2,9,0,58,0,162,0,187,0,146,0,245,0,76,0,00,0
19510723,1400,NNO,2,2,2,9,0,0,0,177,0,197,0,182,0,217,0,80,0,63,0
19510723,1900,WZW,2,2,2,10,0,368,0,153,0,163,0,163,0,197,0,89,0,95,0
19510724,800,W,2,2,2,10,0,110,0,149,0,153,0,148,0,163,0,96,0,00,0
19510724,1400,W,2,3,2,9,0,0,0,144,0,163,0,148,0,163,0,79,0,00,0
19510724,1900,WZW,2,2,2,10,0,0,0,137,0,143,0,143,0,163,0,93,0,00,0
19510725,800,W,2,2,2,10,0,40,0,141,0,146,0,143,0,151,0,94,0,00,0
19510725,1400,W,2,2,2,10,0,0,0,146,0,151,0,146,0,156,0,94,0,00,0
19510725,1900,W,2,3,2,10,0,0,0,141,0,146,0,141,0,151,0,94,0,00,0
19510726,800,NW,2,2,2,8,0,32,0,143,0,149,0,141,0,149,0,93,0,00,0
19510726,1400,NNW,2,2,2,8,0,0,0,159,0,189,0,149,0,189,0,72,0,00,0
19510726,1900,NNW,2,1,2,1,0,0,0,153,0,188,0,185,0,217,0,67,0,00,0
19510727,800,ZZW,2,2,2,6,0,0,0,144,0,154,0,109,0,188,0,88,0,00,0
19510727,1400,Z,2,2,2,7,0,0,0,179,0,231,0,154,0,231,0,58,0,00,0
19510727,1900,WZW,2,1,2,3,0,0,0,189,0,216,0,216,0,239,0,77,0,00,0
