Amsterdam (Felix Merites)(61_G)  NB "52° 22'" OL  9999.9 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 DP  Drukanomalie  :  Afwijking van normaal  (0.01 cm Hg). ;  DP  Pressure anomaly  :  description  (0.01 cm Hg).
 EE  Dampdruk  :  Druk van het deel waterdamp  (0.01 mmHg). ;  EE  Vapourpressure  :  Pressure of the watervapour  (0.01 mmHg).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).

DATUM,tijd,DD,Q_DD,DP,Q_DP,EE,Q_EE,N,Q_N,RD,Q_RD,T,Q_T,U,Q_U
18621210,800,ZW,0,,,623,0,,,,,55,0,92,0
18621210,1400,W,0,,,748,0,,,,,89,0,87,0
18621210,2200,W,0,,,609,0,,,,,63,0,85,0
18621211,200,W,0,,,,,,,,,,,,
18621211,800,WZW,0,,,500,0,,,,,25,0,91,0
18621211,1400,ZW,0,,,652,0,,,,,68,0,88,0
18621211,2200,ZZW,0,,,600,0,,,,,50,0,92,0
18621212,200,NNW,0,,,,,,,,,,,,
18621212,800,NNW,0,,,469,0,,,,,50,0,71,0
18621212,1400,ZZW,0,,,461,0,,,,,68,0,62,0
18621212,2200,ZW,0,,,494,0,,,,,26,0,89,0
18621213,200,ZZW,0,,,,,,,,,,,,
18621213,800,Z,0,,,520,0,,,,,15,0,94,0
18621213,1400,ZZW,0,,,497,0,,,,,42,0,80,0
18621213,2200,ZW,0,,,577,0,,,,,42,0,93,0
18621214,200,WZW,0,,,,,,,,,,,,
18621214,800,WZW,0,,,508,0,,,,,32,0,87,0
18621214,1400,ZW,0,,,614,0,,,,,62,0,86,0
18621214,2200,ZW,0,,,494,0,,,,,15,0,96,0
18621215,200,ZZW,0,,,,,,,,,,,,
18621215,800,ZZW,0,,,389,0,,,,,12,0,78,0
18621215,1400,ZZW,0,,,496,0,,,,,13,0,98,0
18621215,2200,ZZW,0,,,457,0,,,,,5,0,96,0
18621216,200,ZZW,0,,,,,,,,,,,,
18621216,800,ZZW,0,,,313,0,,,,,-17,0,73,0
18621216,1400,ZZW,0,,,359,0,,,,,17,0,69,0
18621216,2200,ZZW,0,,,464,0,,,,,15,0,91,0
18621217,200,ZZW,0,,,,,,,,,,,,
18621217,800,ZZW,0,,,488,0,,,,,27,0,87,0
18621217,1400,ZW,0,,,602,0,,,,,53,0,90,0
18621217,2200,ZW,0,,,623,0,,,,,55,0,92,0
18621218,200,NNW,0,,,,,,,,,,,,
18621218,800,WNW,0,,,520,0,,,,,30,0,91,0
18621218,1400,WZW,0,,,611,0,,,,,57,0,89,0
18621218,2200,ZW,0,,,688,0,,,,,62,0,97,0
18621219,200,ZW,0,,,,,,,,,,,,
18621219,800,ZW,0,,,503,0,,,,,75,0,65,0
18621219,1400,WNW,0,,,543,0,,,,,74,0,70,0
18621219,2200,WNW,0,,,479,0,,,,,65,0,66,0
18621220,200,WNW,0,,,,,,,,,,,,
18621220,800,WNW,0,,,380,0,,,,,45,0,60,0
18621220,1400,WNW,0,,,570,0,,,,,55,0,84,0
18621220,2200,NW,0,,,523,0,,,,,46,0,81,0
18621221,200,NW,0,,,,,,,,,,,,
18621221,800,NNO,0,,,567,0,,,,,37,0,94,0
18621221,1400,NNO,0,,,528,0,,,,,57,0,76,0
18621221,2200,NNO,0,,,508,0,,,,,32,0,87,0
18621222,200,NNO,0,,,,,,,,,,,,
18621222,800,NNO,0,,,478,0,,,,,16,0,93,0
18621222,1400,NNO,0,,,451,0,,,,,40,0,73,0
18621222,2200,NNO,0,,,534,0,,,,,31,0,93,0
18621223,200,NNO,0,,,,,,,,,,,,
18621223,800,ZW,0,,,557,0,,,,,32,0,97,0
18621223,1400,ZW,0,,,600,0,,,,,50,0,92,0
18621223,2200,ZW,0,,,669,0,,,,,62,0,94,0
18621224,200,WZW,0,,,,,,,,,,,,
18621224,800,WZW,0,,,692,0,,,,,65,0,95,0
18621224,1400,WZW,0,,,719,0,,,,,75,0,92,0
18621224,2200,ZW,0,,,589,0,,,,,70,0,78,0
18621225,200,ZW,0,,,,,,,,,,,,
18621225,800,W,0,,,719,0,,,,,75,0,92,0
18621225,1400,W,0,,,689,0,,,,,80,0,86,0
18621225,2200,ZW,0,,,644,0,,,,,57,0,94,0
18621226,200,ZW,0,,,,,,,,,,,,
18621226,800,WZW,0,,,602,0,,,,,66,0,82,0
18621226,1400,WZW,0,,,,,,,,,,,,
18621226,2200,WNW,0,,,456,0,,,,,57,0,66,0
18621227,200,WNW,0,,,,,,,,,,,,
18621227,800,WNW,0,,,444,0,,,,,54,0,66,0
18621227,1400,W,0,,,640,0,,,,,65,0,88,0
18621227,2200,ZW,0,,,491,0,,,,,63,0,68,0
18621228,200,ZW,0,,,,,,,,,,,,
18621228,800,ZW,0,,,700,0,,,,,80,0,87,0
18621228,1400,ZW,0,,,678,0,,,,,80,0,84,0
18621228,2200,ZW,0,,,732,0,,,,,71,0,97,0
18621229,200,ZZW,0,,,,,,,,,,,,
18621229,800,ZZW,0,,,614,0,,,,,62,0,86,0
18621229,1400,ZZW,0,,,610,0,,,,,72,0,79,0
18621229,2200,ZZW,0,,,671,0,,,,,74,0,86,0
18621230,200,ZZW,0,,,,,,,,,,,,
18621230,800,ZZW,0,,,658,0,,,,,69,0,89,0
18621230,1400,ZZW,0,,,716,0,,,,,72,0,94,0
18621230,2200,ZW,0,,,588,0,,,,,47,0,92,0
18621231,200,WZW,0,,,,,,,,,,,,
18621231,800,NW,0,,,519,0,,,,,50,0,78,0
18621231,1400,W,0,,,579,0,,,,,68,0,78,0
18621231,2200,ZW,0,,,530,0,,,,,30,0,93,0
18621231,2400,,,,,,,,,620,4,,,,
18630101,200,ZW,0,,,,,,,,,,,,
18630101,800,ZZW,0,,,547,0,,,,,37,0,91,0
18630101,1400,ZZW,0,,,625,0,,,,,62,0,88,0
18630101,2200,ZZW,0,,,650,0,,,,,72,0,85,0
18630102,200,ZZW,0,,,,,,,,,,,,
18630102,800,ZZW,0,,,640,0,,,,,70,0,85,0
18630102,1400,ZW,0,,,681,0,,,,,65,0,94,0
18630102,2200,ZW,0,,,567,0,,,,,42,0,91,0
18630103,200,ZZW,0,,,,,,,,,,,,
18630103,800,ZZW,0,,,538,0,,,,,27,0,96,0
18630103,1400,ZW,0,,,582,0,,,,,53,0,87,0
18630103,2200,ZZW,0,,,580,0,,,,,45,0,92,0
18630104,200,Z,0,,,,,,,,,,,,
18630104,800,Z,0,,,582,0,,,,,53,0,87,0
18630104,1400,ZZW,0,,,,,,,,,,,,
18630104,2200,ZZW,0,,,539,0,,,,,35,0,91,0
18630105,200,Z,0,,,,,,,,,,,,
18630105,800,Z,0,,,557,0,,,,,42,0,90,0
18630105,1400,Z,0,,,608,0,,,,,79,0,76,0
18630105,2200,Z,0,,,698,0,,,,,79,0,89,0
18630106,200,Z,0,,,,,,,,,,,,
18630106,800,Z,0,,,658,0,,,,,62,0,92,0
18630106,1400,Z,0,,,609,0,,,,,86,0,72,0
18630106,2200,ZZO,0,,,698,0,,,,,75,0,89,0
18630107,200,ZZO,0,,,,,,,,,,,,
18630107,800,Z,0,,,658,0,,,,,62,0,92,0
18630107,1400,Z,0,,,692,0,,,,,65,0,95,0
18630107,2200,ZO,0,,,604,0,,,,,46,0,95,0
18630108,200,ZO,0,,,,,,,,,,,,
18630108,800,ZO,0,,,482,0,,,,,12,0,96,0
18630108,1400,ZW,0,,,559,0,,,,,35,0,94,0
18630108,2200,ZW,0,,,567,0,,,,,42,0,91,0
18630109,200,ZZW,0,,,,,,,,,,,,
18630109,800,Z,0,,,518,0,,,,,27,0,93,0
18630109,1400,Z,0,,,553,0,,,,,41,0,90,0
18630109,2200,Z,0,,,445,0,,,,,10,0,90,0
18630110,200,ZZO,0,,,,,,,,,,,,
18630110,800,O,0,,,433,0,,,,,12,0,86,0
18630110,1400,O,0,,,474,0,,,,,25,0,85,0
18630110,2200,OZO,0,,,433,0,,,,,9,0,88,0
18630111,200,OZO,0,,,,,,,,,,,,
18630111,800,OZO,0,,,484,0,,,,,20,0,91,0
18630111,1400,OZO,0,,,594,0,,,,,51,0,90,0
18630111,2200,ZO,0,,,559,0,,,,,35,0,94,0
18630112,200,ZO,0,,,,,,,,,,,,
18630112,800,ZO,0,,,555,0,,,,,34,0,94,0
18630112,1400,WZW,0,,,518,0,,,,,57,0,75,0
18630112,2200,ZZW,0,,,494,0,,,,,26,0,89,0
18630113,200,ZZW,0,,,,,,,,,,,,
18630113,800,Z,0,,,511,0,,,,,35,0,86,0
18630113,1400,Z,0,,,588,0,,,,,47,0,92,0
18630113,2200,W,0,,,549,0,,,,,45,0,87,0
18630114,200,WZW,0,,,,,,,,,,,,
18630114,800,NW,0,,,600,0,,,,,45,0,95,0
18630114,1400,N,0,,,532,0,,,,,53,0,79,0
18630114,2200,N,0,,,529,0,,,,,45,0,83,0
18630115,200,N,0,,,,,,,,,,,,
18630115,800,N,0,,,508,0,,,,,32,0,87,0
18630115,1400,NNO,0,,,508,0,,,,,32,0,87,0
18630115,2200,NNO,0,,,451,0,,,,,12,0,90,0
18630115,2400,,,,,,,,,560,0,,,,
18630116,200,NNO,0,,,,,,,,,,,,
18630116,800,ONO,0,,,418,0,,,,,0,0,91,0
18630116,1400,NNO,0,,,426,0,,,,,20,0,80,0
18630116,2200,NNO,0,,,411,0,,,,,-7,0,94,0
18630117,200,NNO,0,,,,,,,,,,,,
18630117,800,NNO,0,,,385,0,,,,,-10,0,90,0
18630117,1400,OZO,0,,,403,0,,,,,5,0,85,0
18630117,2200,ZZO,0,,,435,0,,,,,0,0,96,0
18630118,200,ZZO,0,,,,,,,,,,,,
18630118,800,ZZO,0,,,412,0,,,,,8,0,85,0
18630118,1400,WZW,0,,,494,0,,,,,20,0,93,0
18630118,2200,ZW,0,,,509,0,,,,,40,0,83,0
18630119,200,ZW,0,,,,,,,,,,,,
18630119,800,ZW,0,,,579,0,,,,,68,0,78,0
18630119,1400,ZZW,0,,,449,0,,,,,70,0,60,0
18630119,2200,ZZW,0,,,564,0,,,,,65,0,78,0
18630120,200,Z,0,,,,,,,,,,,,
18630120,800,ZZO,0,,,698,0,,,,,75,0,89,0
18630120,1400,W,0,,,338,0,,,,,52,0,51,0
18630120,2200,W,0,,,410,0,,,,,45,0,65,0
18630121,200,W,0,,,,,,,,,,,,
18630121,800,W,0,,,398,0,,,,,42,0,65,0
18630121,1400,W,0,,,420,0,,,,,50,0,63,0
18630121,2200,W,0,,,449,0,,,,,42,0,71,0
18630122,200,WZW,0,,,,,,,,,,,,
18630122,800,ZW,0,,,666,0,,,,,57,0,97,0
18630122,1400,ZW,0,,,699,0,,,,,82,0,86,0
18630122,2200,ZW,0,,,732,0,,,,,82,0,90,0
18630123,200,ZW,0,,,,,,,,,,,,
18630123,800,ZZW,0,,,648,0,,,,,60,0,92,0
18630123,1400,ZW,0,,,681,0,,,,,98,0,75,0
18630123,2200,WZW,0,,,594,0,,,,,60,0,85,0
18630124,200,WZW,0,,,,,,,,,,,,
18630124,800,ZZW,0,,,548,0,,,,,32,0,94,0
18630124,1400,ZW,0,,,620,0,,,,,77,0,79,0
18630124,2200,ZW,0,,,570,0,,,,,55,0,84,0
18630125,200,WZW,0,,,,,,,,,,,,
18630125,800,WZW,0,,,481,0,,,,,53,0,71,0
18630125,1400,W,0,,,520,0,,,,,65,0,71,0
18630125,2200,ZW,0,,,588,0,,,,,47,0,92,0
18630126,200,ZW,0,,,,,,,,,,,,
18630126,800,WZW,0,,,564,0,,,,,65,0,78,0
18630126,1400,WZW,0,,,620,0,,,,,77,0,79,0
18630126,2200,WZW,0,,,528,0,,,,,57,0,76,0
18630127,200,WZW,0,,,,,,,,,,,,
18630127,800,ZW,0,,,760,0,,,,,87,0,90,0
18630127,1400,ZW,0,,,613,0,,,,,66,0,83,0
18630127,2200,ZW,0,,,493,0,,,,,46,0,77,0
18630128,200,ZZW,0,,,,,,,,,,,,
18630128,800,ZZO,0,,,520,0,,,,,30,0,91,0
18630128,1400,Z,0,,,564,0,,,,,65,0,78,0
18630128,2200,ZW,0,,,567,0,,,,,37,0,94,0
18630129,200,ZW,0,,,,,,,,,,,,
18630129,800,ZW,0,,,459,0,,,,,32,0,80,0
18630129,1400,ZZW,0,,,680,0,,,,,67,0,92,0
18630129,2200,ZZW,0,,,686,0,,,,,77,0,86,0
18630130,200,ZW,0,,,,,,,,,,,,
18630130,800,ZW,0,,,676,0,,,,,75,0,86,0
18630130,1400,ZW,0,,,714,0,,,,,85,0,86,0
18630130,2200,ZW,0,,,656,0,,,,,82,0,80,0
18630131,200,ZZW,0,,,,,,,,,,,,
18630131,800,Z,0,,,698,0,,,,,75,0,89,0
18630131,1400,ZZO,0,,,724,0,,,,,87,0,86,0
18630131,2200,WZW,0,,,520,0,,,,,55,0,76,0
18630201,200,ZW,0,,,,,,,,,,,,
18630201,800,ZO,0,,,526,0,,,,,29,0,93,0
18630201,1400,ZO,0,,,567,0,,,,,70,0,75,0
18630201,2200,Z,0,,,550,0,,,,,50,0,84,0
18630202,200,Z,0,,,,,,,,,,,,
18630202,800,ZZO,0,,,623,0,,,,,55,0,92,0
18630202,1400,Z,0,,,628,0,,,,,72,0,83,0
18630202,2200,Z,0,,,674,0,,,,,68,0,91,0
18630203,200,Z,0,,,,,,,,,,,,
18630203,800,Z,0,,,658,0,,,,,62,0,92,0
18630203,1400,Z,0,,,716,0,,,,,72,0,94,0
18630203,2200,ZZW,0,,,695,0,,,,,70,0,92,0
18630204,200,ZZW,0,,,,,,,,,,,,
18630204,800,ZW,0,,,500,0,,,,,25,0,91,0
18630204,1400,ZZW,0,,,601,0,,,,,68,0,80,0
18630204,2200,ZZW,0,,,658,0,,,,,62,0,92,0
18630205,200,ZZO,0,,,,,,,,,,,,
18630205,800,Z,0,,,519,0,,,,,50,0,78,0
18630205,1400,ZW,0,,,528,0,,,,,71,0,70,0
18630205,2200,ZZW,0,,,635,0,,,,,53,0,95,0
18630206,200,ZZW,0,,,,,,,,,,,,
18630206,800,ZZW,0,,,744,0,,,,,80,0,92,0
18630206,1400,ZZW,0,,,797,0,,,,,102,0,85,0
18630206,2200,ZZW,0,,,737,0,,,,,72,0,97,0
18630207,200,ZZW,0,,,,,,,,,,,,
18630207,800,ZZW,0,,,707,0,,,,,68,0,95,0
18630207,1400,ZZW,0,,,754,0,,,,,92,0,86,0
18630207,2200,ZZW,0,,,698,0,,,,,75,0,89,0
18630208,200,ZZW,0,,,,,,,,,,,,
18630208,800,ZW,0,,,670,0,,,,,65,0,92,0
18630208,1400,WZW,0,,,548,0,,,,,62,0,76,0
18630208,2200,NW,0,,,488,0,,,,,27,0,87,0
18630209,200,NW,0,,,,,,,,,,,,
18630209,800,W,0,,,461,0,,,,,40,0,74,0
18630209,1400,W,0,,,490,0,,,,,60,0,70,0
18630209,2200,ZW,0,,,403,0,,,,,5,0,85,0
18630210,200,Z,0,,,,,,,,,,,,
18630210,800,Z,0,,,539,0,,,,,35,0,91,0
18630210,1400,ZZW,0,,,674,0,,,,,79,0,84,0
18630210,2200,ZZW,0,,,662,0,,,,,70,0,88,0
18630211,200,ZZW,0,,,,,,,,,,,,
18630211,800,ZZW,0,,,692,0,,,,,65,0,95,0
18630211,1400,ZZW,0,,,668,0,,,,,80,0,83,0
18630211,2200,Z,0,,,537,0,,,,,47,0,83,0
18630212,200,Z,0,,,,,,,,,,,,
18630212,800,Z,0,,,,,,,,,,,,
18630212,1400,W,0,,,536,0,,,,,75,0,69,0
18630212,2200,ZW,0,,,517,0,,,,,42,0,83,0
18630213,200,WNW,0,,,,,,,,,,,,
18630213,800,NNW,0,,,554,0,,,,,51,0,84,0
18630213,1400,N,0,,,469,0,,,,,75,0,60,0
18630213,2200,N,0,,,528,0,,,,,32,0,91,0
18630214,200,N,0,,,,,,,,,,,,
18630214,800,NNO,0,,,515,0,,,,,39,0,85,0
18630214,1400,ONO,0,,,471,0,,,,,30,0,83,0
18630214,2200,ONO,0,,,581,0,,,,,23,0,100,0
18630215,200,ONO,0,,,,,,,,,,,,
18630215,800,ONO,0,,,472,0,,,,,17,0,91,0
18630215,1400,O,0,,,455,0,,,,,30,0,79,0
18630215,2200,O,0,,,377,0,,,,,14,0,74,0
18630215,2400,,,,,,,,,190,0,,,,
18630216,200,OZO,0,,,,,,,,,,,,
18630216,800,OZO,0,,,342,0,,,,,-16,0,84,0
18630216,1400,ZZO,0,,,460,0,,,,,58,0,66,0
18630216,2200,ZZO,0,,,498,0,,,,,16,0,96,0
18630217,200,ZZO,0,,,,,,,,,,,,
18630217,800,ZZW,0,,,435,0,,,,,0,0,96,0
18630217,1400,ZW,0,,,497,0,,,,,76,0,64,0
18630217,2200,ZZW,0,,,486,0,,,,,18,0,93,0
18630218,200,ZZW,0,,,,,,,,,,,,
18630218,800,ZZW,0,,,,,,,,,,,,
18630218,1400,ZZW,0,,,556,0,,,,,70,0,74,0
18630218,2200,ZZW,0,,,530,0,,,,,30,0,93,0
18630219,200,ZZW,0,,,,,,,,,,,,
18630219,800,NO,0,,,629,0,,,,,54,0,94,0
18630219,1400,ONO,0,,,614,0,,,,,46,0,97,0
18630219,2200,O,0,,,553,0,,,,,46,0,87,0
18630220,200,OZO,0,,,,,,,,,,,,
18630220,800,OZO,0,,,493,0,,,,,38,0,81,0
18630220,1400,ZZO,0,,,556,0,,,,,70,0,74,0
18630220,2200,ZZO,0,,,448,0,,,,,21,0,83,0
18630221,200,ZZO,0,,,,,,,,,,,,
18630221,800,ZZO,0,,,395,0,,,,,-4,0,89,0
18630221,1400,Z,0,,,624,0,,,,,66,0,85,0
18630221,2200,Z,0,,,506,0,,,,,18,0,96,0
18630222,200,Z,0,,,,,,,,,,,,
18630222,800,Z,0,,,494,0,,,,,26,0,89,0
18630222,1400,W,0,,,574,0,,,,,56,0,84,0
18630222,2200,W,0,,,521,0,,,,,38,0,87,0
18630223,200,W,0,,,,,,,,,,,,
18630223,800,ZZW,0,,,530,0,,,,,30,0,93,0
18630223,1400,ZW,0,,,578,0,,,,,70,0,77,0
18630223,2200,ZW,0,,,698,0,,,,,64,0,97,0
18630224,200,NNO,0,,,,,,,,,,,,
18630224,800,NNO,0,,,649,0,,,,,58,0,94,0
18630224,1400,NO,0,,,604,0,,,,,76,0,77,0
18630224,2200,O,0,,,594,0,,,,,56,0,87,0
18630225,200,O,0,,,,,,,,,,,,
18630225,800,ZZW,0,,,566,0,,,,,54,0,84,0
18630225,1400,ZZW,0,,,554,0,,,,,74,0,71,0
18630225,2200,ZZW,0,,,635,0,,,,,64,0,88,0
18630226,200,Z,0,,,,,,,,,,,,
18630226,800,Z,0,,,588,0,,,,,52,0,89,0
18630226,1400,ZZW,0,,,580,0,,,,,77,0,72,0
18630226,2200,ZZW,0,,,582,0,,,,,58,0,84,0
18630227,200,ZZW,0,,,,,,,,,,,,
18630227,800,ZZW,0,,,565,0,,,,,44,0,90,0
18630227,1400,Z,0,,,574,0,,,,,78,0,71,0
18630227,2200,Z,0,,,550,0,,,,,50,0,84,0
18630228,200,Z,0,,,,,,,,,,,,
18630228,800,Z,0,,,512,0,,,,,28,0,91,0
18630228,1400,Z,0,,,695,0,,,,,90,0,81,0
18630228,2200,Z,0,,,614,0,,,,,64,0,85,0
18630301,200,Z,0,,,,,,,,,,,,
18630301,800,Z,0,,,474,0,,,,,20,0,89,0
18630301,1400,Z,0,,,658,0,,,,,78,0,83,0
18630301,2200,Z,0,,,598,0,,,,,52,0,90,0
18630302,200,Z,0,,,,,,,,,,,,
18630302,800,ZZW,0,,,633,0,,,,,57,0,92,0
18630302,1400,Z,0,,,785,0,,,,,106,0,82,0
18630302,2200,Z,0,,,814,0,,,,,94,0,92,0
18630303,200,Z,0,,,,,,,,,,,,
18630303,800,ZZO,0,,,673,0,,,,,70,0,89,0
18630303,1400,OZO,0,,,675,0,,,,,128,0,61,0
18630303,2200,OZO,0,,,624,0,,,,,80,0,77,0
18630304,200,OZO,0,,,,,,,,,,,,
18630304,800,ZO,0,,,550,0,,,,,50,0,84,0
18630304,1400,ZO,0,,,706,0,,,,,115,0,70,0
18630304,2200,OZO,0,,,676,0,,,,,64,0,94,0
18630305,200,OZO,0,,,,,,,,,,,,
18630305,800,ZO,0,,,509,0,,,,,40,0,83,0
18630305,1400,ZZO,0,,,749,0,,,,,112,0,75,0
18630305,2200,ZZO,0,,,778,0,,,,,92,0,89,0
18630306,200,ZZO,0,,,,,,,,,,,,
18630306,800,ZZO,0,,,622,0,,,,,70,0,82,0
18630306,1400,Z,0,,,844,0,,,,,126,0,77,0
18630306,2200,Z,0,,,754,0,,,,,92,0,86,0
18630307,200,Z,0,,,,,,,,,,,,
18630307,800,ZZW,0,,,650,0,,,,,72,0,85,0
18630307,1400,ZZW,0,,,551,0,,,,,92,0,63,0
18630307,2200,ZZW,0,,,605,0,,,,,58,0,88,0
18630308,200,ZZW,0,,,,,,,,,,,,
18630308,800,O,0,,,510,0,,,,,30,0,89,0
18630308,1400,WZW,0,,,528,0,,,,,67,0,71,0
18630308,2200,ZZW,0,,,499,0,,,,,32,0,86,0
18630309,200,ZZW,0,,,,,,,,,,,,
18630309,800,W,0,,,475,0,,,,,42,0,76,0
18630309,1400,WZW,0,,,344,0,,,,,66,0,44,0
18630309,2200,WZW,0,,,507,0,,,,,34,0,86,0
18630310,200,ZZW,0,,,,,,,,,,,,
18630310,800,ZW,0,,,505,0,,,,,44,0,80,0
18630310,1400,NNO,0,,,467,0,,,,,34,0,80,0
18630310,2200,NNO,0,,,478,0,,,,,16,0,93,0
18630311,200,Z,0,,,,,,,,,,,,
18630311,800,Z,0,,,494,0,,,,,20,0,93,0
18630311,1400,Z,0,,,534,0,,,,,66,0,73,0
18630311,2200,NNO,0,,,494,0,,,,,26,0,89,0
18630312,200,ZZW,0,,,,,,,,,,,,
18630312,800,Z,0,,,484,0,,,,,15,0,94,0
18630312,1400,Z,0,,,506,0,,,,,64,0,70,0
18630312,2200,ZZO,0,,,475,0,,,,,36,0,80,0
18630313,200,ZZO,0,,,,,,,,,,,,
18630313,800,ZZO,0,,,610,0,,,,,50,0,93,0
18630313,1400,Z,0,,,604,0,,,,,76,0,77,0
18630313,2200,NW,0,,,594,0,,,,,46,0,93,0
18630314,200,NNW,0,,,,,,,,,,,,
18630314,800,NNW,0,,,509,0,,,,,50,0,77,0
18630314,1400,W,0,,,556,0,,,,,70,0,74,0
18630314,2200,ZZW,0,,,499,0,,,,,32,0,86,0
18630315,200,ZZW,0,,,,,,,,,,,,
18630315,800,ZZO,0,,,496,0,,,,,24,0,91,0
18630315,1400,NNO,0,,,432,0,,,,,56,0,63,0
18630315,2200,NNO,0,,,517,0,,,,,42,0,83,0
18630316,200,NNO,0,,,,,,,,,,,,
18630316,800,NNO,0,,,503,0,,,,,38,0,83,0
18630316,1400,N,0,,,592,0,,,,,78,0,75,0
18630316,2200,N,0,,,574,0,,,,,46,0,90,0
18630316,2400,,,,,,,,,390,0,,,,
18630317,200,N,0,,,,,,,,,,,,
18630317,800,N,0,,,525,0,,,,,44,0,83,0
18630317,1400,N,0,,,473,0,,,,,66,0,65,0
18630317,2200,NNW,0,,,521,0,,,,,48,0,80,0
18630318,200,NNW,0,,,,,,,,,,,,
18630318,800,WNW,0,,,522,0,,,,,33,0,89,0
18630318,1400,WNW,0,,,510,0,,,,,60,0,73,0
18630318,2200,WNW,0,,,483,0,,,,,38,0,80,0
18630319,200,ZW,0,,,,,,,,,,,,
18630319,800,ZW,0,,,449,0,,,,,37,0,74,0
18630319,1400,N,0,,,393,0,,,,,66,0,53,0
18630319,2200,N,0,,,462,0,,,,,22,0,85,0
18630320,200,NW,0,,,,,,,,,,,,
18630320,800,OZO,0,,,523,0,,,,,36,0,88,0
18630320,1400,ZZW,0,,,657,0,,,,,64,0,91,0
18630320,2200,ZW,0,,,657,0,,,,,64,0,91,0
18630321,200,W,0,,,,,,,,,,,,
18630321,800,W,0,,,692,0,,,,,65,0,95,0
18630321,1400,NNW,0,,,709,0,,,,,84,0,86,0
18630321,2200,N,0,,,655,0,,,,,57,0,95,0
18630322,200,NNO,0,,,,,,,,,,,,
18630322,800,NNO,0,,,646,0,,,,,64,0,89,0
18630322,1400,Z,0,,,614,0,,,,,78,0,77,0
18630322,2200,Z,0,,,557,0,,,,,42,0,90,0
18630323,200,ZZO,0,,,,,,,,,,,,
18630323,800,ZZO,0,,,582,0,,,,,48,0,90,0
18630323,1400,ZZW,0,,,833,0,,,,,106,0,86,0
18630323,2200,ZZW,0,,,755,0,,,,,80,0,94,0
18630324,200,Z,0,,,,,,,,,,,,
18630324,800,Z,0,,,743,0,,,,,82,0,91,0
18630324,1400,W,0,,,668,0,,,,,114,0,65,0
18630324,2200,W,0,,,721,0,,,,,82,0,89,0
18630325,200,ZZW,0,,,,,,,,,,,,
18630325,800,ZZW,0,,,719,0,,,,,86,0,86,0
18630325,1400,ZW,0,,,795,0,,,,,128,0,72,0
18630325,2200,ZW,0,,,735,0,,,,,76,0,94,0
18630326,200,N,0,,,,,,,,,,,,
18630326,800,W,0,,,733,0,,,,,80,0,91,0
18630326,1400,ZW,0,,,692,0,,,,,102,0,74,0
18630326,2200,ZW,0,,,566,0,,,,,72,0,74,0
18630327,200,ZW,0,,,,,,,,,,,,
18630327,800,ZW,0,,,493,0,,,,,56,0,71,0
18630327,1400,WZW,0,,,731,0,,,,,84,0,89,0
18630327,2200,WZW,0,,,616,0,,,,,74,0,80,0
18630328,200,WZW,0,,,,,,,,,,,,
18630328,800,WZW,0,,,778,0,,,,,84,0,94,0
18630328,1400,NW,0,,,685,0,,,,,88,0,81,0
18630328,2200,NW,0,,,689,0,,,,,80,0,86,0
18630329,200,N,0,,,,,,,,,,,,
18630329,800,N,0,,,665,0,,,,,84,0,81,0
18630329,1400,N,0,,,723,0,,,,,97,0,80,0
18630329,2200,N,0,,,510,0,,,,,60,0,73,0
18630330,200,N,0,,,,,,,,,,,,
18630330,800,NW,0,,,418,0,,,,,47,0,65,0
18630330,1400,N,0,,,368,0,,,,,57,0,52,0
18630330,2200,N,0,,,471,0,,,,,30,0,83,0
18630331,200,N,0,,,,,,,,,,,,
18630331,800,N,0,,,,,,,,,,,,
18630331,1400,NO,0,,,405,0,,,,,74,0,53,0
18630331,2200,NO,0,,,561,0,,,,,38,0,93,0
18630401,200,ZW,0,,,,,,,,,,,,
18630401,800,ZW,0,,,528,0,,,,,32,0,91,0
18630401,1400,O,0,,,423,0,,,,,76,0,54,0
18630401,2200,O,0,,,562,0,,,,,58,0,81,0
