Lochem (Huize Boekhorst)(64_G) "52:09:00" NB "6:21:00" OL  9999.9 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phg  Druk  :  Totale luchtdruk  (0.01 mm Hg). ;  Phg  Pressuse  :  Total air pressure  (0.01 mm Hg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,DD,Q_DD,N,Q_N,Phg,Q_Phg,RD,Q_RD,T,Q_T
18670910,800,ZO,0,,,75500,0,,,160,0
18670910,2400,,,,,,,18,0,,
18670911,800,ZW,0,,,76100,0,,,130,0
18670911,2400,,,,,,,0,0,,
18670912,800,O,0,,,75900,0,,,130,0
18670912,2400,,,,,,,0,0,,
18670913,800,O,0,,,75900,0,,,160,0
18670913,2400,,,,,,,10,0,,
18670914,800,W,0,,,76100,0,,,150,0
18670914,2400,,,,,,,20,0,,
18670915,800,W,0,,,75800,0,,,140,0
18670915,2400,,,,,,,0,0,,
18670916,800,W,0,,,75900,0,,,120,0
18670916,2400,,,,,,,70,0,,
18670917,800,ZW,0,,,76500,0,,,130,0
18670917,2400,,,,,,,50,0,,
18670918,800,NO,0,,,76900,0,,,110,0
18670918,2400,,,,,,,10,0,,
18670919,800,O,0,,,76500,0,,,110,0
18670919,2400,,,,,,,0,0,,
18670920,800,N,0,,,76200,0,,,115,0
18670920,2400,,,,,,,0,0,,
18670921,800,N,0,,,76400,0,,,110,0
18670921,2400,,,,,,,0,0,,
18670922,800,ZW,0,,,75900,0,,,130,0
18670922,2400,,,,,,,0,0,,
18670923,800,ZW,0,,,76200,0,,,110,0
18670923,2400,,,,,,,23,0,,
18670924,800,ZW,0,,,75600,0,,,110,0
18670924,2400,,,,,,,35,0,,
18670925,800,NW,0,,,76750,0,,,115,0
18670925,2400,,,,,,,15,0,,
18670926,800,NO,0,,,77250,0,,,85,0
18670926,2400,,,,,,,0,0,,
18670927,800,ZW,0,,,77200,0,,,55,0
18670927,2400,,,,,,,0,0,,
18670928,800,Z,0,,,76600,0,,,75,0
18670928,2400,,,,,,,0,0,,
18670929,800,WNW,0,,,76400,0,,,135,0
18670929,2400,,,,,,,0,0,,
18670930,800,W,0,,,76100,0,,,130,0
18670930,2400,,,,,,,16,0,,
18671001,800,NW,0,,,76500,0,,,110,0
18671001,2400,,,,,,,62,0,,
18671002,800,ZW,0,,,76450,0,,,80,0
18671002,2400,,,,,,,0,0,,
18671003,800,ZW,0,,,75350,0,,,60,0
18671003,2400,,,,,,,30,0,,
18671004,800,W,0,,,75650,0,,,40,0
18671004,2400,,,,,,,20,0,,
18671005,800,NW,0,,,75650,0,,,50,0
18671005,2400,,,,,,,0,0,,
18671006,800,WZW,0,,,75850,0,,,55,0
18671006,2400,,,,,,,20,0,,
18671007,800,ZW,0,,,75100,0,,,85,0
18671007,2400,,,,,,,0,0,,
18671008,800,ZW,0,,,74400,0,,,50,0
18671008,2400,,,,,,,95,0,,
18671009,800,W,0,,,75400,0,,,40,0
18671009,2400,,,,,,,15,0,,
18671010,800,Z,0,,,75200,0,,,60,0
18671010,2400,,,,,,,0,0,,
18671011,800,W,0,,,76500,0,,,10,0
18671011,2400,,,,,,,0,0,,
18671012,800,W,0,,,75650,0,,,85,0
18671012,2400,,,,,,,50,0,,
18671013,800,ZO,0,,,74950,0,,,70,0
18671013,2400,,,,,,,125,0,,
18671014,800,O,0,,,75250,0,,,80,0
18671014,2400,,,,,,,65,0,,
18671015,800,O,0,,,76150,0,,,90,0
18671015,2400,,,,,,,0,0,,
18671016,800,OZO,0,,,76100,0,,,110,0
18671016,2400,,,,,,,0,0,,
18671017,800,ZO,0,,,75950,0,,,110,0
18671017,2400,,,,,,,25,0,,
18671018,800,WZW,0,,,75750,0,,,120,0
18671018,2400,,,,,,,5,0,,
18671019,800,Z,0,,,75450,0,,,100,0
18671019,2400,,,,,,,20,0,,
18671020,800,ZO,0,,,75750,0,,,60,0
18671020,2400,,,,,,,30,0,,
18671021,800,OZO,0,,,76600,0,,,60,0
18671021,2400,,,,,,,0,0,,
18671022,800,ZW,0,,,76900,0,,,70,0
18671022,2400,,,,,,,0,0,,
18671023,800,O,0,,,76600,0,,,50,0
18671023,2400,,,,,,,0,0,,
18671024,800,ZO,0,,,76000,0,,,90,0
18671024,2400,,,,,,,0,0,,
18671025,800,ZO,0,,,76450,0,,,55,0
18671025,2400,,,,,,,0,0,,
18671026,800,ZO,0,,,76750,0,,,90,0
18671026,2400,,,,,,,0,0,,
18671027,800,WZW,0,,,75500,0,,,80,0
18671027,2400,,,,,,,0,0,,
18671028,800,ZO,0,,,74850,0,,,70,0
18671028,2400,,,,,,,45,0,,
18671029,800,W,0,,,75950,0,,,60,0
18671029,2400,,,,,,,15,0,,
18671030,800,W,0,,,75800,0,,,100,0
18671030,2400,,,,,,,75,0,,
18671031,800,WZW,0,,,76050,0,,,110,0
18671031,2400,,,,,,,15,0,,
18671101,800,ZW,0,,,75250,0,,,125,0
18671101,2400,,,,,,,25,0,,
18671102,800,W,0,,,76100,0,,,50,0
18671102,2400,,,,,,,25,0,,
18671103,800,W,0,,,77300,0,,,10,0
18671103,2400,,,,,,,5,0,,
18671104,800,ZW,0,,,76200,0,,,70,0
18671104,2400,,,,,,,0,0,,
18671105,800,W,0,,,76300,0,,,55,0
18671105,2400,,,,,,,30,0,,
18671106,800,O,0,,,76900,0,,,-10,0
18671106,2400,,,,,,,5,0,,
18671107,800,W,0,,,77300,0,,,50,0
18671107,2400,,,,,,,0,0,,
18671108,800,W,0,,,77200,0,,,80,0
18671108,2400,,,,,,,0,0,,
18671109,800,W,0,,,77200,0,,,90,0
18671109,2400,,,,,,,0,0,,
18671110,800,WNW,0,,,77200,0,,,90,0
18671110,2400,,,,,,,0,0,,
18671111,800,WZW,0,,,76850,0,,,50,0
18671111,2400,,,,,,,0,0,,
18671112,800,N,0,,,76750,0,,,60,0
18671112,2400,,,,,,,0,0,,
18671113,800,O,0,,,76300,0,,,50,0
18671113,2400,,,,,,,0,0,,
18671114,800,ZO,0,,,75930,0,,,15,0
18671114,2400,,,,,,,0,0,,
18671115,800,OZO,0,,,75600,0,,,80,0
18671115,2400,,,,,,,0,0,,
18671116,800,W,0,,,75000,0,,,95,0
18671116,2400,,,,,,,0,0,,
18671117,800,O,0,,,75700,0,,,20,0
18671117,2400,,,,,,,250,0,,
18671118,800,ZW,0,,,76650,0,,,25,0
18671118,2400,,,,,,,0,0,,
18671119,800,W,0,,,76500,0,,,55,0
18671119,2400,,,,,,,0,0,,
18671120,800,W,0,,,76250,0,,,25,0
18671120,2400,,,,,,,0,0,,
18671121,800,W,0,,,76700,0,,,0,0
18671121,2400,,,,,,,44,0,,
18671122,800,W,0,,,76900,0,,,20,0
18671122,2400,,,,,,,0,0,,
18671123,800,NNO,0,,,76700,0,,,30,0
18671123,2400,,,,,,,10,0,,
18671124,800,WZW,0,,,77500,0,,,-60,0
18671124,2400,,,,,,,0,0,,
18671125,800,ZZW,0,,,77200,0,,,30,0
18671125,2400,,,,,,,0,0,,
18671126,800,ZW,0,,,76700,0,,,40,0
18671126,2400,,,,,,,0,0,,
18671127,800,ZZW,0,,,76050,0,,,15,0
18671127,2400,,,,,,,40,0,,
18671128,800,ZZW,0,,,76900,0,,,10,0
18671128,2400,,,,,,,0,0,,
18671129,800,ZZW,0,,,76800,0,,,40,0
18671129,2400,,,,,,,0,0,,
18671130,800,WZW,0,,,76850,0,,,30,0
18671130,2400,,,,,,,0,0,,
18671201,800,W,0,,,74350,0,,,50,0
18671201,2400,,,,,,,85,0,,
18671202,800,W,0,,,73600,0,,,50,0
18671202,2400,,,,,,,100,0,,
18671203,800,NW,0,,,75500,0,,,5,0
18671203,2400,,,,,,,25,0,,
18671204,800,NW,0,,,77700,0,,,-70,0
18671204,2400,,,,,,,0,0,,
18671205,800,OZO,0,,,76300,0,,,-110,0
18671205,2400,,,,,,,0,0,,
18671206,800,Z,0,,,75200,0,,,-25,0
18671206,2400,,,,,,,0,0,,
18671207,800,W,0,,,75600,0,,,5,0
18671207,2400,,,,,,,0,0,,
18671208,800,ZO,0,,,76150,0,,,-60,0
18671208,2400,,,,,,,0,0,,
18671209,800,NO,0,,,76700,0,,,-110,0
18671209,2400,,,,,,,0,0,,
18671210,800,ZW,0,,,76000,0,,,-45,0
18671210,2400,,,,,,,0,0,,
18671211,800,W,0,,,75600,0,,,40,0
18671211,2400,,,,,,,55,0,,
18671212,800,ZW,0,,,75600,0,,,60,0
18671212,2400,,,,,,,5,0,,
18671213,800,NNW,0,,,75600,0,,,50,0
18671213,2400,,,,,,,20,0,,
18671214,800,W,0,,,76200,0,,,40,0
18671214,2400,,,,,,,0,0,,
18671215,800,WNW,0,,,74600,0,,,65,0
18671215,2400,,,,,,,200,0,,
18671216,800,NW,0,,,75300,0,,,50,0
18671216,2400,,,,,,,35,0,,
18671217,800,W,0,,,,,,,80,0
18671217,2400,,,,,,,0,0,,
18671218,800,W,0,,,74600,0,,,50,0
18671218,2400,,,,,,,80,0,,
18671219,800,W,0,,,77500,0,,,10,0
18671219,2400,,,,,,,170,0,,
18671220,800,O,0,,,75900,0,,,0,0
18671220,2400,,,,,,,5,0,,
18671221,800,ZO,0,,,76600,0,,,-40,0
18671221,2400,,,,,,,0,0,,
18671222,800,ZO,0,,,77600,0,,,-10,0
18671222,2400,,,,,,,0,0,,
18671223,800,ZW,0,,,76500,0,,,-5,0
18671223,2400,,,,,,,0,0,,
18671224,800,ZO,0,,,76900,0,,,-10,0
18671224,2400,,,,,,,0,0,,
18671225,800,ZO,0,,,76900,0,,,-35,0
18671225,2400,,,,,,,0,0,,
18671226,800,Z,0,,,76700,0,,,0,0
18671226,2400,,,,,,,0,0,,
18671227,800,NO,0,,,77100,0,,,-10,0
18671227,2400,,,,,,,0,0,,
18671228,800,NW,0,,,76900,0,,,5,0
18671228,2400,,,,,,,0,0,,
18671229,800,W,0,,,75900,0,,,25,0
18671229,2400,,,,,,,0,0,,
18671230,800,NO,0,,,76700,0,,,-30,0
18671230,2400,,,,,,,0,0,,
18671231,800,N,0,,,76900,0,,,-70,0
18671231,2400,,,,,,,0,0,,
18680101,800,ONO,0,,,76700,0,,,-80,0
18680101,2400,,,,,,,0,0,,
18680102,800,O,0,,,76800,0,,,-70,0
18680102,2400,,,,,,,0,0,,
18680103,800,NO,0,,,76300,0,,,-60,0
18680103,2400,,,,,,,0,0,,
18680104,800,ONO,0,,,76200,0,,,-40,0
18680104,2400,,,,,,,0,0,,
18680105,800,ONO,0,,,76250,0,,,30,0
18680105,2400,,,,,,,0,0,,
18680106,800,NO,0,,,75800,0,,,0,0
18680106,2400,,,,,,,20,0,,
18680107,800,ONO,0,,,75650,0,,,-5,0
18680107,2400,,,,,,,45,0,,
18680108,800,O,0,,,76350,0,,,-45,0
18680108,2400,,,,,,,0,0,,
18680109,800,O,0,,,76800,0,,,-50,0
18680109,2400,,,,,,,0,0,,
18680110,800,O,0,,,76700,0,,,-20,0
18680110,2400,,,,,,,0,0,,
18680111,800,O,0,,,76700,0,,,-60,0
18680111,2400,,,,,,,0,0,,
18680112,800,Z,0,,,76000,0,,,-30,0
18680112,2400,,,,,,,20,0,,
18680113,800,ZW,0,,,75700,0,,,70,0
18680113,2400,,,,,,,5,0,,
18680114,800,ZW,0,,,75800,0,,,15,0
18680114,2400,,,,,,,15,0,,
18680115,800,ZW,0,,,75500,0,,,65,0
18680115,2400,,,,,,,85,0,,
18680116,800,ZW,0,,,77000,0,,,20,0
18680116,2400,,,,,,,0,0,,
18680117,800,ZW,0,,,76200,0,,,80,0
18680117,2400,,,,,,,0,0,,
18680118,800,ZZW,0,,,75850,0,,,45,0
18680118,2400,,,,,,,10,0,,
18680119,800,WZW,0,,,73500,0,,,40,0
18680119,2400,,,,,,,100,0,,
18680120,800,W,0,,,73700,0,,,50,0
18680120,2400,,,,,,,0,0,,
18680121,800,W,0,,,75250,0,,,35,0
18680121,2400,,,,,,,0,0,,
18680122,800,ZO,0,,,74200,0,,,10,0
18680122,2400,,,,,,,0,0,,
18680123,800,NW,0,,,73900,0,,,0,0
18680123,2400,,,,,,,135,0,,
18680124,800,NO,0,,,77700,0,,,-35,0
18680124,2400,,,,,,,22,0,,
18680125,800,ZO,0,,,75400,0,,,-30,0
18680125,2400,,,0,0,,,0,0,,
18680126,800,WNW,0,,,75600,0,,,20,0
18680126,2400,,,,,,,20,0,,
18680127,800,W,0,,,76850,0,,,-15,0
18680127,2400,,,,,,,0,0,,
18680128,800,ZW,0,,,76250,0,,,25,0
18680128,2400,,,,,,,15,0,,
18680129,800,W,0,,,75900,0,,,10,0
18680129,2400,,,,,,,85,0,,
18680130,800,NO,0,,,76800,0,,,10,0
18680130,2400,,,,,,,0,0,,
18680131,800,W,0,10,0,76000,0,,,60,0
18680131,2400,,,,,,,0,0,,
18680201,800,ZW,0,10,0,74600,0,,,50,0
18680201,2400,,,,,,,30,0,,
18680202,800,W,0,2,0,75350,0,,,30,0
18680202,2400,,,,,,,70,0,,
18680203,800,WNW,0,8,0,74900,0,,,80,0
18680203,2400,,,,,,,112,0,,
18680204,800,W,0,2,0,76800,0,,,5,0
18680204,2400,,,,,,,0,0,,
18680205,800,W,0,2,0,77000,0,,,50,0
18680205,2400,,,,,,,0,0,,
18680206,800,W,0,8,0,76400,0,,,50,0
18680206,2400,,,,,,,0,0,,
18680207,800,ZW,0,,,76600,0,,,0,0
18680207,2400,,,,,,,0,0,,
18680208,800,ZW,0,2,0,75250,0,,,30,0
18680208,2400,,,,,,,15,0,,
18680209,800,W,0,2,0,76940,0,,,-20,0
18680209,2400,,,,,,,40,0,,
18680210,800,W,0,8,0,76950,0,,,30,0
18680210,2400,,,,,,,35,0,,
18680211,800,W,0,2,0,76900,0,,,60,0
18680211,2400,,,,,,,0,0,,
18680212,800,NW,0,8,0,76900,0,,,30,0
18680212,2400,,,,,,,30,0,,
18680213,800,W,0,8,0,76300,0,,,25,0
18680213,2400,,,,,,,0,0,,
18680214,800,W,0,5,0,76300,0,,,50,0
18680214,2400,,,,,,,0,0,,
18680215,800,ZW,0,8,0,76200,0,,,50,0
18680215,2400,,,,,,,0,0,,
18680216,800,W,0,0,0,77100,0,,,10,0
18680216,2400,,,,,,,0,0,,
18680217,800,ZW,0,2,0,77150,0,,,-10,0
18680217,2400,,,,,,,0,0,,
18680218,800,ZW,0,0,0,76700,0,,,-30,0
18680218,2400,,,,,,,0,0,,
18680219,800,Z,0,2,0,75900,0,,,10,0
18680219,2400,,,,,,,0,0,,
18680220,800,ZO,0,5,0,76200,0,,,70,0
18680220,2400,,,,,,,40,0,,
18680221,800,,,8,0,76000,0,,,30,0
18680221,2400,,,,,,,5,0,,
18680222,800,ZW,0,,,75700,0,,,55,0
18680222,2400,,,,,,,25,0,,
18680223,800,ZW,0,10,0,75550,0,,,40,0
18680223,2400,,,,,,,45,0,,
18680224,800,ZW,0,10,0,76600,0,,,25,0
18680224,2400,,,,,,,25,0,,
18680225,800,ZW,0,8,0,76600,0,,,95,0
18680225,2400,,,,,,,35,0,,
18680226,800,ZW,0,8,0,76700,0,,,70,0
18680226,2400,,,,,,,0,0,,
18680227,800,ZW,0,10,0,76500,0,,,75,0
18680227,2400,,,,,,,0,0,,
18680228,800,ZW,0,5,0,76100,0,,,70,0
18680228,2400,,,,,,,0,0,,
18680229,800,Z,0,5,0,75900,0,,,55,0
18680229,2400,,,,,,,0,0,,
18680301,800,W,0,10,0,74900,0,,,45,0
18680301,2400,,,,,,,45,0,,
18680302,800,W,0,10,0,75700,0,,,40,0
18680302,2400,,,,,,,35,0,,
18680303,800,NW,0,5,0,76450,0,,,40,0
18680303,2400,,,,,,,0,0,,
18680304,800,NW,0,10,0,76300,0,,,80,0
18680304,2400,,,,,,,20,0,,
18680305,800,ZW,0,10,0,75350,0,,,90,0
18680305,2400,,,,,,,40,0,,
18680306,800,ZW,0,,,74700,0,,,40,0
18680306,2400,,,,,,,75,0,,
18680307,800,W,0,2,0,75100,0,,,40,0
18680307,2400,,,,,,,13,0,,
18680308,800,ZW,0,10,0,73500,0,,,35,0
18680308,2400,,,,,,,105,0,,
18680309,800,WZW,0,2,0,74800,0,,,45,0
18680309,2400,,,,,,,117,0,,
18680310,800,ZO,0,8,0,74150,0,,,40,0
18680310,2400,,,,,,,0,0,,
18680311,800,ZZW,0,0,0,75300,0,,,20,0
18680311,2400,,,,,,,0,0,,
18680312,800,Z,0,10,0,75000,0,,,60,0
18680312,2400,,,,,,,10,0,,
18680313,800,Z,0,0,0,76800,0,,,45,0
18680313,2400,,,,,,,10,0,,
18680314,800,Z,0,8,0,77100,0,,,100,0
18680314,2400,,,,,,,0,0,,
18680315,800,ZO,0,5,0,76600,0,,,100,0
18680315,2400,,,,,,,0,0,,
18680316,800,W,0,,,76500,0,,,70,0
18680316,2400,,,,,,,0,0,,
18680317,800,ZW,0,8,0,76000,0,,,90,0
18680317,2400,,,,,,,0,0,,
18680318,800,W,0,2,0,76300,0,,,40,0
18680318,2400,,,,,,,80,0,,
18680319,800,ZO,0,2,0,76300,0,,,0,0
18680319,2400,,,,,,,0,0,,
18680320,800,ZZW,0,2,0,76000,0,,,30,0
18680320,2400,,,,,,,0,0,,
18680321,800,ZZW,0,10,0,76200,0,,,65,0
18680321,2400,,,,,,,0,0,,
18680322,800,ZZW,0,8,0,76400,0,,,85,0
18680322,2400,,,,,,,0,0,,
18680323,800,W,0,10,0,75400,0,,,45,0
18680323,2400,,,,,,,32,0,,
18680324,800,W,0,2,0,75300,0,,,25,0
18680324,2400,,,,,,,40,0,,
18680325,800,NW,0,2,0,75750,0,,,15,0
18680325,2400,,,,,,,6,0,,
18680326,800,Z,0,,,76450,0,,,15,0
18680326,2400,,,,,,,0,0,,
18680327,800,W,0,10,0,75650,0,,,70,0
18680327,2400,,,,,,,0,0,,
18680328,800,N,0,5,0,76600,0,,,50,0
18680328,2400,,,,,,,115,0,,
18680329,800,WNW,0,2,0,77400,0,,,50,0
18680329,2400,,,,,,,0,0,,
18680330,800,ONO,0,2,0,77400,0,,,30,0
18680330,2400,,,,,,,0,0,,
18680331,800,NO,0,2,0,77200,0,,,30,0
18680331,2400,,,,,,,0,0,,
18680401,800,W,0,8,0,76900,0,,,70,0
18680401,2400,,,,,,,0,0,,
18680402,800,NW,0,5,0,77200,0,,,40,0
18680402,2400,,,,,,,0,0,,
18680403,800,O,0,0,0,77100,0,,,20,0
18680403,2400,,,,,,,0,0,,
18680404,800,Z,0,0,0,76400,0,,,25,0
18680404,2400,,,,,,,0,0,,
18680405,800,Z,0,2,0,76200,0,,,80,0
18680405,2400,,,,,,,0,0,,
18680406,800,ZW,0,0,0,75800,0,,,70,0
18680406,2400,,,,,,,0,0,,
18680407,800,ZW,0,0,0,75800,0,,,55,0
18680407,2400,,,,,,,0,0,,
18680408,800,ZO,0,5,0,74700,0,,,90,0
18680408,2400,,,,,,,10,0,,
18680409,800,W,0,8,0,74600,0,,,40,0
18680409,2400,,,,,,,10,0,,
18680410,800,NW,0,2,0,75500,0,,,5,0
18680410,2400,,,,,,,0,0,,
18680411,800,NO,0,8,0,75900,0,,,20,0
18680411,2400,,,,,,,25,0,,
18680412,800,NW,0,10,0,75600,0,,,20,0
18680412,2400,,,,,,,0,0,,
18680413,800,WNW,0,10,0,75700,0,,,30,0
18680413,2400,,,,,,,125,0,,
18680414,800,NW,0,2,0,76300,0,,,50,0
18680414,2400,,,,,,,0,0,,
18680415,800,NO,0,2,0,76800,0,,,50,0
18680415,2400,,,,,,,0,0,,
18680416,800,ZW,0,8,0,76200,0,,,70,0
18680416,2400,,,,,,,0,0,,
18680417,800,NW,0,10,0,75650,0,,,70,0
18680417,2400,,,,,,,30,0,,
18680418,800,NO,0,10,0,75800,0,,,70,0
18680418,2400,,,,,,,0,0,,
18680419,800,O,0,2,0,75550,0,,,80,0
18680419,2400,,,,,,,0,0,,
18680420,800,ZO,0,8,0,74100,0,,,110,0
18680420,2400,,,,,,,20,0,,
18680421,800,ZZO,0,10,0,75300,0,,,90,0
18680421,2400,,,,,,,15,0,,
18680422,800,ZZW,0,10,0,75850,0,,,124,0
18680422,2400,,,,,,,70,0,,
18680423,800,WZW,0,,,75300,0,,,130,0
18680423,2400,,,,,,,30,0,,
18680424,800,ZZW,0,10,0,75500,0,,,90,0
18680424,2400,,,,,,,125,0,,
18680425,800,WNW,0,8,0,75200,0,,,100,0
18680425,2400,,,,,,,45,0,,
18680426,800,WNW,0,8,0,76600,0,,,80,0
18680426,2400,,,,,,,5,0,,
18680427,800,OZO,0,0,0,76800,0,,,70,0
18680427,2400,,,,,,,0,0,,
18680428,800,W,0,2,0,76000,0,,,80,0
18680428,2400,,,,,,,20,0,,
18680429,800,W,0,2,0,75900,0,,,120,0
18680429,2400,,,,,,,5,0,,
18680430,800,W,0,10,0,75850,0,,,110,0
18680430,2400,,,,,,,0,0,,
18680501,800,N,0,0,0,76500,0,,,110,0
18680501,2400,,,,,,,16,0,,
18680502,800,ZW,0,0,0,76800,0,,,120,0
18680502,2400,,,,,,,0,0,,
18680503,800,ZZO,0,2,0,76000,0,,,130,0
18680503,2400,,,,,,,0,0,,
18680504,800,W,0,2,0,75850,0,,,110,0
18680504,2400,,,,,,,0,0,,
18680505,800,O,0,2,0,76500,0,,,80,0
18680505,2400,,,,,,,0,0,,
18680506,800,NO,0,2,0,76800,0,,,60,0
18680506,2400,,,,,,,0,0,,
18680507,800,O,0,,,76300,0,,,75,0
18680507,2400,,,,,,,0,0,,
18680508,800,O,0,2,0,75900,0,,,100,0
18680508,2400,,,,,,,0,0,,
18680509,800,ZO,0,0,0,75750,0,,,130,0
18680509,2400,,,,,,,0,0,,
18680510,800,ZW,0,0,0,75700,0,,,160,0
18680510,2400,,,,,,,0,0,,
18680511,800,ZW,0,10,0,75900,0,,,150,0
18680511,2400,,,,,,,0,0,,
18680512,800,O,0,8,0,75700,0,,,180,0
18680512,2400,,,,,,,0,0,,
18680513,800,ZZW,0,10,0,76300,0,,,150,0
18680513,2400,,,,,,,10,0,,
18680514,800,W,0,2,0,76900,0,,,130,0
18680514,2400,,,,,,,30,0,,
18680515,800,N,0,0,0,76900,0,,,130,0
18680515,2400,,,,,,,0,0,,
18680516,800,NNO,0,0,0,76200,0,,,130,0
18680516,2400,,,,,,,0,0,,
18680517,800,NW,0,2,0,76150,0,,,140,0
18680517,2400,,,,,,,0,0,,
18680518,800,NO,0,0,0,76600,0,,,120,0
18680518,2400,,,,,,,0,0,,
18680519,800,O,0,0,0,76400,0,,,170,0
18680519,2400,,,,,,,0,0,,
18680520,800,ZO,0,0,0,76150,0,,,190,0
18680520,2400,,,,,,,0,0,,
18680521,800,W,0,,,75800,0,,,185,0
18680521,2400,,,,,,,0,0,,
18680522,800,ZO,0,8,0,75900,0,,,140,0
18680522,2400,,,,,,,45,0,,
18680523,800,ZW,0,8,0,75400,0,,,180,0
18680523,2400,,,,,,,0,0,,
18680524,800,ZO,0,,,75600,0,,,160,0
18680524,2400,,,,,,,16,0,,
18680525,800,ZW,0,8,0,75700,0,,,180,0
18680525,2400,,,,,,,100,0,,
18680526,800,W,0,,,76200,0,,,180,0
18680526,2400,,,,,,,0,0,,
18680527,800,ZW,0,2,0,76350,0,,,170,0
18680527,2400,,,,,,,0,0,,
18680528,800,O,0,0,0,76700,0,,,160,0
18680528,2400,,,,,,,0,0,,
18680529,800,O,0,0,0,76400,0,,,160,0
18680529,2400,,,,,,,0,0,,
18680530,800,NO,0,,,75650,0,,,210,0
18680530,2400,,,,,,,0,0,,
18680531,800,O,0,8,0,76300,0,,,140,0
18680531,2400,,,,,,,65,0,,
18680601,800,NO,0,8,0,76000,0,,,150,0
18680601,2400,,,,,,,0,0,,
18680602,800,W,0,8,0,75800,0,,,180,0
18680602,2400,,,,,,,0,0,,
18680603,800,W,0,,,75900,0,,,170,0
18680603,2400,,,,,,,0,0,,
18680604,800,ZW,0,10,0,76200,0,,,150,0
18680604,2400,,,,,,,80,0,,
18680605,800,ZZW,0,5,0,76300,0,,,170,0
18680605,2400,,,,,,,0,0,,
18680606,800,ZW,0,2,0,76700,0,,,140,0
18680606,2400,,,,,,,10,0,,
18680607,800,W,0,2,0,76300,0,,,170,0
18680607,2400,,,,,,,0,0,,
18680608,800,ZW,0,5,0,76300,0,,,120,0
18680608,2400,,,,,,,10,0,,
18680609,800,W,0,10,0,76500,0,,,120,0
18680609,2400,,,,,,,0,0,,
18680610,800,ZO,0,0,0,76600,0,,,140,0
18680610,2400,,,,,,,0,0,,
18680611,800,NO,0,2,0,76400,0,,,150,0
18680611,2400,,,,,,,0,0,,
18680612,800,W,0,2,0,76600,0,,,140,0
18680612,2400,,,,,,,0,0,,
18680613,800,W,0,0,0,76650,0,,,150,0
18680613,2400,,,,,,,0,0,,
18680614,800,ZW,0,2,0,76000,0,,,160,0
18680614,2400,,,,,,,0,0,,
18680615,800,ZW,0,0,0,76600,0,,,200,0
18680615,2400,,,,,,,0,0,,
18680616,800,NNO,0,2,0,76800,0,,,160,0
18680616,2400,,,,,,,0,0,,
18680617,800,ZZO,0,0,0,76400,0,,,200,0
18680617,2400,,,,,,,0,0,,
18680618,800,NO,0,0,0,76800,0,,,160,0
18680618,2400,,,,,,,0,0,,
18680619,800,W,0,8,0,76800,0,,,140,0
18680619,2400,,,,,,,0,0,,
18680620,800,W,0,0,0,76400,0,,,180,0
18680620,2400,,,,,,,0,0,,
18680621,800,OZO,0,,,76000,0,,,220,0
18680621,2400,,,,,,,0,0,,
18680622,800,ZW,0,2,0,75500,0,,,225,0
18680622,2400,,,,,,,15,0,,
18680623,800,ZW,0,5,0,75500,0,,,170,0
18680623,2400,,,,,,,90,0,,
18680624,800,ZW,0,2,0,75950,0,,,170,0
18680624,2400,,,,,,,20,0,,
18680625,800,ZO,0,2,0,76450,0,,,170,0
18680625,2400,,,,,,,0,0,,
18680626,800,ZW,0,2,0,76800,0,,,170,0
18680626,2400,,,,,,,0,0,,
18680627,800,WZW,0,0,0,76800,0,,,140,0
18680627,2400,,,,,,,0,0,,
18680628,800,W,0,8,0,76300,0,,,180,0
18680628,2400,,,,,,,0,0,,
18680629,800,W,0,8,0,76700,0,,,150,0
18680629,2400,,,,,,,0,0,,
18680630,800,ZW,0,10,0,76500,0,,,130,0
18680630,2400,,,,,,,0,0,,
18680701,800,W,0,8,0,76300,0,,,160,0
18680701,2400,,,,,,,0,0,,
18680702,800,NO,0,,,76200,0,,,180,0
18680702,2400,,,,,,,0,0,,
18680703,800,ZW,0,8,0,75750,0,,,150,0
18680703,2400,,,,,,,20,0,,
18680704,800,NW,0,10,0,75600,0,,,150,0
18680704,2400,,,,,,,50,0,,
