Obdam(141_G) "52:40:51" NB "04:54:56" OL    -1.7 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  Bedekkingsgraad van de bovenlucht  (deca). ;  N  Cloudvover  :  Cloud of upper air   (decas).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 SX  Sneeuwdikte  :  Kwalitatieve beschrijving  (code). ;  SX  Snowdepth  :  Qualitative description  (code).
 WW  Weercode  :  SYNOP code   (code). ;  WW  Wheather code  :  SYNOP code   (code).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,R6,Q_R6,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,SX,Q_SX,WW,Q_WW
19490409,1400,NW,2,5,2,2,0,0,0,,,64,0,41,0,71,0,,,0,0,00,0
19490409,1900,NW,2,2,2,0,0,0,0,,,40,0,40,0,64,0,,,0,0,00,0
19490410,800,NW,2,3,2,0,0,1,0,,,70,0,2,0,70,0,,,0,0,00,0
19490410,1400,NW,2,4,2,9,0,0,0,,,101,0,69,0,103,0,,,0,0,00,0
19490410,1900,NW,2,4,2,10,0,0,0,,,73,0,73,0,102,0,,,0,0,63,0
19490411,800,NW,2,4,2,1,0,0,0,,,100,0,53,0,100,0,,,0,0,00,0
19490411,1400,NW,2,4,2,10,0,0,0,,,122,0,94,0,122,0,,,0,0,00,0
19490411,1900,NW,2,4,2,10,0,0,0,,,93,0,93,0,123,0,,,0,0,00,0
19490412,800,NW,2,4,2,10,0,45,0,,,92,0,87,0,93,0,,,0,0,00,0
19490412,1400,W,2,3,2,10,0,5,0,,,103,0,91,0,112,0,,,0,0,00,0
19490412,1900,NW,2,4,2,10,0,0,0,,,103,0,96,0,114,0,,,0,0,00,0
19490413,800,NW,2,4,2,10,0,0,0,,,103,0,87,0,111,0,,,0,0,00,0
19490413,1400,NW,2,3,2,10,0,0,0,,,114,0,86,0,114,0,,,0,0,00,0
19490413,1900,NW,2,2,2,10,0,0,0,,,91,0,91,0,114,0,,,0,0,00,0
19490414,800,NW,2,2,2,0,0,0,0,,,110,0,53,0,110,0,,,0,0,00,0
19490414,1400,NW,2,2,2,0,0,0,0,,,145,0,110,0,145,0,,,0,0,00,0
19490414,1900,NW,2,1,2,10,0,0,0,,,104,0,104,0,150,0,,,0,0,45,0
19490415,800,Z,2,1,2,10,0,0,0,,,94,0,14,0,104,0,,,0,0,45,0
19490415,1400,Z,2,3,2,10,0,0,0,,,173,0,94,0,173,0,,,0,0,45,0
19490415,1900,ZO,2,3,2,10,0,0,0,,,152,0,152,0,182,0,,,0,0,00,0
19490416,800,ZO,2,3,2,10,0,0,0,,,131,0,100,0,153,0,,,0,0,00,0
19490416,1400,ZO,2,3,2,0,0,0,0,,,214,0,131,0,214,0,,,0,0,45,0
19490416,1900,ZO,2,1,2,0,0,0,0,,,161,0,161,0,222,0,,,0,0,45,0
19490417,800,O,2,1,2,0,0,0,0,,,132,0,92,0,161,0,,,0,0,45,0
19490417,1400,N,2,3,2,0,0,0,0,,,180,0,132,0,193,0,,,0,0,45,0
19490417,1900,NO,2,2,2,0,0,0,0,,,114,0,114,0,183,0,,,0,0,45,0
19490418,800,O,2,1,2,0,0,0,0,,,134,0,64,0,134,0,,,0,0,45,0
19490418,1400,W,2,3,2,0,0,0,0,,,194,0,134,0,214,0,,,0,0,45,0
19490418,1900,N,2,3,2,9,0,0,0,,,104,0,104,0,202,0,,,0,0,45,0
19490419,800,NW,2,3,2,9,0,0,0,,,93,0,56,0,110,0,,,0,0,00,0
19490419,1400,W,2,4,2,9,0,0,0,,,123,0,93,0,130,0,,,0,0,00,0
19490419,1900,W,2,4,2,10,0,0,0,,,112,0,112,0,130,0,,,0,0,00,0
19490420,800,N,2,3,2,9,0,0,0,,,93,0,73,0,124,0,,,0,0,00,0
19490420,1400,N,2,3,2,0,0,0,0,,,101,0,88,0,110,0,,,0,0,00,0
19490420,1900,O,2,1,2,0,0,0,0,,,72,0,72,0,102,0,,,0,0,00,0
19490421,800,O,2,3,2,0,0,0,0,,,94,0,32,0,94,0,,,0,0,45,0
19490421,1400,Z,2,2,2,1,0,0,0,,,164,0,94,0,164,0,,,0,0,00,0
19490421,1900,Z,2,1,2,9,0,0,0,,,134,0,134,0,174,0,,,0,0,45,0
19490422,800,NW,2,4,2,0,0,40,0,,,82,0,52,0,143,0,,,0,0,00,0
19490422,1400,NW,2,4,2,8,0,0,0,,,101,0,66,0,103,0,,,0,0,00,0
19490422,1900,W,2,3,2,3,0,0,0,,,81,0,81,0,104,0,,,0,0,00,0
19490423,800,W,2,2,2,3,0,0,0,,,103,0,54,0,103,0,,,0,0,00,0
19490423,1400,W,2,2,2,0,0,0,0,,,136,0,103,0,142,0,,,0,0,00,0
19490423,1900,W,2,1,2,0,0,0,0,,,101,0,101,0,142,0,,,0,0,00,0
19490424,800,Z,2,2,2,0,0,0,0,,,114,0,36,0,114,0,,,0,0,00,0
19490424,1400,O,2,2,2,0,0,0,0,,,181,0,109,0,181,0,,,0,0,45,0
19490424,1900,NO,2,2,2,4,0,0,0,,,144,0,144,0,193,0,,,0,0,45,0
19490425,800,W,2,2,2,10,0,9,0,,,103,0,93,0,149,0,,,0,0,00,0
19490425,1400,NW,2,3,2,10,0,9,0,,,82,0,75,0,112,0,,,0,0,63,0
19490425,1900,W,2,2,2,3,0,0,0,,,73,0,73,0,95,0,,,0,0,00,0
19490426,800,NW,2,3,2,8,0,0,0,,,91,0,43,0,91,0,,,0,0,00,0
19490426,1400,N,2,4,2,7,0,0,0,,,101,0,91,0,104,0,,,0,0,00,0
19490426,1900,N,2,2,2,5,0,0,0,,,68,0,68,0,105,0,,,0,0,00,0
19490427,800,W,2,2,2,0,0,0,0,,,82,0,6,0,82,0,,,0,0,00,0
19490427,1400,ZW,2,2,2,0,0,0,0,,,133,0,74,0,133,0,,,0,0,00,0
19490427,1900,W,2,2,2,1,0,0,0,,,101,0,101,0,138,0,,,0,0,00,0
19490428,800,ZW,2,4,2,10,0,0,0,,,101,0,66,0,101,0,,,0,0,00,0
19490428,1400,ZW,2,3,2,10,0,5,0,,,102,0,101,0,110,0,,,0,0,63,0
19490428,1900,W,2,2,2,10,0,55,0,,,93,0,93,0,102,0,,,0,0,63,0
19490429,800,NW,2,4,2,10,0,85,0,,,81,0,74,0,98,0,,,0,0,00,0
19490429,1400,NW,2,5,2,3,0,6,0,,,100,0,69,0,100,0,,,0,0,00,0
19490429,1900,N,2,2,2,0,0,0,0,,,64,0,63,0,101,0,,,0,0,00,0
19490430,800,N,2,4,2,2,0,4,0,,,71,0,19,0,81,0,,,0,0,00,0
19490430,1400,N,2,4,2,7,0,0,0,,,84,0,69,0,89,0,,,0,0,00,0
19490430,1900,N,2,2,2,8,0,0,0,,,64,0,62,0,90,0,,,0,0,00,0
19490501,800,ONO,2,4,2,9,0,0,0,,,74,0,12,0,74,0,,,0,0,00,0
19490501,1400,O,2,3,2,2,0,0,0,,,100,0,74,0,100,0,,,0,0,00,0
19490501,1900,O,2,2,2,0,0,0,0,,,71,0,71,0,103,0,,,0,0,00,0
19490502,800,O,2,2,2,0,0,0,0,,,93,0,6,0,93,0,,,0,0,00,0
19490502,1400,O,2,3,2,0,0,0,0,,,141,0,93,0,141,0,,,0,0,00,0
19490502,1900,O,2,2,2,0,0,0,0,,,101,0,101,0,143,0,,,0,0,45,0
19490503,800,NO,2,4,2,0,0,0,0,,,112,0,61,0,112,0,,,0,0,00,0
19490503,1400,O,2,4,2,0,0,0,0,,,154,0,108,0,157,0,,,0,0,00,0
19490503,1900,O,2,3,2,0,0,0,0,,,112,0,110,0,156,0,,,0,0,45,0
19490504,800,O,2,2,2,0,0,0,0,,,133,0,78,0,133,0,,,0,0,00,0
19490504,1400,ZO,2,2,2,0,0,0,0,,,210,0,133,0,210,0,,,0,0,00,0
19490504,1900,NO,2,1,2,9,0,0,0,,,184,0,184,0,218,0,,,0,0,00,0
19490505,800,W,2,3,2,10,0,0,0,,,93,0,76,0,202,0,,,0,0,45,0
19490505,1400,W,2,3,2,10,0,0,0,,,114,0,93,0,120,0,,,0,0,45,0
19490505,1900,NW,2,2,2,10,0,1,0,,,82,0,82,0,122,0,,,0,0,00,0
19490506,800,ZW,2,3,2,10,0,0,0,,,92,0,55,0,92,0,,,0,0,00,0
19490506,1400,W,2,4,2,2,0,0,0,,,122,0,92,0,132,0,,,0,0,00,0
19490506,1900,W,2,2,2,0,0,6,0,,,73,0,73,0,122,0,,,0,0,00,0
19490507,800,ZW,2,4,2,10,0,0,0,,,94,0,44,0,94,0,,,0,0,00,0
19490507,1400,N,2,5,2,4,0,15,0,,,101,0,72,0,101,0,,,0,0,00,0
19490507,1900,N,2,4,2,3,0,0,0,,,73,0,73,0,109,0,,,0,0,00,0
19490508,800,N,2,3,2,8,0,1,0,,,84,0,31,0,84,0,,,0,0,00,0
19490508,1400,NW,2,3,2,9,0,0,0,,,101,0,77,0,105,0,,,0,0,00,0
19490508,1900,W,2,1,2,10,0,0,0,,,82,0,82,0,109,0,,,0,0,00,0
19490509,800,N,2,4,2,10,0,3,0,,,54,0,41,0,88,0,,,0,0,00,0
19490509,1400,N,2,4,2,7,0,1,0,,,81,0,54,0,90,0,,,0,0,00,0
19490509,1900,N,2,3,2,5,0,0,0,,,41,0,36,0,92,0,,,0,0,00,0
19490510,800,N,2,3,2,2,0,3,0,,,71,0,18,0,71,0,,,0,0,00,0
19490510,1400,N,2,4,2,8,0,1,0,,,102,0,64,0,102,0,,,0,0,00,0
19490510,1900,N,2,3,2,10,0,0,0,,,73,0,70,0,106,0,,,0,0,00,0
19490511,800,NO,2,2,2,10,0,27,0,,,91,0,56,0,91,0,,,0,0,00,0
19490511,1400,N,2,3,2,10,0,8,0,,,93,0,88,0,105,0,,,0,0,63,0
19490511,1900,NO,2,2,2,10,0,17,0,,,88,0,88,0,101,0,,,0,0,63,0
19490512,800,O,2,1,2,10,0,1,0,,,93,0,82,0,93,0,,,0,0,00,0
19490512,1400,NO,2,1,2,5,0,0,0,,,134,0,93,0,134,0,,,0,0,00,0
19490512,1900,N,2,4,2,0,0,0,0,,,94,0,94,0,136,0,,,0,0,00,0
19490513,800,NO,2,3,2,9,0,0,0,,,94,0,57,0,101,0,,,0,0,00,0
19490513,1400,O,2,2,2,1,0,0,0,,,143,0,90,0,145,0,,,0,0,00,0
19490513,1900,NO,2,2,2,0,0,0,0,,,123,0,121,0,151,0,,,0,0,00,0
19490514,800,NO,2,4,2,8,0,0,0,,,120,0,68,0,130,0,,,0,0,00,0
19490514,1400,ZO,2,3,2,10,0,1,0,,,130,0,120,0,182,0,,,0,0,63,0
19490514,1900,O,2,1,2,10,0,11,0,,,130,0,115,0,135,0,,,0,0,00,0
19490515,800,ZO,2,1,2,10,0,0,0,,,114,0,79,0,131,0,,,0,0,45,0
19490515,1400,W,2,3,2,5,0,0,0,,,134,0,114,0,142,0,,,0,0,45,0
19490515,1900,W,2,2,2,10,0,0,0,,,102,0,102,0,143,0,,,0,0,45,0
19490516,800,W,2,3,2,10,0,0,0,,,102,0,86,0,105,0,,,0,0,00,0
19490516,1400,W,2,4,2,10,0,0,0,,,113,0,96,0,113,0,,,0,0,00,0
19490516,1900,W,2,1,2,10,0,0,0,,,111,0,111,0,128,0,,,0,0,00,0
19490517,800,ZW,2,3,2,10,0,8,0,,,124,0,89,0,125,0,,,0,0,00,0
19490517,1400,Z,2,4,2,10,0,0,0,,,143,0,122,0,151,0,,,0,0,63,0
19490517,1900,Z,2,1,2,1,0,3,0,,,122,0,122,0,147,0,,,0,0,00,0
19490518,800,Z,2,4,2,9,0,0,0,,,112,0,82,0,123,0,,,0,0,00,0
19490518,1400,W,2,4,2,1,0,0,0,,,160,0,111,0,160,0,,,0,0,00,0
19490518,1900,W,2,2,2,3,0,0,0,,,140,0,139,0,160,0,,,0,0,00,0
19490519,800,W,2,2,2,0,0,0,0,,,152,0,50,0,152,0,,,0,0,00,0
19490519,1400,NO,2,3,2,2,0,0,0,,,180,0,149,0,206,0,,,0,0,00,0
19490519,1900,N,2,3,2,10,0,0,0,,,134,0,133,0,188,0,,,0,0,00,0
19490520,800,N,2,4,2,0,0,0,0,,,141,0,64,0,141,0,,,0,0,00,0
19490520,1400,N,2,4,2,0,0,0,0,,,162,0,139,0,173,0,,,0,0,00,0
19490520,1900,N,2,3,2,0,0,0,0,,,121,0,119,0,170,0,,,0,0,00,0
19490521,800,N,2,3,2,0,0,0,0,,,133,0,54,0,133,0,,,0,0,00,0
19490521,1400,N,2,4,2,0,0,0,0,,,161,0,133,0,168,0,,,0,0,00,0
19490521,1900,N,2,3,2,0,0,0,0,,,131,0,129,0,165,0,,,0,0,00,0
19490522,800,O,2,2,2,0,0,0,0,,,133,0,44,0,141,0,,,0,0,00,0
19490522,1400,ONO,2,4,2,0,0,0,0,,,161,0,133,0,169,0,,,0,0,00,0
19490522,1900,O,2,2,2,9,0,0,0,,,114,0,114,0,163,0,,,0,0,00,0
19490523,800,W,2,1,2,6,0,0,0,,,133,0,91,0,133,0,,,0,0,00,0
19490523,1400,O,2,2,2,0,0,0,0,,,182,0,133,0,190,0,,,0,0,00,0
19490523,1900,Z,2,1,2,9,0,0,0,,,162,0,162,0,188,0,,,0,0,00,0
19490524,800,Z,2,3,2,9,0,0,0,,,124,0,104,0,162,0,,,0,0,00,0
19490524,1400,Z,2,4,2,10,0,106,0,,,122,0,107,0,141,0,,,0,0,63,0
19490524,1900,NW,2,5,2,10,0,120,0,,,94,0,94,0,144,0,,,0,0,63,0
19490525,800,W,2,3,2,10,0,6,0,,,122,0,77,0,122,0,,,0,0,00,0
19490525,1400,NW,2,4,2,10,0,0,0,,,140,0,119,0,146,0,,,0,0,00,0
19490525,1900,NW,2,4,2,8,0,0,0,,,120,0,120,0,146,0,,,0,0,00,0
19490526,800,Z,2,2,2,10,0,0,0,,,104,0,85,0,122,0,,,0,0,00,0
19490526,1400,NO,2,3,2,10,0,61,0,,,100,0,100,0,119,0,,,0,0,63,0
19490526,1900,NW,2,3,2,10,0,182,0,,,84,0,84,0,103,0,,,0,0,63,0
19490527,800,NO,2,4,2,10,0,7,0,,,113,0,66,0,113,0,,,0,0,00,0
19490527,1400,ZO,2,4,2,5,0,0,0,,,141,0,73,0,141,0,,,0,0,00,0
19490527,1900,ZO,2,3,2,10,0,0,0,,,123,0,123,0,146,0,,,0,0,00,0
19490528,800,NW,2,4,2,8,0,0,0,,,140,0,98,0,140,0,,,0,0,00,0
19490528,1400,W,2,5,2,10,0,0,0,,,141,0,130,0,151,0,,,0,0,63,0
19490528,1900,W,2,3,2,10,0,1,0,,,124,0,122,0,141,0,,,0,0,00,0
19490529,800,ZW,2,2,2,9,0,0,0,,,134,0,104,0,134,0,,,0,0,00,0
19490529,1400,W,2,3,2,10,0,0,0,,,122,0,122,0,146,0,,,0,0,00,0
19490529,1900,W,2,1,2,0,0,0,0,,,130,0,114,0,130,0,,,0,0,00,0
19490530,800,ZW,2,3,2,5,0,0,0,,,122,0,49,0,142,0,,,0,0,00,0
19490530,1400,ZW,2,2,2,0,0,0,0,,,161,0,120,0,161,0,,,0,0,00,0
19490530,1900,O,2,2,2,6,0,0,0,,,143,0,143,0,176,0,,,0,0,00,0
19490531,800,NW,2,4,2,10,0,103,0,,,100,0,100,0,145,0,,,0,0,63,0
19490531,1400,NW,2,4,2,3,0,1,0,,,150,0,98,0,152,0,,,0,0,00,0
19490531,1900,W,2,1,2,2,0,0,0,,,141,0,140,0,150,0,,,0,0,00,0
19490601,800,Z,2,3,2,0,0,0,0,,,162,0,92,0,162,0,,,0,0,00,0
19490601,1400,O,2,2,2,0,0,0,0,,,190,0,162,0,190,0,,,0,0,00,0
19490601,1900,ZO,2,2,2,3,0,0,0,,,172,0,158,0,190,0,,,0,0,00,0
19490602,800,W,2,3,2,9,0,0,0,,,132,0,100,0,188,0,,,0,0,00,0
19490602,1400,W,2,3,2,0,0,0,0,,,151,0,132,0,153,0,,,0,0,00,0
19490602,1900,W,2,1,2,0,0,0,0,,,152,0,141,0,171,0,,,0,0,00,0
19490603,800,Z,2,3,2,0,0,0,0,,,160,0,67,0,162,0,,,0,0,45,0
19490603,1400,Z,2,3,2,10,0,0,0,,,173,0,157,0,186,0,,,0,0,00,0
19490603,1900,Z,2,2,2,10,0,10,0,,,122,0,122,0,181,0,,,0,0,00,0
19490604,800,W,2,4,2,5,0,25,0,,,134,0,111,0,134,0,,,0,0,00,0
19490604,1400,W,2,4,2,2,0,2,0,,,152,0,110,0,152,0,,,0,0,00,0
19490604,1900,W,2,3,2,7,0,0,0,,,113,0,111,0,153,0,,,0,0,00,0
19490605,800,W,2,4,2,9,0,13,0,,,124,0,107,0,124,0,,,0,0,00,0
19490605,1400,W,2,5,2,7,0,0,0,,,144,0,123,0,152,0,,,0,0,00,0
19490605,1900,W,2,3,2,10,0,0,0,,,140,0,132,0,152,0,,,0,0,45,0
19490606,800,Z,2,4,2,8,0,0,0,,,143,0,95,0,146,0,,,0,0,00,0
19490606,1400,W,2,5,2,0,0,0,0,,,192,0,143,0,192,0,,,0,0,00,0
19490606,1900,W,2,3,2,0,0,0,0,,,183,0,180,0,202,0,,,0,0,00,0
19490607,800,Z,2,2,2,0,0,0,0,,,203,0,103,0,203,0,,,0,0,00,0
19490607,1400,ZW,2,3,2,0,0,0,0,,,262,0,203,0,262,0,,,0,0,00,0
19490607,1900,W,2,3,2,8,0,0,0,,,170,0,170,0,270,0,,,0,0,00,0
19490608,800,W,2,4,2,5,0,0,0,,,153,0,120,0,171,0,,,0,0,00,0
19490608,1400,W,2,4,2,2,0,0,0,,,171,0,150,0,173,0,,,0,0,00,0
19490608,1900,ZW,2,1,2,10,0,0,0,,,150,0,150,0,173,0,,,0,0,00,0
19490609,800,O,2,2,2,10,0,0,0,,,161,0,90,0,165,0,,,0,0,00,0
19490609,1400,O,2,3,2,5,0,0,0,,,184,0,161,0,186,0,,,0,0,00,0
19490609,1900,ONO,2,3,2,4,0,0,0,,,154,0,153,0,186,0,,,0,0,45,0
19490610,800,NO,2,2,2,0,0,0,0,,,164,0,102,0,164,0,,,0,0,00,0
19490610,1400,NO,2,3,2,0,0,0,0,,,191,0,163,0,192,0,,,0,0,00,0
19490610,1900,N,2,1,2,0,0,0,0,,,162,0,162,0,193,0,,,0,0,00,0
19490611,800,W,2,3,2,10,0,72,0,,,144,0,110,0,166,0,,,0,0,00,0
19490611,1400,W,2,4,2,10,0,1,0,,,134,0,124,0,150,0,,,0,0,00,0
19490611,1900,NW,2,3,2,0,0,0,0,,,124,0,121,0,144,0,,,0,0,00,0
19490612,800,NO,2,3,2,10,0,0,0,,,134,0,109,0,144,0,,,0,0,00,0
19490612,1400,NNO,2,2,2,2,0,0,0,,,164,0,134,0,164,0,,,0,0,00,0
19490612,1900,NO,2,1,2,0,0,0,0,,,151,0,150,0,164,0,,,0,0,00,0
19490613,800,W,2,2,2,10,0,4,0,,,134,0,85,0,151,0,,,0,0,00,0
19490613,1400,N,2,2,2,0,0,1,0,,,134,0,129,0,145,0,,,0,0,00,0
19490613,1900,W,2,2,2,10,0,0,0,,,140,0,134,0,140,0,,,0,0,00,0
19490614,800,N,2,2,2,0,0,0,0,,,141,0,74,0,141,0,,,0,0,00,0
19490614,1400,W,2,3,2,10,0,0,0,,,142,0,141,0,160,0,,,0,0,00,0
19490614,1900,N,2,2,2,0,0,0,0,,,123,0,121,0,145,0,,,0,0,00,0
19490615,800,NW,2,4,2,10,0,0,0,,,112,0,61,0,131,0,,,0,0,00,0
19490615,1400,NW,2,4,2,8,0,0,0,,,134,0,111,0,134,0,,,0,0,00,0
19490615,1900,NW,2,3,2,10,0,0,0,,,103,0,103,0,138,0,,,0,0,00,0
19490616,800,NW,2,2,2,10,0,0,0,,,104,0,85,0,105,0,,,0,0,00,0
19490616,1400,N,2,3,2,10,0,0,0,,,120,0,102,0,132,0,,,0,0,00,0
19490616,1900,N,2,2,2,10,0,0,0,,,104,0,104,0,122,0,,,0,0,00,0
19490617,800,N,2,3,2,10,0,0,0,,,104,0,88,0,104,0,,,0,0,00,0
19490617,1400,N,2,4,2,10,0,0,0,,,120,0,104,0,135,0,,,0,0,00,0
19490617,1900,N,2,3,2,10,0,0,0,,,110,0,102,0,122,0,,,0,0,00,0
19490618,800,N,2,2,2,10,0,2,0,,,102,0,90,0,110,0,,,0,0,00,0
19490618,1400,N,2,4,2,10,0,1,0,,,111,0,100,0,121,0,,,0,0,81,0
19490618,1900,N,2,2,2,10,0,0,0,,,113,0,96,0,124,0,,,0,0,00,0
19490619,800,N,2,3,2,10,0,0,0,,,121,0,100,0,121,0,,,0,0,00,0
19490619,1400,N,2,3,2,10,0,0,0,,,162,0,121,0,170,0,,,0,0,00,0
19490619,1900,N,2,2,2,10,0,0,0,,,143,0,142,0,172,0,,,0,0,00,0
19490620,800,N,2,3,2,4,0,0,0,,,151,0,77,0,151,0,,,0,0,00,0
19490620,1400,N,2,4,2,0,0,0,0,,,151,0,141,0,156,0,,,0,0,00,0
19490620,1900,N,2,4,2,10,0,0,0,,,124,0,123,0,153,0,,,0,0,00,0
19490621,800,N,2,4,2,0,0,0,0,,,143,0,100,0,144,0,,,0,0,00,0
19490621,1400,N,2,4,2,9,0,0,0,,,163,0,143,0,175,0,,,0,0,00,0
