Delfzijl(102_G) "53:20:00" NB "6:55:0" OL     4.0 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 DP  Drukanomalie  :  Afwijking van normaal  (0.01 cm Hg). ;  DP  Pressure anomaly  :  description  (0.01 cm Hg).
 FFkts  Windsnelheid  :  Volgens diverse schalen vastgesteld  (Knopen). ;  FFkts  Windspeed  :  estimated from a variety of scales  (Knopen).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phg  Druk  :  Totale luchtdruk  (0.01 mm Hg). ;  Phg  Pressuse  :  Total air pressure  (0.01 mm Hg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,DD,Q_DD,DP,Q_DP,FFkts,Q_FFkts,N,Q_N,Phg,Q_Phg,RD,Q_RD,T,Q_T
18860427,800,NO,0,,,8,0,,,76240,0,,,68,0
18860427,1400,,,,,12,0,,,,,,,,
18860427,1900,N,0,,,8,0,,,75730,0,,,96,0
18860427,2400,,,,,,,0,0,,,,,,
18860428,800,ZW,0,,,6,0,,,75400,0,,,104,0
18860428,1400,,,,,16,0,,,,,,,,
18860428,1900,NNW,0,,,22,0,,,75440,0,,,72,0
18860428,2400,,,,,,,0,0,,,,,,
18860429,800,N,0,,,20,0,,,75740,0,,,58,0
18860429,1400,,,,,24,0,,,,,,,,
18860429,1900,NNO,0,,,22,0,,,76140,0,,,36,0
18860429,2400,,,,,,,2,0,,,,,,
18860430,800,ONO,0,,,16,0,,,76560,0,,,56,0
18860430,1400,,,,,8,0,,,,,,,,
18860430,1900,NNO,0,,,14,0,,,76600,0,,,52,0
18860430,2400,,,,,,,2,0,,,,,,
18860501,800,ZW,0,,,10,0,,,76370,0,,,48,0
18860501,1400,,,,,16,0,,,,,,,,
18860501,1900,NW,0,,,18,0,,,76820,0,,,56,0
18860502,800,NNW,0,,,22,0,,,77020,0,,,52,0
18860502,1400,,,,,18,0,,,,,,,,
18860502,1900,NW,0,,,12,0,,,77300,0,,,52,0
18860503,800,OZO,0,,,6,0,,,77520,0,,,64,0
18860503,1400,,,,,13,0,,,,,,,,
18860503,1900,ZO,0,,,11,0,,,77380,0,,,50,0
18860504,800,ZO,0,,,4,0,,,77480,0,,,78,0
18860504,1400,,,,,8,0,,,,,,,,
18860504,1900,NO,0,,,12,0,,,77430,0,,,80,0
18860505,800,ONO,0,,,2,0,,,77440,0,,,84,0
18860505,1400,,,,,10,0,,,,,,,,
18860505,1900,NO,0,,,8,0,,,77360,0,,,90,0
18860506,800,ZO,0,,,2,0,,,77260,0,,,100,0
18860506,1400,,,,,10,0,,,,,,,,
18860506,1900,NO,0,,,8,0,,,77100,0,,,110,0
18860507,800,NO,0,,,,,,,77040,0,,,94,0
18860507,1400,,,,,4,0,,,,,,,,
18860507,1900,NO,0,,,6,0,,,76700,0,,,120,0
18860508,800,ZW,0,,,4,0,,,76500,0,,,136,0
18860508,1400,,,,,8,0,,,,,,,,
18860508,1900,NO,0,,,8,0,,,76820,0,,,122,0
18860509,800,NW,0,,,10,0,,,76370,0,,,92,0
18860509,1400,,,,,12,0,,,,,,,,
18860509,1900,NW,0,,,8,0,,,76310,0,,,74,0
18860510,800,NNO,0,,,4,0,,,76110,0,,,74,0
18860510,1400,,,,,12,0,,,,,,,,
18860510,1900,NNW,0,,,14,0,,,75920,0,,,76,0
18860511,800,WNW,0,,,8,0,,,75920,0,,,78,0
18860511,1400,,,,,10,0,,,,,,,,
18860511,1900,NNO,0,,,8,0,,,75900,0,,,70,0
18860512,800,NO,0,,,2,0,,,75830,0,,,76,0
18860512,1400,,,,,10,0,,,,,,,,
18860512,1900,NO,0,,,18,0,,,75530,0,,,68,0
18860513,800,O,0,,,24,0,,,74880,0,,,102,0
18860513,1400,,,,,28,0,,,,,,,,
18860513,1900,W,0,,,11,0,,,74300,0,,,116,0
18860514,800,W,0,,,9,0,,,74490,0,,,112,0
18860514,1400,,,,,10,0,,,,,,,,
18860514,1900,W,0,,,6,0,,,74640,0,,,138,0
18860515,800,W,0,,,12,0,,,75110,0,,,88,0
18860515,1400,,,,,24,0,,,,,,,,
18860515,1900,WZW,0,,,14,0,,,75400,0,,,80,0
18860516,800,WNW,0,,,24,0,,,75830,0,,,82,0
18860516,1400,,,,,20,0,,,,,,,,
18860516,1900,Z,0,,,12,0,,,75920,0,,,92,0
18860517,800,W,0,,,12,0,,,75880,0,,,112,0
18860517,1400,,,,,4,0,,,,,,,,
18860517,1900,ZW,0,,,14,0,,,75890,0,,,122,0
18860518,800,ZW,0,,,10,0,,,75970,0,,,144,0
18860518,1400,,,,,14,0,,,,,,,,
18860518,1900,ZZW,0,,,10,0,,,75980,0,,,184,0
18860519,800,W,0,,,4,0,,,76170,0,,,168,0
18860519,1400,,,,,7,0,,,,,,,,
18860519,1900,NO,0,,,10,0,,,76260,0,,,164,0
18860520,800,OZO,0,,,6,0,,,75800,0,,,192,0
18860520,1400,,,,,10,0,,,,,,,,
18860520,1900,WNW,0,,,6,0,,,76540,0,,,194,0
18860521,800,NW,0,,,6,0,,,76530,0,,,162,0
18860521,1400,,,,,10,0,,,,,,,,
18860521,1900,NO,0,,,8,0,,,76720,0,,,170,0
18860522,800,O,0,,,24,0,,,76710,0,,,162,0
18860522,1400,,,,,14,0,,,,,,,,
18860522,1900,O,0,,,14,0,,,76600,0,,,164,0
18860523,800,ONO,0,,,14,0,,,76520,0,,,170,0
18860523,1400,,,,,6,0,,,,,,,,
18860523,1900,OZO,0,,,12,0,,,76150,0,,,202,0
18860524,800,WZW,0,,,4,0,,,76090,0,,,156,0
18860524,1400,,,,,14,0,,,,,,,,
18860524,1900,NW,0,,,2,0,,,75850,0,,,152,0
18860525,800,ZO,0,,,12,0,,,75420,0,,,116,0
18860525,1400,,,,,20,0,,,,,,,,
18860525,1900,ZW,0,,,8,0,,,75490,0,,,126,0
18860526,800,W,0,,,18,0,,,75310,0,,,112,0
18860526,1400,,,,,8,0,,,,,,,,
18860526,1900,W,0,,,4,0,,,75530,0,,,168,0
18860527,800,OZO,0,,,21,0,,,75210,0,,,130,0
18860527,1400,,,,,20,0,,,,,,,,
18860527,1900,ZW,0,,,12,0,,,75370,0,,,146,0
18860528,800,Z,0,,,2,0,,,75770,0,,,120,0
18860528,1400,,,,,14,0,,,,,,,,
18860528,1900,WZW,0,,,6,0,,,76000,0,,,170,0
18860529,800,ZW,0,,,6,0,,,76040,0,,,128,0
18860529,1400,,,,,6,0,,,,,,,,
18860529,1900,NO,0,,,8,0,,,76080,0,,,140,0
18860530,800,ZW,0,,,2,0,,,76270,0,,,144,0
18860530,1400,,,,,8,0,,,,,,,,
18860530,1900,NNW,0,,,8,0,,,76310,0,,,130,0
18860531,800,O,0,,,10,0,,,76480,0,,,144,0
18860531,1400,,,,,16,0,,,,,,,,
18860531,1900,NO,0,,,18,0,,,76420,0,,,142,0
18860601,800,ZO,0,,,16,0,,,76270,0,,,156,0
18860601,1400,,,,,11,0,,,,,,,,
18860601,1900,ZO,0,,,4,0,,,75800,0,,,198,0
18860601,2400,,,,,,,0,0,,,,,,
18860602,800,W,0,,,10,0,,,75930,0,,,178,0
18860602,1400,,,,,14,0,,,,,,,,
18860602,1900,NW,0,,,6,0,,,76070,0,,,168,0
18860602,2400,,,,,,,2,0,,,,,,
18860603,800,NW,0,,,11,0,,,76250,0,,,122,0
18860603,1400,,,,,12,0,,,,,,,,
18860603,1900,NNW,0,,,12,0,,,76450,0,,,118,0
18860603,2400,,,,,,,10,0,,,,,,
18860604,800,NNO,0,,,14,0,,,76430,0,,,106,0
18860604,1400,,,,,12,0,,,,,,,,
18860604,1900,NNO,0,,,18,0,,,76590,0,,,98,0
18860604,2400,,,,,,,10,0,,,,,,
18860605,800,N,0,,,10,0,,,76540,0,,,132,0
18860605,1400,,,,,14,0,,,,,,,,
18860605,1900,NO,0,,,13,0,,,76290,0,,,128,0
18860605,2400,,,,,,,2,0,,,,,,
18860606,800,N,0,,,7,0,,,76080,0,,,138,0
18860606,1400,,,,,13,0,,,,,,,,
18860606,1900,NO,0,,,18,0,,,75950,0,,,122,0
18860606,2400,,,,,,,2,0,,,,,,
18860607,800,NNO,0,,,14,0,,,75930,0,,,140,0
18860607,1400,,,,,16,0,,,,,,,,
18860607,1900,NO,0,,,18,0,,,75960,0,,,136,0
18860607,2400,,,,,,,0,0,,,,,,
18860608,800,NO,0,,,,,,,76080,0,,,142,0
18860608,1400,,,,,10,0,,,,,,,,
18860608,1900,NO,0,,,,,,,75970,0,,,120,0
18860608,2400,,,,,,,0,0,,,,,,
18860609,800,ONO,0,,,10,0,,,75830,0,,,158,0
18860609,1400,,,,,15,0,,,,,,,,
18860609,1900,ONO,0,,,7,0,,,75700,0,,,182,0
18860609,2400,,,,,,,0,0,,,,,,
18860610,800,OZO,0,,,17,0,,,75790,0,,,156,0
18860610,1400,,,,,8,0,,,,,,,,
18860610,1900,WZW,0,,,4,0,,,75730,0,,,184,0
18860610,2400,,,,,,,0,0,,,,,,
18860611,800,ZO,0,,,8,0,,,75980,0,,,176,0
18860611,1400,,,,,9,0,,,,,,,,
18860611,1900,NW,0,,,4,0,,,76060,0,,,190,0
18860611,2400,,,,,,,2,0,,,,,,
18860612,800,Z,0,,,5,0,,,75960,0,,,162,0
18860612,1400,,,,,8,0,,,,,,,,
18860612,1900,ZW,0,,,,,,,75620,0,,,170,0
18860612,2400,,,,,,,2,0,,,,,,
18860613,800,ZW,0,,,8,0,,,75820,0,,,148,0
18860613,1400,,,,,12,0,,,,,,,,
18860613,1900,WNW,0,,,8,0,,,75730,0,,,162,0
18860613,2400,,,,,,,,,,,110,0,,
18860614,800,NNW,0,,,6,0,,,76210,0,,,142,0
18860614,1400,,,,,6,0,,,,,,,,
18860614,1900,ZZW,0,,,4,0,,,76180,0,,,156,0
18860614,2400,,,,,,,0,0,,,,,,
18860615,800,NW,0,,,20,0,,,75730,0,,,134,0
18860615,1400,,,,,24,0,,,,,,,,
18860615,1900,W,0,,,14,0,,,75880,0,,,128,0
18860615,2400,,,,,,,,,,,50,0,,
18860616,800,WNW,0,,,19,0,,,75760,0,,,106,0
18860616,1400,,,,,19,0,,,,,,,,
18860616,1900,NW,0,,,12,0,,,75770,0,,,104,0
18860616,2400,,,,,,,,,,,80,0,,
18860617,800,NNW,0,,,2,0,,,75460,0,,,106,0
18860617,1400,,,,,20,0,,,,,,,,
18860617,1900,NNW,0,,,18,0,,,75520,0,,,124,0
18860617,2400,,,,,,,,,,,150,0,,
18860618,800,ZZO,0,,,4,0,,,75750,0,,,114,0
18860618,1400,,,,,14,0,,,,,,,,
18860618,1900,NNO,0,,,11,0,,,75700,0,,,138,0
18860618,2400,,,,,,,,,,,70,0,,
18860619,800,NO,0,,,17,0,,,74850,0,,,136,0
18860619,1400,,,,,25,0,,,,,,,,
18860619,1900,O,0,,,22,0,,,75480,0,,,140,0
18860619,2400,,,,,,,,,,,70,0,,
18860620,800,NO,0,,,14,0,,,75620,0,,,158,0
18860620,1400,,,,,18,0,,,,,,,,
18860620,1900,NO,0,,,25,0,,,75730,0,,,152,0
18860620,2400,,,,,,,,,,,20,0,,
18860621,800,NNW,0,,,14,0,,,75790,0,,,122,0
18860621,1400,,,,,18,0,,,,,,,,
18860621,1900,N,0,,,14,0,,,75720,0,,,120,0
18860621,2400,,,,,,,2,0,,,,,,
18860622,800,WNW,0,,,18,0,,,75680,0,,,118,0
18860622,1400,,,,,12,0,,,,,,,,
18860622,1900,W,0,,,12,0,,,75830,0,,,134,0
18860622,2400,,,,,,,8,0,,,,,,
18860623,800,W,0,,,18,0,,,75340,0,,,144,0
18860623,1400,,,,,21,0,,,,,,,,
18860623,1900,NW,0,,,14,0,,,75170,0,,,116,0
18860623,2400,,,,,,,2,0,,,,,,
18860624,800,NW,0,,,25,0,,,75650,0,,,118,0
18860624,1400,,,,,24,0,,,,,,,,
18860624,1900,W,0,,,10,0,,,76100,0,,,130,0
18860624,2400,,,,,,,,,,,50,0,,
18860625,800,ZW,0,,,12,0,,,76030,0,,,160,0
18860625,1400,,,,,15,0,,,,,,,,
18860625,1900,W,0,,,7,0,,,76250,0,,,160,0
18860625,2400,,,,,,,0,0,,,,,,
18860626,800,ZW,0,,,7,0,,,76380,0,,,148,0
18860626,1400,,,,,7,0,,,,,,,,
18860626,1900,NW,0,,,9,0,,,76380,0,,,160,0
18860626,2400,,,,,,,8,0,,,,,,
18860627,800,N,0,,,12,0,,,76530,0,,,152,0
18860627,1400,,,,,10,0,,,,,,,,
18860627,1900,ONO,0,,,12,0,,,76610,0,,,152,0
18860627,2400,,,,,,,2,0,,,,,,
18860628,800,ZZO,0,,,8,0,,,76630,0,,,162,0
18860628,1400,,,,,14,0,,,,,,,,
18860628,1900,ONO,0,,,8,0,,,76660,0,,,164,0
18860628,2400,,,,,,,0,0,,,,,,
18860629,800,WNW,0,,,2,0,,,76620,0,,,164,0
18860629,1400,,,,,12,0,,,,,,,,
18860629,1900,N,0,,,12,0,,,76630,0,,,156,0
18860629,2400,,,,,,,0,0,,,,,,
18860630,800,NW,0,,,16,0,,,76560,0,,,140,0
18860630,1400,,,,,18,0,,,,,,,,
18860630,1900,NW,0,,,18,0,,,76610,0,,,130,0
18860630,2400,,,,,,,8,0,,,,,,
18860701,800,NW,0,,,10,0,,,76720,0,,,146,0
18860701,1400,,,,,11,0,,,,,,,,
18860701,1900,N,0,,,9,0,,,76860,0,,,146,0
18860701,2400,,,,,,,0,0,,,,,,
18860702,800,N,0,,,3,0,,,76800,0,,,136,0
18860702,1400,,,,,10,0,,,,,,,,
18860702,1900,N,0,,,8,0,,,77400,0,,,144,0
18860702,2400,,,,,,,8,0,,,,,,
18860703,800,ZW,0,,,5,0,,,76880,0,,,158,0
18860703,1400,,,,,9,0,,,,,,,,
18860703,1900,ZW,0,,,10,0,,,76730,0,,,196,0
18860703,2400,,,,,,,0,0,,,,,,
18860704,800,NW,0,,,11,0,,,76740,0,,,162,0
18860704,1400,,,,,10,0,,,,,,,,
18860704,1900,NW,0,,,3,0,,,76720,0,,,158,0
18860704,2400,,,,,,,0,0,,,,,,
18860705,800,NW,0,,,10,0,,,76530,0,,,186,0
18860705,1400,,,,,19,0,,,,,,,,
18860705,1900,NNW,0,,,10,0,,,76650,0,,,144,0
18860705,2400,,,,,,,0,0,,,,,,
18860706,800,NNW,0,,,8,0,,,76580,0,,,174,0
18860706,1400,,,,,14,0,,,,,,,,
18860706,1900,WNW,0,,,10,0,,,76350,0,,,186,0
18860706,2400,,,,,,,0,0,,,,,,
18860707,800,WZW,0,,,8,0,,,76080,0,,,186,0
18860707,1400,,,,,8,0,,,,,,,,
18860707,1900,NO,0,,,10,0,,,75840,0,,,188,0
18860707,2400,,,,,,,10,0,,,,,,
18860708,800,NO,0,,,15,0,,,75630,0,,,154,0
18860708,1400,,,,,17,0,,,,,,,,
18860708,1900,NNO,0,,,21,0,,,75530,0,,,136,0
18860708,2400,,,,,,,0,0,,,,,,
18860709,800,NW,0,,,14,0,,,75990,0,,,152,0
18860709,1400,,,,,16,0,,,,,,,,
18860709,1900,NNW,0,,,14,0,,,76150,0,,,130,0
18860709,2400,,,,,,,,,,,30,0,,
18860710,800,WNW,0,,,11,0,,,76500,0,,,130,0
18860710,1400,,,,,16,0,,,,,,,,
18860710,1900,NW,0,,,10,0,,,76440,0,,,142,0
18860710,2400,,,,,,,0,0,,,,,,
18860711,800,W,0,,,6,0,,,76530,0,,,136,0
18860711,1400,,,,,8,0,,,,,,,,
18860711,1900,WNW,0,,,2,0,,,76450,0,,,178,0
18860711,2400,,,,,,,0,0,,,,,,
18860712,800,ZW,0,,,10,0,,,76100,0,,,152,0
18860712,1400,,,,,13,0,,,,,,,,
18860712,1900,ZW,0,,,8,0,,,76030,0,,,152,0
18860712,2400,,,,,,,,,,,40,0,,
18860713,800,WNW,0,,,9,0,,,76020,0,,,156,0
18860713,1400,,,,,8,0,,,,,,,,
18860713,1900,W,0,,,,,,,76020,0,,,180,0
18860713,2400,,,,,,,,,,,220,0,,
18860714,800,ZZW,0,,,12,0,,,75170,0,,,156,0
18860714,1400,,,,,14,0,,,,,,,,
18860714,1900,WNW,0,,,13,0,,,74800,0,,,142,0
18860714,2400,,,,,,,10,0,,,,,,
18860715,800,WZW,0,,,8,0,,,75160,0,,,134,0
18860715,1400,,,,,15,0,,,,,,,,
18860715,1900,W,0,,,6,0,,,75800,0,,,138,0
18860715,2400,,,,,,,,,,,100,0,,
18860716,800,Z,0,,,,,,,75680,0,,,142,0
18860716,1400,,,,,6,0,,,,,,,,
18860716,1900,W,0,,,1,0,,,75660,0,,,156,0
18860716,2400,,,,,,,2,0,,,,,,
18860717,800,WNW,0,,,15,0,,,76130,0,,,142,0
18860717,1400,,,,,10,0,,,,,,,,
18860717,1900,NNW,0,,,6,0,,,76290,0,,,156,0
18860717,2400,,,,,,,8,0,,,,,,
18860718,800,Z,0,,,6,0,,,76220,0,,,146,0
18860718,1400,,,,,4,0,,,,,,,,
18860718,1900,OZO,0,,,6,0,,,76060,0,,,196,0
18860718,2400,,,,,,,10,0,,,,,,
18860719,800,ZO,0,,,12,0,,,75840,0,,,208,0
18860719,1400,,,,,9,0,,,,,,,,
18860719,1900,WNW,0,,,6,0,,,75830,0,,,230,0
18860719,2400,,,,,,,0,0,,,,,,
18860720,800,W,0,,,18,0,,,75950,0,,,202,0
18860720,1400,,,,,9,0,,,,,,,,
18860720,1900,WZW,0,,,6,0,,,76680,0,,,164,0
18860720,2400,,,,,,,8,0,,,,,,
18860721,800,ZO,0,,,17,0,,,76460,0,,,186,0
18860721,1400,,,,,14,0,,,,,,,,
18860721,1900,ZO,0,,,11,0,,,76160,0,,,222,0
18860721,2400,,,,,,,8,0,,,,,,
18860722,800,WNW,0,,,16,0,,,76030,0,,,232,0
18860722,1400,,,,,8,0,,,,,,,,
18860722,1900,ZW,0,,,4,0,,,76090,0,,,212,0
18860722,2400,,,,,,,0,0,,,,,,
18860723,800,ZW,0,,,11,0,,,75870,0,,,188,0
18860723,1400,,,,,8,0,,,,,,,,
18860723,1900,ZW,0,,,1,0,,,75600,0,,,188,0
18860723,2400,,,,,,,0,0,,,,,,
18860724,800,Z,0,,,12,0,,,74810,0,,,152,0
18860724,1400,,,,,25,0,,,,,,,,
18860724,1900,WNW,0,,,18,0,,,75180,0,,,164,0
18860724,2400,,,,,,,,,,,120,0,,
18860725,800,WZW,0,,,10,0,,,75480,0,,,168,0
18860725,1400,,,,,10,0,,,,,,,,
18860725,1900,ZW,0,,,4,0,,,75450,0,,,198,0
18860725,2400,,,,,,,,,,,50,0,,
18860726,800,ZO,0,,,9,0,,,74960,0,,,178,0
18860726,1400,,,,,17,0,,,,,,,,
18860726,1900,ZZW,0,,,10,0,,,75100,0,,,174,0
18860726,2400,,,,,,,,,,,10,0,,
18860727,800,O,0,,,8,0,,,75170,0,,,166,0
18860727,1400,,,,,12,0,,,,,,,,
18860727,1900,ZW,0,,,14,0,,,75420,0,,,140,0
18860727,2400,,,,,,,,,,,60,0,,
18860728,800,NW,0,,,19,0,,,75820,0,,,132,0
18860728,1400,,,,,18,0,,,,,,,,
18860728,1900,W,0,,,12,0,,,76320,0,,,114,0
18860728,2400,,,,,,,,,,,60,0,,
18860729,800,ZZW,0,,,4,0,,,76520,0,,,132,0
18860729,1400,,,,,8,0,,,,,,,,
18860729,1900,WZW,0,,,1,0,,,76420,0,,,154,0
18860729,2400,,,,,,,,,,,40,0,,
18860730,800,ZO,0,,,6,0,,,76170,0,,,158,0
18860730,1400,,,,,8,0,,,,,,,,
18860730,1900,WZW,0,,,8,0,,,75700,0,,,182,0
18860730,2400,,,,,,,,,,,10,0,,
18860731,800,Z,0,,,2,0,,,75060,0,,,158,0
18860731,1400,,,,,12,0,,,,,,,,
18860731,1900,WNW,0,,,13,0,,,75330,0,,,162,0
18860731,2400,,,,,,,,,,,30,0,,
18860801,800,WZW,0,,,6,0,,,75730,0,,,142,0
18860801,1400,,,,,12,0,,,,,,,,
18860801,1900,W,0,,,4,0,,,75770,0,,,146,0
18860801,2400,,,,,,,,,,,60,0,,
18860802,800,ZZW,0,,,9,0,,,75440,0,,,166,0
18860802,1400,,,,,9,0,,,,,,,,
18860802,1900,ZW,0,,,12,0,,,75330,0,,,140,0
18860802,2400,,,,,,,0,0,,,,,,
18860803,800,WNW,0,,,14,0,,,76010,0,,,128,0
18860803,1400,,,,,20,0,,,,,,,,
18860803,1900,WNW,0,,,10,0,,,76370,0,,,128,0
18860803,2400,,,,,,,,,,,180,0,,
18860804,800,WNW,0,,,11,0,,,76340,0,,,136,0
18860804,1400,,,,,16,0,,,,,,,,
18860804,1900,NW,0,,,8,0,,,76470,0,,,136,0
18860804,2400,,,,,,,,,,,10,0,,
18860805,800,NW,0,,,12,0,,,76440,0,,,130,0
18860805,1400,,,,,15,0,,,,,,,,
18860805,1900,W,0,,,6,0,,,76300,0,,,130,0
18860805,2400,,,,,,,8,0,,,,,,
18860806,800,ZW,0,,,6,0,,,76080,0,,,140,0
18860806,1400,,,,,10,0,,,,,,,,
18860806,1900,ZW,0,,,8,0,,,75970,0,,,140,0
18860806,2400,,,,,,,,,,,20,0,,
18860807,800,NW,0,,,,,,,75940,0,,,190,0
18860807,1900,W,0,,,,,,,76120,0,,,190,0
18860807,2400,,,,,,,,,,,20,0,,
18860808,800,W,0,,,,,,,76270,0,,,180,0
18860808,1900,WNW,0,,,,,,,76250,0,,,180,0
18860808,2400,,,,,,,8,0,,,,,,
18860809,800,NW,0,,,,,,,76340,0,,,190,0
18860809,1900,NO,0,,,,,,,76210,0,,,190,0
18860809,2400,,,,,,,2,0,,,,,,
18860810,800,O,0,,,,,,,75850,0,,,174,0
18860810,1900,NO,0,,,,,,,75000,0,,,174,0
18860810,2400,,,,,,,10,0,,,,,,
18860811,800,ZZW,0,,,,,,,75560,0,,,138,0
18860811,1900,WNW,0,,,,,,,75940,0,,,138,0
18860811,2400,,,,,,,,,,,52,0,,
18860812,800,WZW,0,,,,,,,75970,0,,,142,0
18860812,1900,W,0,,,,,,,76050,0,,,142,0
18860812,2400,,,,,,,0,0,,,,,,
18860813,800,ZZO,0,,,,,,,75820,0,,,164,0
18860813,1900,Z,0,,,,,,,75380,0,,,164,0
18860813,2400,,,,,,,10,0,,,,,,
18860814,800,ZW,0,,,,,,,75370,0,,,160,0
18860814,1900,NW,0,,,,,,,75900,0,,,160,0
18860814,2400,,,,,,,,,,,20,0,,
18860815,800,WNW,0,,,,,,,76470,0,,,150,0
18860815,1900,NNW,0,,,,,,,76510,0,,,150,0
18860815,2400,,,,,,,,,,,160,0,,
18860816,800,Z,0,,,,,,,76250,0,,,140,0
18860816,1900,ZZW,0,,,,,,,75920,0,,,162,0
18860816,2400,,,,,,,0,0,,,,,,
18860817,800,Z,0,,,,,,,75850,0,,,148,0
18860817,1900,NNO,0,,,,,,,76070,0,,,162,0
18860817,2400,,,,,,,,,,,20,0,,
18860818,800,NNO,0,,,,,,,76360,0,,,156,0
18860818,1900,NO,0,,,,,,,76600,0,,,162,0
18860818,2400,,,,,,,0,0,,,,,,
18860819,800,ONO,0,,,,,,,76540,0,,,150,0
18860819,1900,NO,0,,,,,,,76710,0,,,162,0
18860819,2400,,,,,,,,,,,30,0,,
18860820,800,NO,0,,,,,,,76910,0,,,166,0
18860820,1900,NO,0,,,,,,,76780,0,,,182,0
18860820,2400,,,,,,,,,,,50,0,,
18860821,800,Z,0,,,,,,,76670,0,,,186,0
18860821,1900,NO,0,,,,,,,76330,0,,,194,0
18860821,2400,,,,,,,0,0,,,,,,
18860822,800,O,0,,,,,,,76290,0,,,182,0
18860822,1900,NO,0,,,,,,,76180,0,,,222,0
18860822,2400,,,,,,,0,0,,,,,,
18860823,800,O,0,,,,,,,76110,0,,,168,0
18860823,1900,NO,0,,,,,,,75940,0,,,208,0
18860823,2400,,,,,,,,,,,20,0,,
18860824,800,OZO,0,,,,,,,75920,0,,,196,0
18860824,1900,NO,0,,,,,,,75780,0,,,226,0
18860824,2400,,,,,,,0,0,,,,,,
18860825,800,NO,0,,,,,,,76050,0,,,192,0
18860825,1900,NO,0,,,,,,,75910,0,,,196,0
18860825,2400,,,,,,,0,0,,,,,,
18860826,800,WZW,0,,,,,,,76260,0,,,184,0
18860826,1900,WZW,0,,,,,,,76380,0,,,180,0
18860826,2400,,,,,,,8,0,,,,,,
18860827,800,ZW,0,,,,,,,76470,0,,,184,0
18860827,1900,W,0,,,,,,,76570,0,,,186,0
18860827,2400,,,,,,,8,0,,,,,,
18860828,800,ZO,0,,,,,,,76700,0,,,172,0
18860828,1900,OZO,0,,,,,,,76550,0,,,194,0
18860828,2400,,,,,,,2,0,,,,,,
18860829,800,Z,0,,,,,,,76430,0,,,176,0
18860829,1900,NNO,0,,,,,,,76260,0,,,218,0
18860829,2400,,,,,,,0,0,,,,,,
18860830,800,Z,0,,,,,,,76320,0,,,184,0
18860830,1900,NO,0,,,,,,,76450,0,,,184,0
18860831,800,NW,0,,,,,,,76530,0,,,188,0
18860831,1900,ZW,0,,,,,,,76660,0,,,208,0
18860831,2400,,,,,,,0,0,,,,,,
18860901,800,ZW,0,,,,,,,76650,0,,,210,0
18860901,1400,,,,,6,0,,,,,,,,
18860901,1900,ZW,0,,,2,0,,,76500,0,,,266,0
18860902,800,OZO,0,,,8,0,,,76300,0,,,220,0
18860902,1400,,,,,14,0,,,,,,,,
18860902,1900,NO,0,,,14,0,,,76220,0,,,216,0
18860903,800,NO,0,,,7,0,,,76590,0,,,190,0
18860903,1400,,,,,12,0,,,,,,,,
18860903,1900,NO,0,,,13,0,,,76650,0,,,182,0
18860904,800,O,0,,,12,0,,,76670,0,,,180,0
18860904,1400,,,,,11,0,,,,,,,,
18860904,1900,O,0,,,18,0,,,76490,0,,,180,0
18860905,800,ZO,0,,,6,0,,,76300,0,,,180,0
18860905,1400,,,,,6,0,,,,,,,,
18860905,1900,NO,0,,,1,0,,,76120,0,,,222,0
18860906,800,ZW,0,,,7,0,,,76260,0,,,184,0
18860906,1400,,,,,10,0,,,,,,,,
18860906,1900,ZW,0,,,2,0,,,76280,0,,,200,0
18860907,800,Z,0,,,4,0,,,76360,0,,,168,0
18860907,1400,,,,,7,0,,,,,,,,
18860907,1900,NNO,0,,,8,0,,,76240,0,,,196,0
18860908,800,W,0,,,2,0,,,75960,0,,,186,0
18860908,1400,,,,,12,0,,,,,,,,
18860908,1900,ZW,0,,,7,0,,,76100,0,,,138,0
18860909,800,Z,0,,,12,0,,,76170,0,,,160,0
18860909,1400,,,,,10,0,,,,,,,,
18860909,1900,ZW,0,,,6,0,,,76160,0,,,174,0
18860910,800,Z,0,,,13,0,,,76000,0,,,158,0
18860910,1400,,,,,14,0,,,,,,,,
