DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE.

The data is obtained by crosschecking and double digitization of the original observational 
documents. 

STN = national station number /(42=Zwanenburg, 43=Utrecht, 44=Haarlem, 45=Delft ,46=Alkmaar, 
      47=Bergen, 48=Haarlem2, 49=Delft/Rijnsburg, 50=Leiden, 51=Leiden2, 52=Amsterdam, 
      53=Amsterdam2, 54=Vlissingen, 55=Middelburg, 56=Breda, 57=Breda2
YYYYMMDD = datum / date (YYYY=year MM=month DD=day)
M   = meting volgnummer / measurement number (1,2 or 3)
P   = luchtdruk in Rijnlandse of Engelse duimen en lijnen / surface air pressure in 
      "Rijnlandse" or "English" inches and lines toelichting: eerste 2 cijfers is aantal duimen, 
      volgende 2 cijfers is aantal lijnen, laatste cijfer is het aantal kwarten van lijnen.
      explanation: first 2 numbers is number of inches, next 2 numbers is number of lines,
      last number is number of quarters of lines.           
      1 "Rijnlandse" inch(duim) = 12 lines = 48 kwarten = 2.62 cm; 1 "English" inch = 2.54 cm 
T   = temperatuur in Fahrenheit / temperature in Fahrenheit  (Fahrenheit -32 * (5/9)= Celsius) 
DD  = windrichting / winddirection (N=North, O=East, Z=South, W=West, T=at)
FH  = windsnelheid in diverse schalen het laatste cijfer is het aantal kwarten /
      windspeed in several scales see the metadata, the last number is number of quarters of
      degrees (example: 552 = 55 + 2/4 = 55,5)
WW  = luchtgesteldheid in 3 lettercodes/ weather conditions in three letter code
      See for code downwards 
RH  = neerslag in lijnen / precipitation in lines ( 1 line = 2.62/12 = 0.22 cm )
W2  = bijzondere weersverschijnselen / special weather conditions in code

      letter codes:
      BET = betrokken / cloudy      ONW = onweer / thunderstorm
      BLI = bliksem / lightning     ORG = stormig / stormy
      BUY = bui / shower            ORM = storm / storm
      BYN = bijna / almost          REG = regen / rain
      DAM = dampig / hazy           RET = regenachtig / rainy
      DAU = dauw / dew              RYP = rijp / rime
      DON = donder / thunder        SEB = stil en betrokken / calm and cloudy
      DOK = donker / dark           SNE = sneeuw / snow
      DRO = droog / dry             STI = stil / calm
      ENN = en / and                STO = stofregen / drizzle
      GEH = geheel / whole          VEE = veel / much
      HAG = hagel / hail            VOG = vochtig / moist
      HEL = helder / clear          VOR = Vochtig / moist
      MEE = meest / mostly          WAT = wat / somewhat
      MIS = mist / fog              WEE = weerlicht / heat lightning
      MIG = mistig / foggy          WIG = Winderig / windy
      MOT = motregen / drizzle      YSS = ijs / ice
      NAT = natte / wet             YZL = ijzelig / glazed frost        
      NOO = noorderlicht / northern lights    ZEE = zeer / very         
      OMT = omtrent / about         ZEV = zeevlam / seafog
      MOG = mottig / thick          ZWA = zwaar / heavy  
                  
                                    
STN,YYYYMMDD,M,    P,    T,   DD,   FH,                  WW,   RH,              W2
 44,18210115,3,29091,  352,    Z,     ,OMTBETREGWIG        ,     ,
 44,18210116,1,29053,  430,   ZW,     ,BEWREGWIG           ,     ,
 44,18210116,2,29062,  430,  WZW,     ,BEWREGWIG           ,     ,
 44,18210116,3,29090,  410,    W,     ,BEWWIG              ,     ,
 44,18210117,1,30002,  392,    W,     ,BEWWIG              ,     ,
 44,18210117,2,30011,  420,    W,     ,BEWOMTHEL           ,     ,
 44,18210117,3,30020,  400,    W,     ,BEWDAMWIG           ,     ,
 44,18210118,1,30021,  400,   ZW,     ,BETMISREGWIG        ,     ,
 44,18210118,2,30023,  450,   ZW,     ,BETMISREGWIG        ,     ,
 44,18210118,3,30031,  460,   ZW,     ,BETMISREGWIG        ,     ,
 44,18210119,1,30031,  432,   ZW,     ,BETMISREG           ,     ,
 44,18210119,2,30032,  462,   ZW,     ,BETMISREG           ,     ,
 44,18210119,3,30031,  410,   ZW,     ,BETMISREG           ,     ,
 44,18210120,1,30023,  372,    W,     ,HEL                 ,     ,
 44,18210120,2,30041,  410,    W,     ,BET                 ,     ,
 44,18210120,3,30043,  352,    W,     ,HEL                 ,     ,
 44,18210121,1,30053,  330,    W,     ,MIS                 ,     ,
 44,18210121,2,30062,  370,    W,     ,MIS                 ,     ,
 44,18210121,3,30062,  330,    W,     ,MIS                 ,     ,
 44,18210122,1,30061,  330,  WZW,     ,MISREG              ,     ,
 44,18210122,2,30053,  352,  WZW,     ,MISREG              ,     ,
 44,18210122,3,30052,  380,  WZW,     ,BETREG              ,     ,
 44,18210123,1,30062,  360,    N,     ,BEW                 ,     ,
 44,18210123,2,30070,  402,  NNO,     ,OMTHEL              ,     ,
 44,18210123,3,30071,  322,  NNO,     ,BETREG              ,     ,
 44,18210124,1,30070,  300,   ZO,     ,MIS                 ,     ,
 44,18210124,2,30062,  302,    W,     ,MIS                 ,     ,
 44,18210124,3,30060,  300,  WZW,     ,MIS                 ,     ,
 44,18210125,1,30052,  350,   ZW,     ,OMTBETMIS           ,     ,
 44,18210125,2,30052,  420,  WZW,     ,OMTBETMIS           ,     ,
 44,18210125,3,30052,  362,    N,     ,HEL                 ,     ,
 44,18210126,1,30050,  370,    N,     ,BETDAM              ,     ,
 44,18210126,2,30051,  392,    N,     ,BETDAM              ,     ,
 44,18210126,3,30043,  390,    N,     ,BETDAM              ,     ,
 44,18210127,1,30040,  370,    N,     ,BETSTIDAM           ,     ,
 44,18210127,2,30040,  392,  NNW,     ,BETSTIDAM           ,     ,
 44,18210127,3,30032,  352,    N,     ,MIS                 ,     ,
 44,18210128,1,30023,  332,    Z,     ,BET                 ,     ,
 44,18210128,2,30023,  332,    Z,     ,BET                 ,     ,
 44,18210128,3,30023,  320,    Z,     ,BET                 ,     ,
 44,18210129,1,30023,  320,    Z,     ,BET                 ,     ,
 44,18210129,2,30023,  340,  ZZO,     ,BET                 ,     ,
 44,18210129,3,30022,  300,   ZO,     ,BEWHELDAM           ,     ,
 44,18210130,1,30023,  312,    Z,     ,BET                 ,     ,
 44,18210130,2,30030,  430,  ZZW,     ,HEL                 ,     ,
 44,18210130,3,30031,  430,   ZW,     ,BEW                 ,     ,
 44,18210131,1,30032,  420,   ZW,     ,WIG                 ,     ,
 44,18210131,2,30033,  460,  WZW,     ,OMTHEL              ,     ,
 44,18210131,3,30041,  430,  WZW,     ,OMTBET              ,     ,
 44,18210201,1,30040,  422,   ZW,     ,BEWWIG              ,     ,
 44,18210201,2,30040,  480,   ZW,     ,OMTBETWIG           ,     ,
 44,18210201,3,30030,  432,   ZW,     ,OMTBETWIG           ,     ,
 44,18210202,1,30012,  420,   ZW,     ,BETWIG              ,     ,
 44,18210202,2,30012,  430,    W,     ,BETWIGREG           ,     ,
 44,18210202,3,30032,  370,    W,     ,HEL                 ,     ,
 44,18210203,1,30022,  370,    W,     ,BETWIG              ,     ,
 44,18210203,2,30022,  410,  WZW,     ,BEWWIG              ,     ,
 44,18210203,3,30010,  410,   ZW,     ,BETWIG              ,     ,
 44,18210204,1,29091,  412,  WZW,     ,BETWIG              ,     ,
 44,18210204,2,29081,  410,  WZW,     ,BETWIGREG           ,     ,
 44,18210204,3,30002,  480,  WNW,     ,WIGHEL              ,     ,
 44,18210205,1,29091,  370,   NW,     ,BEW                 ,     ,
 44,18210205,2,30003,  410,  NNW,     ,HAG                 ,     ,
 44,18210205,3,30071,  282,    N,     ,HEL                 ,     ,
 44,18210206,1,30072,  360,   ZW,     ,HEL                 ,     ,
 44,18210206,2,30080,  400,   ZW,     ,BEWBET              ,     ,
 44,18210206,3,30073,  332,  WZW,     ,OMTHEL              ,     ,
 44,18210207,1,30070,  302,   ZW,     ,OMTHELWIG           ,     ,
 44,18210207,2,30070,  380,  WZW,     ,OMTHELWIG           ,     ,
 44,18210207,3,30070,  322,  WZW,     ,OMTHELWIG           ,     ,
 44,18210208,1,30062,  312,    Z,     ,HEL                 ,     ,
 44,18210208,2,30062,  400,    Z,     ,HEL                 ,     ,
 44,18210208,3,30043,  330,  ZZO,     ,HEL                 ,     ,
 44,18210209,1,30022,  322,    O,     ,HEL                 ,     ,
 44,18210209,2,30011,  450,    O,     ,HEL                 ,     ,
 44,18210209,3,30002,  302,  ONO,     ,HEL                 ,     ,
 44,18210210,1,30011,  360,   NO,     ,HEL                 ,     ,
 44,18210210,2,30023,  400,   NO,     ,DAMWIG              ,     ,
 44,18210210,3,30032,  322,   NO,     ,HEL                 ,     ,
 44,18210211,1,30032,  300,    O,     ,HEL                 ,     ,
 44,18210211,2,30031,  360,    O,     ,HEL                 ,     ,
 44,18210211,3,30023,  312,    O,     ,HEL                 ,     ,
 44,18210212,1,30021,  300,    O,     ,HEL                 ,     ,
 44,18210212,2,30022,  352,    O,     ,HEL                 ,     ,
 44,18210212,3,30023,  320,   NO,     ,BETMIS              ,     ,
 44,18210213,1,30023,  300,    O,     ,HEL                 ,     ,
 44,18210213,2,30023,  340,    O,     ,HEL                 ,     ,
 44,18210213,3,30021,  302,  ONO,     ,HEL                 ,     ,
 44,18210214,1,30022,  300,   ZW,     ,BETMIS              ,     ,
 44,18210214,2,30022,  300,   ZW,     ,BETMIS              ,     ,
 44,18210214,3,30021,  300,   ZW,     ,BET                 ,     ,
 44,18210215,1,30031,  332,  WZW,     ,BET                 ,     ,
 44,18210215,2,30033,  370,    W,     ,BET                 ,     ,
 44,18210215,3,30042,  340,  WZW,     ,BET                 ,     ,
 44,18210216,1,30050,  340,  ZZO,     ,BET                 ,     ,
 44,18210216,2,30051,  392,  ZZO,     ,BET                 ,     ,
 44,18210216,3,30043,  332,    W,     ,BET                 ,     ,
 44,18210217,1,30033,  320,   ZW,     ,BETWIG              ,     ,
 44,18210217,2,30023,  380,    W,     ,BETWIG              ,     ,
 44,18210217,3,30020,  350,    W,     ,BETWIG              ,     ,
 44,18210218,1,30010,  362,    W,     ,BETWIG              ,     ,
 44,18210218,2,30002,  400,    W,     ,BETWIG              ,     ,
 44,18210218,3,30001,  360,    W,     ,DAMREGSNE           ,     ,
 44,18210219,1,30003,  360,    N,     ,BEW                 ,     ,
 44,18210219,2,30013,  402,    N,     ,HAGSNE              ,     ,
 44,18210219,3,30020,  292,    N,     ,OMTHEL              ,     ,
 44,18210220,1,30011,  312,   NW,     ,WIG                 ,     ,
 44,18210220,2,30001,  370,  WZW,     ,BEWSNE              ,     ,
 44,18210220,3,29093,  360,    W,     ,BETSNEREG           ,     ,
 44,18210221,1,30002,  350,  WNW,     ,BEWWIG              ,     ,
 44,18210221,2,30002,  430,   NW,     ,BEWHEL              ,     ,
 44,18210221,3,30010,  332,   NO,     ,BEWREGSNEHEL        ,     ,
 44,18210222,1,30022,  302,   ZW,     ,OMTHEL              ,     ,
 44,18210222,2,30021,  380,    W,     ,OMTBET              ,     ,
 44,18210222,3,30021,  392,  WZW,     ,OMTBET              ,     ,
 44,18210223,1,30020,  392,    W,     ,OMTBET              ,     ,
 44,18210223,2,30020,  460,  WNW,     ,BET                 ,     ,
 44,18210223,3,30012,  390,    W,     ,BEWDAMOMTHEL        ,     ,
 44,18210224,1,30003,  402,  WNW,     ,BET                 ,     ,
 44,18210224,2,30002,  432,  WNW,     ,BET                 ,     ,
 44,18210224,3,30001,  400,  WNW,     ,BET                 ,     ,
 44,18210225,1,30001,  400,    N,     ,OMTBET              ,     ,
 44,18210225,2,30000,  440,    N,     ,OMTBET              ,     ,
 44,18210225,3,30001,  322,   NO,     ,DAMREGHEL           ,     ,
 44,18210226,1,30010,  260,    O,     ,HEL                 ,     ,
 44,18210226,2,30010,  290,    O,     ,BET                 ,     ,
 44,18210226,3,30002,  240,  ONO,     ,BEWOMTHEL           ,     ,
 44,18210227,1,29090,  250,    W,     ,OMTHEL              ,     ,
 44,18210227,2,29081,  322,  WZW,     ,BEWSNE              ,     ,
 44,18210227,3,29071,  270,  ZZW,     ,BEWOMTHEL           ,     ,
 44,18210228,1,29043,  280,   ZO,     ,BEWWIG              ,     ,
 44,18210228,2,29032,  322,  OZO,     ,BETSNE              ,     ,
 44,18210228,3,29022,  312,    O,     ,BETSNESTI           ,     ,
 44,18210301,1,29050,  350,   ZO,     ,OMTBETDAM           ,     ,
 44,18210301,2,29052,  430,  OZO,     ,OMTBET              ,     ,
 44,18210301,3,29062,  362,    O,     ,REG                 ,     ,
 44,18210302,1,29081,  382,  WZW,     ,BETMIS              ,     ,
 44,18210302,2,29090,  420,  WZW,     ,BETMIS              ,     ,
 44,18210302,3,29092,  380,    Z,     ,BETREG              ,     ,
 44,18210303,1,29080,  420,  OZO,     ,BETMISREG           ,     ,
 44,18210303,2,29072,  450,   ZW,     ,BETMISREG           ,     ,
 44,18210303,3,29063,  420,   ZO,     ,VEEREG              ,     ,
 44,18210304,1,29053,  432,   NW,     ,BETMISREG           ,     ,
 44,18210304,2,29060,  430,   NO,     ,BETMIS              ,     ,
 44,18210304,3,29062,  310,    O,     ,WIG                 ,     ,
 44,18210305,1,29080,  240,  ONO,     ,BETWIG              ,     ,
 44,18210305,2,29083,  282,  ONO,     ,BETSNE              ,     ,
 44,18210305,3,29093,  250,  ONO,     ,HEL                 ,     ,
 44,18210306,1,29090,  280,   ZO,     ,BET                 ,     ,
 44,18210306,2,29082,  380,  ZZO,     ,BET                 ,     ,
 44,18210306,3,29060,  350,  OZO,     ,BET                 ,     ,
 44,18210307,1,29042,  432,  ZZW,     ,BET                 ,     ,
 44,18210307,2,29050,  410,  WZW,     ,BET                 ,     ,
 44,18210307,3,29051,  430,    W,     ,BETREG              ,     ,
 44,18210308,1,29022,  452,  ZZW,     ,REGWIG              ,     ,
 44,18210308,2,29021,  460,  WNW,     ,REGWIG              ,     ,
 44,18210308,3,29021,  400,   ZW,     ,REGWIG              ,     ,
 44,18210309,1,29043,  402,    W,     ,BET                 ,     ,
 44,18210309,2,29063,  442,    W,     ,BEWREG              ,     ,
 44,18210309,3,29052,  450,  ZZW,     ,REGWIG              ,     ,
 44,18210310,1,29053,  460,   ZW,     ,BETWIG              ,     ,
 44,18210310,2,29061,  472,  WZW,     ,BEW                 ,     ,
 44,18210310,3,29070,  440,   ZW,     ,BEW                 ,     ,
 44,18210311,1,29072,  440,    W,     ,HELWIG              ,     ,
 44,18210311,2,29080,  470,    W,     ,HELWIG              ,     ,
 44,18210311,3,29083,  422,  WZW,     ,BEW                 ,     ,
 44,18210312,1,29090,  420,  WZW,     ,BEWDAM              ,     ,
 44,18210312,2,29091,  462,  WZW,     ,BETDAM              ,     ,
 44,18210312,3,29091,  392,  WZW,     ,DAM                 ,     ,
 44,18210313,1,30000,  380,   ZW,     ,OMTBETDAM           ,     ,
 44,18210313,2,30001,  450,   ZW,     ,OMTBET              ,     ,
 44,18210313,3,30001,  400,   ZW,     ,OMTBETDAM           ,     ,
 44,18210314,1,29093,  422,  NNW,     ,BET                 ,     ,
 44,18210314,2,30003,  450,    N,     ,BEWOMTHEL           ,     ,
 44,18210314,3,30013,  390,    N,     ,WIGHEL              ,     ,
 44,18210315,1,30030,  400,   NW,     ,HEL                 ,     ,
 44,18210315,2,30031,  450,  WNW,     ,HEL                 ,     ,
 44,18210315,3,30031,  390,    W,     ,HEL                 ,     ,
 44,18210316,1,30030,  432,  WZW,     ,OMTHELWIG           ,     ,
 44,18210316,2,30023,  480,  WZW,     ,OMTHELWIG           ,     ,
 44,18210316,3,30020,  362,   ZW,     ,OMTHELWIG           ,     ,
 44,18210317,1,30003,  390,    Z,     ,OMTHEL              ,     ,
 44,18210317,2,29093,  520,    Z,     ,BEW                 ,     ,
 44,18210317,3,29070,  450,    W,     ,OMTBET              ,     ,
 44,18210318,1,29032,  402,    W,     ,REGWIGBEW           ,     ,
 44,18210318,2,29032,  450,    W,     ,BEWBUY              ,     ,
 44,18210318,3,29012,  392,  WZW,     ,BEW                 ,     ,
 44,18210319,1,29000,  402,  WNW,     ,BEWWIG              ,     ,
 44,18210319,2,29000,  380,    W,     ,HAG                 ,     ,
 44,18210319,3,29000,  392,    W,     ,SNEBUY              ,     ,
 44,18210320,1,29002,  410,    W,     ,BETWIG              ,     ,
 44,18210320,2,29001,  410,    W,     ,BETREG              ,     ,
 44,18210320,3,29020,  390,  WNW,     ,BEWBUY              ,     ,
 44,18210321,1,29010,  410,  WZW,     ,BEWWIG              ,     ,
 44,18210321,2,29011,  442,    W,     ,BEW                 ,     ,
 44,18210321,3,29030,  310,  NNO,     ,BEWBUY              ,     ,
 44,18210322,1,29042,  382,    N,     ,BEW                 ,     ,
 44,18210322,2,29061,  430,  NNO,     ,HEL                 ,     ,
 44,18210322,3,29081,  350,    N,     ,BEWBUY              ,     ,
 44,18210323,1,29091,  370,  NNW,     ,BEWWIG              ,     ,
 44,18210323,2,30000,  422,  NNW,     ,OMTHEL              ,     ,
 44,18210323,3,30002,  310,  NNW,     ,OMTHEL              ,     ,
 44,18210324,1,29093,  390,  ZZW,     ,BEW                 ,     ,
 44,18210324,2,29082,  470,  ZZW,     ,OMTBET              ,     ,
 44,18210324,3,29070,  390,    Z,     ,BETREG              ,     ,
 44,18210325,1,29051,  410,    Z,     ,OMTBET              ,     ,
 44,18210325,2,29051,  492,    Z,     ,BET                 ,     ,
 44,18210325,3,29050,  412,  ZZO,     ,BETREG              ,     ,
 44,18210326,1,29061,  422,   ZW,     ,BEW                 ,     ,
 44,18210326,2,29070,  470,  WZW,     ,OMTHEL              ,     ,
 44,18210326,3,29063,  400,  OZO,     ,OMTHEL              ,     ,
 44,18210327,1,29050,  430,  ZZO,     ,BEW                 ,     ,
 44,18210327,2,29042,  540,    Z,     ,BEWBETREG           ,     ,
 44,18210327,3,29050,  402,    Z,     ,HEL                 ,     ,
 44,18210328,1,29043,  410,  ZZO,     ,BEWBETWIG           ,     ,
 44,18210328,2,29040,  540,   ZO,     ,BET                 ,     ,
 44,18210328,3,29032,  470,    Z,     ,BEWREGWIG           ,     ,
 44,18210329,1,29023,  490,  ZZO,     ,BEWOMTBET           ,     ,
 44,18210329,2,29023,  550,    Z,     ,WIG                 ,     ,
 44,18210329,3,29042,  432,  ZZW,     ,WIG                 ,     ,
 44,18210330,1,29062,  420,  WZW,     ,BEW                 ,     ,
 44,18210330,2,29070,  490,  WZW,     ,BEWOMTBET           ,     ,
 44,18210330,3,29071,  402,   ZW,     ,BEW                 ,     ,
 44,18210331,1,29060,  420,    Z,     ,BEW                 ,     ,
 44,18210331,2,29051,  540,    Z,     ,BEWBET              ,     ,
 44,18210331,3,29043,  430,    Z,     ,BEWREGWIG           ,     ,
 44,18210401,1,29053,  442,  WZW,     ,OMTHELWIG           ,     ,
 44,18210401,2,29061,  462,    W,     ,OMTHEL              ,     ,
 44,18210401,3,29062,  380,  ZZW,     ,OMTHEL              ,     ,
 44,18210402,1,29040,  420,  ZZW,     ,BETWIG              ,     ,
 44,18210402,2,29032,  500,  ZZW,     ,REGWIG              ,     ,
 44,18210402,3,29022,  492,    Z,     ,WIGBEWORM           ,     ,
 44,18210403,1,29030,  452,   ZW,     ,BEWORG              ,     ,
 44,18210403,2,29031,  500,   ZW,     ,BEWORG              ,     ,
 44,18210403,3,29021,  460,   ZW,     ,BEWORG              ,     ,
 44,18210404,1,29030,  470,  WZW,     ,BEW                 ,     ,
 44,18210404,2,29031,  490,    W,     ,OMTHELWIG           ,     ,
 44,18210404,3,29030,  402,  WNW,     ,BETSTI              ,     ,
 44,18210405,1,29032,  440,   NW,     ,BEW                 ,     ,
 44,18210405,2,29042,  480,   NW,     ,HELWIG              ,     ,
 44,18210405,3,29061,  422,   NW,     ,BEWWIGBUY           ,     ,
 44,18210406,1,29082,  450,   NW,     ,BEWWIG              ,     ,
 44,18210406,2,29093,  480,   NW,     ,BEW                 ,     ,
 44,18210406,3,30002,  380,  WNW,     ,BEW                 ,     ,
 44,18210407,1,30000,  450,  WZW,     ,BETREG              ,     ,
 44,18210407,2,30000,  472,   ZW,     ,BEWWIG              ,     ,
 44,18210407,3,30003,  482,   ZW,     ,WIGDAM              ,     ,
 44,18210408,1,30003,  510,    W,     ,BEWWIG              ,     ,
 44,18210408,2,30011,  562,    W,     ,BEW                 ,     ,
 44,18210408,3,30011,  450,   NW,     ,BEW                 ,     ,
 44,18210409,1,30002,  520,  WZW,     ,OMTHEL              ,     ,
 44,18210409,2,30000,  592,    W,     ,OMTHEL              ,     ,
 44,18210409,3,29090,  460,   NW,     ,OMTHEL              ,     ,
 44,18210410,1,29080,  500,   ZW,     ,DAM                 ,     ,
 44,18210410,2,29080,  600,   NW,     ,BEW                 ,     ,
 44,18210410,3,29072,  522,   NW,     ,BEW                 ,     ,
 44,18210411,1,29063,  490,  WZW,     ,REG                 ,     ,
 44,18210411,2,29063,  560,  WZW,     ,STIBEW              ,     ,
 44,18210411,3,29060,  480,   ZW,     ,BEWWIG              ,     ,
 44,18210412,1,29043,  492,   ZW,     ,BETWIG              ,     ,
 44,18210412,2,29043,  510,    W,     ,BEWREG              ,     ,
 44,18210412,3,29043,  480,  WZW,     ,BEW                 ,     ,
 44,18210413,1,29032,  460,   ZW,     ,WIG                 ,     ,
 44,18210413,2,29041,  510,  WZW,     ,BEWREG              ,     ,
 44,18210413,3,29051,  470,    W,     ,BEWBUY              ,     ,
 44,18210414,1,29072,  480,   ZW,     ,BEWWIG              ,     ,
 44,18210414,2,29071,  560,  ZZW,     ,BEW                 ,     ,
 44,18210414,3,29050,  520,  ZZO,     ,BEWREG              ,     ,
 44,18210415,1,29060,  480,   ZW,     ,BEWWIG              ,     ,
 44,18210415,2,29061,  540,  WZW,     ,BEWREG              ,     ,
 44,18210415,3,29061,  400,  ZZW,     ,STIHEL              ,     ,
