DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE.

The data is obtained by crosschecking and double digitization of the original observational 
documents. 

STN = national station number /(42=Zwanenburg, 43=Utrecht, 44=Haarlem, 45=Delft ,46=Alkmaar, 
      47=Bergen, 48=Haarlem2, 49=Delft/Rijnsburg, 50=Leiden, 51=Leiden2, 52=Amsterdam, 
      53=Amsterdam2, 54=Vlissingen, 55=Middelburg, 56=Breda, 57=Breda2
YYYYMMDD = datum / date (YYYY=year MM=month DD=day)
M   = meting volgnummer / measurement number (1,2 or 3)
P   = luchtdruk in Rijnlandse of Engelse duimen en lijnen / surface air pressure in 
      "Rijnlandse" or "English" inches and lines toelichting: eerste 2 cijfers is aantal duimen, 
      volgende 2 cijfers is aantal lijnen, laatste cijfer is het aantal kwarten van lijnen.
      explanation: first 2 numbers is number of inches, next 2 numbers is number of lines,
      last number is number of quarters of lines.           
      1 "Rijnlandse" inch(duim) = 12 lines = 48 kwarten = 2.62 cm; 1 "English" inch = 2.54 cm 
T   = temperatuur in Fahrenheit / temperature in Fahrenheit  (Fahrenheit -32 * (5/9)= Celsius) 
DD  = windrichting / winddirection (N=North, O=East, Z=South, W=West, T=at)
FH  = windsnelheid in diverse schalen het laatste cijfer is het aantal kwarten /
      windspeed in several scales see the metadata, the last number is number of quarters of
      degrees (example: 552 = 55 + 2/4 = 55,5)
WW  = luchtgesteldheid in 3 lettercodes/ weather conditions in three letter code
      See for code downwards 
RH  = neerslag in lijnen / precipitation in lines ( 1 line = 2.62/12 = 0.22 cm )
W2  = bijzondere weersverschijnselen / special weather conditions in code

      letter codes:
      BET = betrokken / cloudy      ONW = onweer / thunderstorm
      BLI = bliksem / lightning     ORG = stormig / stormy
      BUY = bui / shower            ORM = storm / storm
      BYN = bijna / almost          REG = regen / rain
      DAM = dampig / hazy           RET = regenachtig / rainy
      DAU = dauw / dew              RYP = rijp / rime
      DON = donder / thunder        SEB = stil en betrokken / calm and cloudy
      DOK = donker / dark           SNE = sneeuw / snow
      DRO = droog / dry             STI = stil / calm
      ENN = en / and                STO = stofregen / drizzle
      GEH = geheel / whole          VEE = veel / much
      HAG = hagel / hail            VOG = vochtig / moist
      HEL = helder / clear          VOR = Vochtig / moist
      MEE = meest / mostly          WAT = wat / somewhat
      MIS = mist / fog              WEE = weerlicht / heat lightning
      MIG = mistig / foggy          WIG = Winderig / windy
      MOT = motregen / drizzle      YSS = ijs / ice
      NAT = natte / wet             YZL = ijzelig / glazed frost        
      NOO = noorderlicht / northern lights    ZEE = zeer / very         
      OMT = omtrent / about         ZEV = zeevlam / seafog
      MOG = mottig / thick          ZWA = zwaar / heavy  
                  
                                    
STN,YYYYMMDD,M,    P,    T,   DD,   FH,                  WW,   RH,              W2
 44,18010116,1,29082,  350,    Z,     ,BEW                 ,     ,
 44,18010116,2,29080,  412,    Z,     ,BEW                 ,     ,
 44,18010116,3,29081,  342,  ZZO,     ,BEW                 ,     ,
 44,18010117,1,29071,  382,    Z,     ,BET                 ,     ,
 44,18010117,2,29062,  412,    Z,     ,BET                 ,     ,
 44,18010117,3,29062,  430,   ZW,     ,REG                 ,     ,
 44,18010118,1,29072,  372,    W,     ,HEL                 ,     ,
 44,18010118,2,29080,  442,    W,     ,HEL                 ,     ,
 44,18010118,3,29081,  350,    W,     ,HEL                 ,     ,
 44,18010119,1,29080,  370,    O,     ,BEW                 ,     ,
 44,18010119,2,29082,  420,   NO,     ,BEW                 ,     ,
 44,18010119,3,29093,  352,   NO,     ,BEW                 ,     ,
 44,18010120,1,29082,  412,   ZW,     ,ORGREG              ,     ,
 44,18010120,2,29071,  462,   ZW,     ,ORGREG              ,     ,
 44,18010120,3,29080,  440,    W,     ,BEW                 ,     ,
 44,18010121,1,29082,  430,    W,     ,WIGBET              ,     ,
 44,18010121,2,29081,  452,    W,     ,WIGBET              ,     ,
 44,18010121,3,29080,  410,    W,     ,OMTHEL              ,     ,
 44,18010122,1,29060,  392,    W,     ,BEW                 ,     ,
 44,18010122,2,29042,  420,    W,     ,BUYSEBHAG           ,     ,
 44,18010122,3,29022,  350,   NW,     ,BUYSEBHAG           ,     ,
 44,18010123,1,29020,  330,    O,     ,MIS                 ,     ,
 44,18010123,2,29021,  370,    O,     ,BEW                 ,     ,
 44,18010123,3,29031,  350,   NO,     ,BEW                 ,     ,
 44,18010124,1,29051,  312,   NO,     ,BETSNE              ,     ,
 44,18010124,2,29060,  332,   NO,     ,BETSNE              ,     ,
 44,18010124,3,29070,  292,   NO,     ,BETSNE              ,     ,
 44,18010125,1,29072,  272,   NO,     ,BETSNE              ,     ,
 44,18010125,2,29080,  302,  ONO,     ,BETSNE              ,     ,
 44,18010125,3,29082,  270,   NO,     ,BETSNE              ,     ,
 44,18010126,1,29061,  282,   ZW,     ,BETREG              ,     ,
 44,18010126,2,29051,  362,   ZW,     ,BETREG              ,     ,
 44,18010126,3,29050,  410,   NW,     ,BETREG              ,     ,
 44,18010127,1,29052,  370,   NW,     ,BEWHAGSNE           ,     ,
 44,18010127,2,29061,  372,  NNW,     ,BEWHAGSNE           ,     ,
 44,18010127,3,29070,  352,    W,     ,BEWHAGSNE           ,     ,
 44,18010128,1,29033,  420,    W,     ,ORGOMTBET           ,     ,
 44,18010128,2,29042,  452,    W,     ,ORGOMTBET           ,     ,
 44,18010128,3,29053,  402,   NW,     ,REG                 ,     ,
 44,18010129,1,29042,  440,  WZW,     ,ORGREG              ,     ,
 44,18010129,2,29031,  360,  WZW,     ,BEW                 ,     ,
 44,18010129,3,29072,  380,  WNW,     ,BEW                 ,     ,
 44,18010130,1,29083,  362,    W,     ,BEW                 ,     ,
 44,18010130,2,29082,  442,  WZW,     ,BEW                 ,     ,
 44,18010130,3,29063,  422,    W,     ,ORG                 ,     ,
 44,18010131,1,29061,  452,  WZW,     ,BETWIG              ,     ,
 44,18010131,2,29072,  440,   NW,     ,REG                 ,     ,
 44,18010131,3,29083,  400,   NO,     ,MIS                 ,     ,
 44,18010201,1,29071,  540,   ZW,     ,BETWIG              ,     ,
 44,18010201,2,29081,  460,   ZW,     ,BETWIG              ,     ,
 44,18010201,3,29091,  430,   ZW,     ,BETWIG              ,     ,
 44,18010202,1,30000,  410,    Z,     ,BEW                 ,     ,
 44,18010202,2,30000,  450,    Z,     ,BEW                 ,     ,
 44,18010202,3,30000,  400,    Z,     ,BEW                 ,     ,
 44,18010203,1,30000,  400,    Z,     ,BEW                 ,     ,
 44,18010203,2,30000,  480,   ZW,     ,BET                 ,     ,
 44,18010203,3,30002,  502,   ZW,     ,BET                 ,     ,
 44,18010204,1,30001,  492,  ZZW,     ,BEW                 ,     ,
 44,18010204,2,30001,  550,   ZW,     ,BEW                 ,     ,
 44,18010204,3,30002,  502,   ZW,     ,BEW                 ,     ,
 44,18010205,1,30001,  490,   ZW,     ,BEWWIG              ,     ,
 44,18010205,2,30001,  492,   ZW,     ,BEWWIG              ,     ,
 44,18010205,3,30003,  460,  WZW,     ,BEWWIG              ,     ,
 44,18010206,1,29081,  470,   ZW,     ,WIGBETREG           ,     ,
 44,18010206,2,29071,  470,  WZW,     ,WIGBETREG           ,     ,
 44,18010206,3,29083,  440,  WNW,     ,WIGBETREG           ,     ,
 44,18010207,1,30003,  402,    N,     ,OMTBET              ,     ,
 44,18010207,2,30011,  422,    N,     ,OMTBET              ,     ,
 44,18010207,3,30020,  370,   NO,     ,OMTBET              ,     ,
 44,18010208,1,30022,  350,   NO,     ,BEW                 ,     ,
 44,18010208,2,30022,  382,   NO,     ,BEW                 ,     ,
 44,18010208,3,30021,  320,   NO,     ,BEW                 ,     ,
 44,18010209,1,30020,  310,    O,     ,OMTBET              ,     ,
 44,18010209,2,30020,  330,    O,     ,OMTBET              ,     ,
 44,18010209,3,30020,  262,  ONO,     ,HEL                 ,     ,
 44,18010210,1,30010,  300,   NO,     ,SNEWIG              ,     ,
 44,18010210,2,30000,  330,    N,     ,SNEWIG              ,     ,
 44,18010210,3,29090,  292,    N,     ,SNEWIG              ,     ,
 44,18010211,1,29083,  252,  ONO,     ,BEW                 ,     ,
 44,18010211,2,29090,  272,   NO,     ,BEW                 ,     ,
 44,18010211,3,29090,  210,   NO,     ,BEW                 ,     ,
 44,18010212,1,29073,  230,  ONO,     ,BETORG              ,     ,
 44,18010212,2,29063,  262,    O,     ,BETORG              ,     ,
 44,18010212,3,29062,  210,  ONO,     ,BETORG              ,     ,
 44,18010213,1,29070,  210,  ONO,     ,BETWIG              ,     ,
 44,18010213,2,29071,  270,    O,     ,BETWIG              ,     ,
 44,18010213,3,29073,  220,  ONO,     ,BETWIG              ,     ,
 44,18010214,1,29071,  212,  ONO,     ,BETWIG              ,     ,
 44,18010214,2,29063,  250,  ONO,     ,BETWIG              ,     ,
 44,18010214,3,29060,  232,   NO,     ,BETWIG              ,     ,
 44,18010215,1,29050,  260,   NO,     ,BETWIGSNE           ,     ,
 44,18010215,2,29050,  320,   NO,     ,BETWIGSNE           ,     ,
 44,18010215,3,29051,  290,  NNO,     ,BETWIGSNE           ,     ,
 44,18010216,1,29052,  292,  NNO,     ,BET                 ,     ,
 44,18010216,2,29052,  320,   NO,     ,BET                 ,     ,
 44,18010216,3,29061,  280,   NO,     ,BET                 ,     ,
 44,18010217,1,29062,  270,   NO,     ,BEW                 ,     ,
 44,18010217,2,29063,  370,   NO,     ,BEW                 ,     ,
 44,18010217,3,29072,  280,   NO,     ,HEL                 ,     ,
 44,18010218,1,29072,  240,    N,     ,BEW                 ,     ,
 44,18010218,2,29072,  380,   NW,     ,BEW                 ,     ,
 44,18010218,3,29073,  260,   NW,     ,BEW                 ,     ,
 44,18010219,1,29071,  330,    Z,     ,SNE                 ,     ,
 44,18010219,2,29070,  400,   ZW,     ,OMTBET              ,     ,
 44,18010219,3,29051,  300,   ZO,     ,OMTBET              ,     ,
 44,18010220,1,29021,  300,    O,     ,SNE                 ,     ,
 44,18010220,2,29041,  350,    N,     ,OMTBET              ,     ,
 44,18010220,3,29070,  280,   NW,     ,OMTBET              ,     ,
 44,18010221,1,29062,  292,  OZO,     ,BET                 ,     ,
 44,18010221,2,29052,  370,   ZO,     ,BET                 ,     ,
 44,18010221,3,29031,  380,   ZO,     ,REG                 ,     ,
 44,18010222,1,29022,  380,    Z,     ,BET                 ,     ,
 44,18010222,2,29020,  422,  ZZO,     ,REG                 ,     ,
 44,18010222,3,29022,  362,  ZZW,     ,BEW                 ,     ,
 44,18010223,1,29032,  400,   ZW,     ,OMTBET              ,     ,
 44,18010223,2,29040,  410,   ZW,     ,OMTBET              ,     ,
 44,18010223,3,29040,  350,   ZW,     ,OMTBET              ,     ,
 44,18010224,1,29042,  342,   ZW,     ,MIS                 ,     ,
 44,18010224,2,29052,  442,  ZZW,     ,HEL                 ,     ,
 44,18010224,3,29072,  330,  ZZW,     ,HEL                 ,     ,
 44,18010225,1,29081,  332,    Z,     ,BEW                 ,     ,
 44,18010225,2,29071,  432,   ZW,     ,BET                 ,     ,
 44,18010225,3,29060,  450,   ZW,     ,REGWIG              ,     ,
 44,18010226,1,29081,  422,   ZW,     ,HEL                 ,     ,
 44,18010226,2,29081,  460,   ZW,     ,HEL                 ,     ,
 44,18010226,3,30000,  382,   ZW,     ,HEL                 ,     ,
 44,18010227,1,30002,  360,   ZW,     ,HEL                 ,     ,
 44,18010227,2,30002,  462,   ZW,     ,BEW                 ,     ,
 44,18010227,3,29093,  342,  WZW,     ,DAM                 ,     ,
 44,18010228,1,29091,  350,  WZW,     ,BEW                 ,     ,
 44,18010228,2,29092,  462,  WZW,     ,BET                 ,     ,
 44,18010228,3,29091,  422,   ZW,     ,BET                 ,     ,
 44,18010301,1,29090,  440,  WZW,     ,WIGBET              ,     ,
 44,18010301,2,29091,  480,   ZW,     ,BET                 ,     ,
 44,18010301,3,30000,  460,   ZW,     ,MISREG              ,     ,
 44,18010302,1,30011,  460,  WZW,     ,WIG                 ,     ,
 44,18010302,2,30021,  500,  WZW,     ,BETDAM              ,     ,
 44,18010302,3,30030,  460,  WZW,     ,BET                 ,     ,
 44,18010303,1,30032,  460,  WZW,     ,DAM                 ,     ,
 44,18010303,2,30032,  480,   ZW,     ,DAM                 ,     ,
 44,18010303,3,30022,  452,   ZW,     ,BEWWIG              ,     ,
 44,18010304,1,30022,  472,    W,     ,BEW                 ,     ,
 44,18010304,2,30030,  472,    W,     ,BEW                 ,     ,
 44,18010304,3,30033,  350,  WNW,     ,BEW                 ,     ,
 44,18010305,1,30030,  400,    W,     ,BEW                 ,     ,
 44,18010305,2,30030,  452,  WNW,     ,BEW                 ,     ,
 44,18010305,3,30022,  372,  WNW,     ,BEW                 ,     ,
 44,18010306,1,30021,  370,  NNW,     ,BEW                 ,     ,
 44,18010306,2,30021,  440,   NW,     ,OMTBET              ,     ,
 44,18010306,3,30023,  380,  NNO,     ,OMTBET              ,     ,
 44,18010307,1,30032,  302,   NO,     ,BEW                 ,     ,
 44,18010307,2,30040,  420,   NW,     ,BEW                 ,     ,
 44,18010307,3,30032,  360,    W,     ,BEW                 ,     ,
 44,18010308,1,30020,  420,    W,     ,WIGHEL              ,     ,
 44,18010308,2,30012,  490,    W,     ,HEL                 ,     ,
 44,18010308,3,30001,  370,    W,     ,OMTBET              ,     ,
 44,18010309,1,29082,  412,  WZW,     ,BET                 ,     ,
 44,18010309,2,29080,  440,   ZW,     ,REG                 ,     ,
 44,18010309,3,29090,  402,    N,     ,REG                 ,     ,
 44,18010310,1,30003,  382,   NO,     ,OMTBET              ,     ,
 44,18010310,2,30010,  422,    O,     ,OMTBET              ,     ,
 44,18010310,3,30001,  380,  ONO,     ,OMTBET              ,     ,
 44,18010311,1,29082,  410,   ZO,     ,OMTBETREG           ,     ,
 44,18010311,2,29073,  500,   ZO,     ,OMTBETREG           ,     ,
 44,18010311,3,29051,  442,   ZO,     ,OMTBETREG           ,     ,
 44,18010312,1,29031,  472,   ZW,     ,WIGOMTBETREG        ,     ,
 44,18010312,2,29040,  500,  WZW,     ,WIGOMTBETREG        ,     ,
 44,18010312,3,29051,  440,  WZW,     ,WIGOMTBETREG        ,     ,
 44,18010313,1,29053,  420,  WZW,     ,BEWWIG              ,     ,
 44,18010313,2,29063,  480,  WZW,     ,BEWWIG              ,     ,
 44,18010313,3,29062,  432,  WZW,     ,BEWWIG              ,     ,
 44,18010314,1,29043,  502,   ZW,     ,WIG                 ,     ,
 44,18010314,2,29040,  550,  ZZW,     ,BEW                 ,     ,
 44,18010314,3,29021,  520,    Z,     ,BETREG              ,     ,
 44,18010315,1,29030,  440,  WNW,     ,ORGBEW              ,     ,
 44,18010315,2,29042,  430,  WNW,     ,HAGREG              ,     ,
 44,18010315,3,29071,  360,   NW,     ,HAGREG              ,     ,
 44,18010316,1,29083,  382,   ZW,     ,ORGBEW              ,     ,
 44,18010316,2,29082,  450,   ZW,     ,BET                 ,     ,
 44,18010316,3,29080,  440,   ZW,     ,BET                 ,     ,
 44,18010317,1,29073,  460,   ZW,     ,ORGBEW              ,     ,
 44,18010317,2,29071,  522,   ZW,     ,ORGBEW              ,     ,
 44,18010317,3,29043,  470,   ZW,     ,REG                 ,     ,
 44,18010318,1,29050,  470,  WZW,     ,WIGBEW              ,     ,
 44,18010318,2,29042,  460,  WZW,     ,BEW                 ,     ,
 44,18010318,3,29041,  380,   ZW,     ,BEW                 ,     ,
 44,18010319,1,29051,  410,   NW,     ,BEWBUY              ,     ,
 44,18010319,2,29062,  440,  WNW,     ,BEW                 ,     ,
 44,18010319,3,29080,  362,    W,     ,BEWBUY              ,     ,
 44,18010320,1,29072,  450,   ZW,     ,WIGBEW              ,     ,
 44,18010320,2,29060,  500,   ZW,     ,BEW                 ,     ,
 44,18010320,3,29012,  430,    Z,     ,ORMREG              ,     ,
 44,18010321,1,29013,  400,    W,     ,ORGREGSNEHAG        ,     ,
 44,18010321,2,29022,  472,  WZW,     ,ORGREGSNEHAG        ,     ,
 44,18010321,3,29012,  392,  WZW,     ,ORGREGSNEHAG        ,     ,
 44,18010322,1,29013,  420,   ZW,     ,ORG                 ,     ,
 44,18010322,2,29021,  480,   ZW,     ,OMTHEL              ,     ,
 44,18010322,3,29022,  432,  ZZW,     ,BEW                 ,     ,
 44,18010323,1,29012,  420,    Z,     ,WIGBUY              ,     ,
 44,18010323,2,29030,  462,  WZW,     ,BEW                 ,     ,
 44,18010323,3,29042,  410,  WNW,     ,BUY                 ,     ,
 44,18010324,1,29080,  402,  WNW,     ,OMTHEL              ,     ,
 44,18010324,2,29083,  480,    W,     ,OMTHEL              ,     ,
 44,18010324,3,29090,  440,    Z,     ,BEW                 ,     ,
 44,18010325,1,30001,  470,   NW,     ,BEW                 ,     ,
 44,18010325,2,30011,  490,  WNW,     ,HEL                 ,     ,
 44,18010325,3,30021,  342,    W,     ,HEL                 ,     ,
 44,18010326,1,30021,  460,   ZW,     ,BEW                 ,     ,
 44,18010326,2,30021,  512,   ZW,     ,OMTHEL              ,     ,
 44,18010326,3,30020,  400,  ZZW,     ,OMTHEL              ,     ,
 44,18010327,1,30010,  412,   ZO,     ,HEL                 ,     ,
 44,18010327,2,30001,  542,   NO,     ,HEL                 ,     ,
 44,18010327,3,30000,  370,    N,     ,HEL                 ,     ,
 44,18010328,1,30001,  412,   ZW,     ,BEW                 ,     ,
 44,18010328,2,30002,  542,   ZW,     ,BEW                 ,     ,
 44,18010328,3,30003,  480,    W,     ,BEW                 ,     ,
 44,18010329,1,30010,  500,    W,     ,BEW                 ,     ,
 44,18010329,2,30010,  562,    W,     ,BEW                 ,     ,
 44,18010329,3,30011,  442,    W,     ,BEW                 ,     ,
 44,18010330,1,30022,  490,   NO,     ,BET                 ,     ,
 44,18010330,2,30032,  542,   NO,     ,HEL                 ,     ,
 44,18010330,3,30042,  392,   NO,     ,HEL                 ,     ,
 44,18010331,1,30041,  460,  ONO,     ,HEL                 ,     ,
 44,18010331,2,30040,  560,  ONO,     ,HEL                 ,     ,
 44,18010331,3,30033,  442,  ONO,     ,HEL                 ,     ,
 44,18010401,1,30033,  460,  ONO,     ,HEL                 ,     ,
 44,18010401,2,30033,  582,  ONO,     ,HEL                 ,     ,
 44,18010401,3,30031,  460,  ONO,     ,HEL                 ,     ,
 44,18010402,1,30031,  472,    O,     ,HEL                 ,     ,
 44,18010402,2,30031,  582,  ONO,     ,HEL                 ,     ,
 44,18010402,3,30023,  442,    N,     ,HEL                 ,     ,
 44,18010403,1,30013,  452,   ZO,     ,HEL                 ,     ,
 44,18010403,2,30011,  612,   ZO,     ,HEL                 ,     ,
 44,18010403,3,29093,  412,  NNW,     ,HEL                 ,     ,
 44,18010404,1,29081,  470,   ZW,     ,OMTHEL              ,     ,
 44,18010404,2,29080,  620,    W,     ,OMTHEL              ,     ,
 44,18010404,3,29062,  440,   ZW,     ,OMTHEL              ,     ,
 44,18010405,1,29063,  420,  NNW,     ,REG                 ,     ,
 44,18010405,2,29073,  440,   NW,     ,BEWSNEHAGBUY        ,     ,
 44,18010405,3,29082,  340,   NW,     ,BEWSNEHAGBUY        ,     ,
 44,18010406,1,30000,  380,    W,     ,BUY                 ,     ,
 44,18010406,2,30000,  460,   ZW,     ,BEW                 ,     ,
 44,18010406,3,29081,  362,    Z,     ,BEW                 ,     ,
 44,18010407,1,29060,  400,   ZW,     ,WIGOMTBET           ,     ,
 44,18010407,2,29050,  502,   ZW,     ,WIGOMTBET           ,     ,
 44,18010407,3,29040,  450,  ZZW,     ,REG                 ,     ,
 44,18010408,1,29040,  472,  WZW,     ,BUY                 ,     ,
 44,18010408,2,29050,  510,  WZW,     ,BEW                 ,     ,
 44,18010408,3,29062,  370,   NW,     ,BEW                 ,     ,
 44,18010409,1,29073,  390,    W,     ,BEW                 ,     ,
 44,18010409,2,29080,  492,  WZW,     ,HEL                 ,     ,
 44,18010409,3,29063,  390,    Z,     ,HEL                 ,     ,
 44,18010410,1,29043,  430,   ZW,     ,ORGREG              ,     ,
 44,18010410,2,29050,  530,   ZW,     ,BEW                 ,     ,
 44,18010410,3,29050,  442,    W,     ,BEW                 ,     ,
 44,18010411,1,29052,  440,   ZW,     ,ORGBEWBUY           ,     ,
 44,18010411,2,29061,  470,  WZW,     ,ORGBEWBUY           ,     ,
 44,18010411,3,29070,  392,  WZW,     ,ORGBEWBUY           ,     ,
 44,18010412,1,29080,  400,    N,     ,SNE                 ,     ,
 44,18010412,2,29082,  412,    N,     ,BET                 ,     ,
 44,18010412,3,30001,  372,    N,     ,BEW                 ,     ,
 44,18010413,1,30020,  410,    N,     ,WIGBEW              ,     ,
 44,18010413,2,30020,  500,    N,     ,WIGBEW              ,     ,
 44,18010413,3,30021,  410,   NO,     ,WIGBEW              ,     ,
 44,18010414,1,30013,  430,   NO,     ,OMTHEL              ,     ,
 44,18010414,2,30012,  580,   NO,     ,OMTHEL              ,     ,
 44,18010414,3,30013,  402,   NO,     ,OMTHEL              ,     ,
 44,18010415,1,30020,  450,   NO,     ,DAM                 ,     ,
 44,18010415,2,30012,  582,   NO,     ,OMTHEL              ,     ,
 44,18010415,3,30002,  430,  NNO,     ,OMTHEL              ,     ,
 44,18010416,1,30000,  470,   ZO,     ,HEL                 ,     ,
 44,18010416,2,30002,  592,    W,     ,HEL                 ,     ,
 44,18010416,3,30002,  452,  NNO,     ,HEL                 ,     ,
