DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE.

The data is obtained by crosschecking and double digitization of the original observational 
documents. 

STN = national station number /(42=Zwanenburg, 43=Utrecht, 44=Haarlem, 45=Delft ,46=Alkmaar, 
      47=Bergen, 48=Haarlem2, 49=Delft/Rijnsburg, 50=Leiden, 51=Leiden2, 52=Amsterdam, 
      53=Amsterdam2, 54=Vlissingen, 55=Middelburg, 56=Breda, 57=Breda2
YYYYMMDD = datum / date (YYYY=year MM=month DD=day)
M   = meting volgnummer / measurement number (1,2 or 3)
P   = luchtdruk in Rijnlandse of Engelse duimen en lijnen / surface air pressure in 
      "Rijnlandse" or "English" inches and lines toelichting: eerste 2 cijfers is aantal duimen, 
      volgende 2 cijfers is aantal lijnen, laatste cijfer is het aantal kwarten van lijnen.
      explanation: first 2 numbers is number of inches, next 2 numbers is number of lines,
      last number is number of quarters of lines.           
      1 "Rijnlandse" inch(duim) = 12 lines = 48 kwarten = 2.62 cm; 1 "English" inch = 2.54 cm 
T   = temperatuur in Fahrenheit / temperature in Fahrenheit  (Fahrenheit -32 * (5/9)= Celsius) 
DD  = windrichting / winddirection (N=North, O=East, Z=South, W=West, T=at)
FH  = windsnelheid in diverse schalen het laatste cijfer is het aantal kwarten /
      windspeed in several scales see the metadata, the last number is number of quarters of
      degrees (example: 552 = 55 + 2/4 = 55,5)
WW  = luchtgesteldheid in 3 lettercodes/ weather conditions in three letter code
      See for code downwards 
RH  = neerslag in lijnen / precipitation in lines ( 1 line = 2.62/12 = 0.22 cm )
W2  = bijzondere weersverschijnselen / special weather conditions in code

      letter codes:
      BET = betrokken / cloudy      NOO = noorderlicht / northern lights
      BLI = bliksem / lightning     OMT = omtrent / about
      BUY = bui / shower            MOG = mottig / thick
      BYN = bijna / almost          ONW = onweer / thunderstorm
      DAM = dampig / hazy           REG = regen / rain
      DAU = dauw / dew              RET = regenachtig / rainy
      DON = donder / thunder        RYP = rijp / rime
      DOK = donker / dark           SNE = sneeuw / snow
      DRO = droog / dry             STO = stofregen / drizzle
      ENN = en / and                VEE = veel / much
      GEH = geheel / whole          VOG = vochtig / moist
      HAG = hagel / hail            WAT = wat / somewhat
      HEL = helder / clear          WEE = weerlicht / heat lightning         
      MEE = meest / mostly          YSS = ijs / ice
      MIS = mist / fog              YZL = ijzelig / glazed frost
      MIG = mistig / foggy          ZEE = zeer / very
      MOT = motregen / drizzle      ZEV = zeevlam / seafog
      NAT = natte / wet             ZWA = zwaar / heavy      
      NEV = nevel / hazy                              
                                    
STN,YYYYMMDD,M,    P,    T,   DD,   FH,                  WW,   RH,              W2

 42,18010101,1,29112,  340,  WZW,   40,BET                 ,     ,
 42,18010101,2,29092,  362,  ZZW,   60,BET                 ,     ,
 42,18010101,3,29070,  400,  ZTW,   40,OMTHEL              ,     ,
 42,18010102,1,29092,  392,  WZW,   20,ZEEBET              ,   12,
 42,18010102,2,29101,  420,  WZW,   20,ZEEBET              ,     ,
 42,18010102,3,29110,  390,  ZZW,   40,BET                 ,     ,
 42,18010103,1,29100,  410,   ZW,   40,BETMIS              ,   12,
 42,18010103,2,29090,  422,  ZZW,   40,BET                 ,     ,
 42,18010103,3,29090,  400,   ZW,   20,ZEEBET              ,     ,
 42,18010104,1,29072,  400,   ZW,   20,BET                 ,     ,
 42,18010104,2,29072,  420,  WZW,   40,BET                 ,     ,
 42,18010104,3,29080,  390,  WZW,   40,OMTHEL              ,     ,
 42,18010105,1,29052,  440, ZWTW,   60,BET                 ,     ,
 42,18010105,2,29050,  480, ZWTW,  100,BET                 ,     ,
 42,18010105,3,29060,  440,  WZW,   40,BET                 ,     ,
 42,18010106,1,29072,  392,   ZW,   20,BETMIS              ,   10,
 42,18010106,2,29100,  430,  WTZ,   20,BET                 ,     ,
 42,18010106,3,29102,  392,  WTZ,   20,OMTHEL              ,     ,
 42,18010107,1,30010,  372,  WZW,   20,ZEEBET              ,     ,
 42,18010107,2,30010,  400,  WTZ,   20,ZEEBET              ,     ,
 42,18010107,3,30012,  370,   ZO,   20,ZEEBET              ,     ,
 42,18010108,1,30012,  352,  ONO,   20,ZEEBET              ,     ,
 42,18010108,2,30012,  392,    O,   20,ZEEBET              ,     ,
 42,18010108,3,30010,  342,    O,   20,OMTHEL              ,     ,
 42,18010109,1,30010,  320,    O,   20,ZEEBET              ,     ,
 42,18010109,2,30010,  370,    O,   20,OMTHEL              ,     ,
 42,18010109,3,30010,  320,    O,   20,HEL                 ,     ,
 42,18010110,1,30010,  320,   ZO,   20,OMTHEL              ,     ,
 42,18010110,2,30012,  352,   ZO,   20,OMTHEL              ,     ,
 42,18010110,3,30010,  322,  ZZO,   20,BETMIS              ,     ,
 42,18010111,1,30012,  342,  ZTO,   20,BETMIS              ,     ,
 42,18010111,2,30012,  360,  ZTW,   20,BET                 ,     ,
 42,18010111,3,30010,  322,    Z,   20,BETMIS              ,     ,
 42,18010112,1,30010,  310,   ZO,   20,BETMIS              ,     ,
 42,18010112,2,30010,  330, ZOTO,   20,BETMIS              ,     ,
 42,18010112,3,30012,  312, ZOTO,   20,BETMIS              ,     ,
 42,18010113,1,30000,  312,   ZO,   20,BETMIS              ,     ,
 42,18010113,2,29112,  312,   ZO,   20,BETMIS              ,     ,
 42,18010113,3,29103,  332,   ZW,   20,OMTHEL              ,     ,
 42,18010114,1,29102,  332,   ZW,   20,BETMIS              ,     ,
 42,18010114,2,29102,  352,    Z,   20,BETMIS              ,     ,
 42,18010114,3,29101,  362,    Z,   20,BETMIS              ,     ,
