DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE.

The data is obtained by crosschecking and double digitization of the original observational 
documents. 

STN = national station number /(42=Zwanenburg, 43=Utrecht, 44=Haarlem, 45=Delft ,46=Alkmaar, 
      47=Bergen, 48=Haarlem2, 49=Delft/Rijnsburg, 50=Leiden, 51=Leiden2, 52=Amsterdam, 
      53=Amsterdam2, 54=Vlissingen, 55=Middelburg, 56=Breda, 57=Breda2
YYYYMMDD = datum / date (YYYY=year MM=month DD=day)
M   = meting volgnummer / measurement number (1,2 or 3)
P   = luchtdruk in Rijnlandse of Engelse duimen en lijnen / surface air pressure in 
      "Rijnlandse" or "English" inches and lines toelichting: eerste 2 cijfers is aantal duimen, 
      volgende 2 cijfers is aantal lijnen, laatste cijfer is het aantal kwarten van lijnen.
      explanation: first 2 numbers is number of inches, next 2 numbers is number of lines,
      last number is number of quarters of lines.           
      1 "Rijnlandse" inch(duim) = 12 lines = 48 kwarten = 2.62 cm; 1 "English" inch = 2.54 cm 
T   = temperatuur in Fahrenheit / temperature in Fahrenheit  (Fahrenheit -32 * (5/9)= Celsius) 
DD  = windrichting / winddirection (N=North, O=East, Z=South, W=West, T=at)
FH  = windsnelheid in diverse schalen het laatste cijfer is het aantal kwarten /
      windspeed in several scales see the metadata, the last number is number of quarters of
      degrees (example: 552 = 55 + 2/4 = 55,5)
WW  = luchtgesteldheid in 3 lettercodes/ weather conditions in three letter code
      See for code downwards 
RH  = neerslag in lijnen / precipitation in lines ( 1 line = 2.62/12 = 0.22 cm )
W2  = bijzondere weersverschijnselen / special weather conditions in code

      letter codes:
      BET = betrokken / cloudy      NOO = noorderlicht / northern lights
      BLI = bliksem / lightning     OMT = omtrent / about
      BUY = bui / shower            MOG = mottig / thick
      BYN = bijna / almost          ONW = onweer / thunderstorm
      DAM = dampig / hazy           REG = regen / rain
      DAU = dauw / dew              RET = regenachtig / rainy
      DON = donder / thunder        RYP = rijp / rime
      DOK = donker / dark           SNE = sneeuw / snow
      DRO = droog / dry             STO = stofregen / drizzle
      ENN = en / and                VEE = veel / much
      GEH = geheel / whole          VOG = vochtig / moist
      HAG = hagel / hail            WAT = wat / somewhat
      HEL = helder / clear          WEE = weerlicht / heat lightning         
      MEE = meest / mostly          YSS = ijs / ice
      MIS = mist / fog              YZL = ijzelig / glazed frost
      MIG = mistig / foggy          ZEE = zeer / very
      MOT = motregen / drizzle      ZEV = zeevlam / seafog
      NAT = natte / wet             ZWA = zwaar / heavy      
      NEV = nevel / hazy                              
                                    
STN,YYYYMMDD,M,    P,    T,   DD,   FH,                  WW,   RH,              W2

 45,18010827,1,     ,     ,     ,     ,                    ,     ,
 45,18010827,2,     ,     ,     ,     ,                    ,     ,
 45,18010827,3,     ,     ,     ,     ,                    ,     ,
 45,18010828,1,     ,     ,     ,     ,                    ,     ,
 45,18010828,2,     ,     ,     ,     ,                    ,     ,
 45,18010828,3,     ,     ,     ,     ,                    ,     ,
 45,18010829,1,     ,     ,     ,     ,                    ,     ,
 45,18010829,2,     ,     ,     ,     ,                    ,     ,
 45,18010829,3,     ,     ,     ,     ,                    ,     ,
 45,18010830,1,     ,     ,     ,     ,                    ,     ,
 45,18010830,2,     ,     ,     ,     ,                    ,     ,
 45,18010830,3,     ,     ,     ,     ,                    ,     ,
 45,18010831,1,     ,     ,     ,     ,                    ,     ,
 45,18010831,2,     ,     ,     ,     ,                    ,     ,
 45,18010831,3,     ,     ,     ,     ,                    ,     ,
 45,18010901,1,     ,  580,     ,     ,                    ,     ,
 45,18010901,2,     ,  610,     ,     ,                    ,     ,
 45,18010901,3,     ,  552,     ,     ,                    ,     ,
 45,18010902,1,     ,  600,     ,     ,                    ,     ,
 45,18010902,2,     ,  601,     ,     ,                    ,     ,
 45,18010902,3,     ,  572,     ,     ,                    ,     ,
 45,18010903,1,     ,  580,     ,     ,                    ,     ,
 45,18010903,2,     ,  610,     ,     ,                    ,     ,
 45,18010903,3,     ,  562,     ,     ,                    ,     ,
 45,18010904,1,     ,  570,     ,     ,                    ,     ,
 45,18010904,2,     ,  653,     ,     ,                    ,     ,
 45,18010904,3,     ,  592,     ,     ,                    ,     ,
 45,18010905,1,     ,  580,     ,     ,                    ,     ,
 45,18010905,2,     ,  640,     ,     ,                    ,     ,
 45,18010905,3,     ,  572,     ,     ,                    ,     ,
 45,18010906,1,     ,  600,     ,     ,                    ,     ,
 45,18010906,2,     ,  680,     ,     ,                    ,     ,
 45,18010906,3,     ,  610,     ,     ,                    ,     ,
 45,18010907,1,     ,  610,     ,     ,                    ,     ,
 45,18010907,2,     ,  682,     ,     ,                    ,     ,
 45,18010907,3,     ,  610,     ,     ,                    ,     ,
 45,18010908,1,     ,  600,     ,     ,                    ,     ,
 45,18010908,2,     ,  630,     ,     ,                    ,     ,
 45,18010908,3,     ,  542,     ,     ,                    ,     ,
 45,18010909,1,     ,  580,     ,     ,                    ,     ,
 45,18010909,2,     ,  602,     ,     ,                    ,     ,
 45,18010909,3,     ,  530,     ,     ,                    ,     ,
 45,18010910,1,     ,  540,     ,     ,                    ,     ,
 45,18010910,2,     ,  602,     ,     ,                    ,     ,
 45,18010910,3,     ,  540,     ,     ,                    ,     ,
 45,18010911,1,     ,  552,     ,     ,                    ,     ,
 45,18010911,2,     ,  580,     ,     ,                    ,     ,
 45,18010911,3,     ,  552,     ,     ,                    ,     ,
 45,18010912,1,     ,  590,     ,     ,                    ,     ,
 45,18010912,2,     ,     ,     ,     ,                    ,     ,
 45,18010912,3,     ,  570,     ,     ,                    ,     ,
