DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE.

The data is obtained by crosschecking and double digitization of the original observational 
documents. 

STN = national station number /(42=Zwanenburg, 43=Utrecht, 44=Haarlem, 45=Delft ,46=Alkmaar, 
      47=Bergen, 48=Haarlem2, 49=Delft/Rijnsburg, 50=Leiden, 51=Leiden2, 52=Amsterdam, 
      53=Amsterdam2, 54=Vlissingen, 55=Middelburg, 56=Breda, 57=Breda2
YYYYMMDD = datum / date (YYYY=year MM=month DD=day)
M   = meting volgnummer / measurement number (1,2 or 3)
P   = luchtdruk in Rijnlandse of Engelse duimen en lijnen / surface air pressure in 
      "Rijnlandse" or "English" inches and lines toelichting: eerste 2 cijfers is aantal duimen, 
      volgende 2 cijfers is aantal lijnen, laatste cijfer is het aantal kwarten van lijnen.
      explanation: first 2 numbers is number of inches, next 2 numbers is number of lines,
      last number is number of quarters of lines.           
      1 "Rijnlandse" inch(duim) = 12 lines = 48 kwarten = 2.62 cm; 1 "English" inch = 2.54 cm 
T   = temperatuur in Fahrenheit / temperature in Fahrenheit  (Fahrenheit -32 * (5/9)= Celsius) 
DD  = windrichting / winddirection (N=North, O=East, Z=South, W=West, T=at)
FH  = windsnelheid in diverse schalen het laatste cijfer is het aantal kwarten /
      windspeed in several scales see the metadata, the last number is number of quarters of
      degrees (example: 552 = 55 + 2/4 = 55,5)
WW  = luchtgesteldheid in 3 lettercodes/ weather conditions in three letter code
      See for code downwards 
RH  = neerslag in lijnen / precipitation in lines ( 1 line = 2.62/12 = 0.22 cm )
W2  = bijzondere weersverschijnselen / special weather conditions in code

      letter codes:
      BET = betrokken / cloudy      NOO = noorderlicht / northern lights
      BLI = bliksem / lightning     OMT = omtrent / about
      BUY = bui / shower            MOG = mottig / thick
      BYN = bijna / almost          ONW = onweer / thunderstorm
      DAM = dampig / hazy           REG = regen / rain
      DAU = dauw / dew              RET = regenachtig / rainy
      DON = donder / thunder        RYP = rijp / rime
      DOK = donker / dark           SNE = sneeuw / snow
      DRO = droog / dry             STO = stofregen / drizzle
      ENN = en / and                VEE = veel / much
      GEH = geheel / whole          VOG = vochtig / moist
      HAG = hagel / hail            WAT = wat / somewhat
      HEL = helder / clear          WEE = weerlicht / heat lightning         
      MEE = meest / mostly          YSS = ijs / ice
      MIS = mist / fog              YZL = ijzelig / glazed frost
      MIG = mistig / foggy          ZEE = zeer / very
      MOT = motregen / drizzle      ZEV = zeevlam / seafog
      NAT = natte / wet             ZWA = zwaar / heavy      
      NEV = nevel / hazy                              
                                    
STN,YYYYMMDD,M,    P,    T,   DD,   FH,                  WW,   RH,              W2

 42,18210101,1,28110,  110,   NO,   20,BEW                 ,     ,
 42,18210101,2,28102,  172,    W,   20,BET                 ,     ,
 42,18210101,3,28102,  182,    W,   20,BET                 ,     ,
 42,18210102,1,28102,  172,   NO,   20,BEW                 ,     ,
 42,18210102,2,28100,  200,   NO,   20,HEL                 ,     ,
 42,18210102,3,28091,  150,   NO,   20,BEW                 ,     ,
 42,18210103,1,28071,  160,   NO,   20,BEW                 ,     ,
 42,18210103,2,28071,  192,  NNO,   20,BEW                 ,     ,
 42,18210103,3,28062,  192,  NNO,   20,HEL                 ,     ,
 42,18210104,1,28050,  202,   NO,   20,BETSNE              ,     ,
 42,18210104,2,28043,  200,  NNO,   20,BET                 ,     ,
 42,18210104,3,28043,  222,  NNO,   40,BET                 ,     ,
 42,18210105,1,28051,  232,   ZO,   20,BET                 ,     ,
 42,18210105,2,28052,  262,   NO,   20,BET                 ,     ,
 42,18210105,3,28050,  250,   NO,   20,BETSNE              ,     ,
 42,18210106,1,28042,  310,    O,   20,BETSNE              ,     ,
 42,18210106,2,28041,  370,  OZO,   20,BEWSNE              ,     ,
 42,18210106,3,28041,  322,  OZO,   20,BETSNE              ,     ,
 42,18210107,1,28041,  350,    O,   20,BETMIS              ,     ,
 42,18210107,2,28042,  352,   ZO,   20,BETMIS              ,     ,
 42,18210107,3,28052,  340,   ZO,   20,BETMIS              ,     ,
 42,18210108,1,28052,  340,   ZO,   20,BEW                 ,     ,
 42,18210108,2,28051,  382,    O,   20,BEW                 ,     ,
 42,18210108,3,28042,  372,    O,   20,BETREG              ,     ,
 42,18210109,1,28032,  360,    O,   20,BEWREG              ,     ,
 42,18210109,2,28021,  382,    O,   20,BETREG              ,     ,
 42,18210109,3,28013,  372,    W,   20,BETZWAMIS           ,     ,
 42,18210110,1,28022,  340,    Z,   20,BETZWAMIS           ,     ,
 42,18210110,2,28030,  380,   ZW,   20,BEW                 ,     ,
 42,18210110,3,28033,  352,   ZW,   20,BET                 ,     ,
 42,18210111,1,28023,  340,  NNO,   20,ZWAMIS              ,     ,
 42,18210111,2,28033,  360,   NO,   20,BEW                 ,     ,
 42,18210111,3,28051,  330,    O,   20,BETSNE              ,     ,
 42,18210112,1,28051,  340,   ZO,   20,ZWAMIS              ,     ,
 42,18210112,2,28052,  370,   ZO,   20,ZWAMIS              ,     ,
 42,18210112,3,28052,  390,   ZO,   20,ZWAMIS              ,     ,
 42,18210113,1,28061,  410,   ZW,   40,BETREG              ,     ,
 42,18210113,2,28063,  412,   ZW,   40,BEW                 ,     ,
 42,18210113,3,28061,  372,   ZW,   40,BETMIS              ,     ,
 42,18210114,1,28042,  370,   NO,   40,BETREG              ,     ,
 42,18210114,2,28063,  312,   NO,   40,BET                 ,     ,
 42,18210114,3,29000,  330,   NO,   20,HEL                 ,     ,
 42,18210115,1,29022,  340,    W,   20,BETMIS              ,     ,
 42,18210115,2,29022,  342,   ZO,   20,BETMIS              ,     ,
 42,18210115,3,29001,  350,    Z,   20,BETREG              ,     ,
 42,18210116,1,28081,  410,   ZW,   40,BETREG              ,     ,
 42,18210116,2,28083,  412,   ZW,   40,BETREG              ,     ,
 42,18210116,3,28113,  410,   NW,   40,BEW                 ,     ,
 42,18210117,1,29020,  380,    W,   20,BEW                 ,     ,
 42,18210117,2,29022,  400,   ZW,   20,BEW                 ,     ,
 42,18210117,3,29032,  382,   ZW,   20,BEW                 ,     ,
 42,18210118,1,29040,  360,    Z,   20,ZWAMIS              ,     ,
 42,18210118,2,29040,  380,   ZW,   20,ZWAMIS              ,     ,
 42,18210118,3,29042,  380,   ZW,   20,ZWAMIS              ,     ,
 42,18210119,1,29051,  370,   ZW,   20,ZWAMIS              ,     ,
 42,18210119,2,29051,  382,   ZW,   20,ZWAMIS              ,     ,
 42,18210119,3,29043,  372,  ZZO,   20,BETMIS              ,     ,
 42,18210120,1,29042,  340,  ZZO,   20,BETMIS              ,     ,
 42,18210120,2,29043,  390,   ZW,   20,BEW                 ,     ,
 42,18210120,3,29062,  370,    W,   20,HEL                 ,     ,
 42,18210121,1,29081,  312,    W,   20,ZWAMIS              ,     ,
 42,18210121,2,29083,  350,   ZW,   20,ZWAMIS              ,     ,
