DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE.

The data is obtained by crosschecking and double digitization of the original observational 
documents. 

STN = national station number /(42=Zwanenburg, 43=Utrecht, 44=Haarlem, 45=Delft ,46=Alkmaar, 
      47=Bergen, 48=Haarlem2, 49=Delft/Rijnsburg, 50=Leiden, 51=Leiden2, 52=Amsterdam, 
      53=Amsterdam2, 54=Vlissingen, 55=Middelburg, 56=Breda, 57=Breda2
YYYYMMDD = datum / date (YYYY=year MM=month DD=day)
M   = meting volgnummer / measurement number (1,2 or 3)
P   = luchtdruk in Rijnlandse of Engelse duimen en lijnen / surface air pressure in 
      "Rijnlandse" or "English" inches and lines toelichting: eerste 2 cijfers is aantal duimen, 
      volgende 2 cijfers is aantal lijnen, laatste cijfer is het aantal kwarten van lijnen.
      explanation: first 2 numbers is number of inches, next 2 numbers is number of lines,
      last number is number of quarters of lines.           
      1 "Rijnlandse" inch(duim) = 12 lines = 48 kwarten = 2.62 cm; 1 "English" inch = 2.54 cm 
T   = temperatuur in Fahrenheit / temperature in Fahrenheit  (Fahrenheit -32 * (5/9)= Celsius) 
DD  = windrichting / winddirection (N=North, O=East, Z=South, W=West, T=at)
FH  = windsnelheid in diverse schalen het laatste cijfer is het aantal kwarten /
      windspeed in several scales see the metadata, the last number is number of quarters of
      degrees (example: 552 = 55 + 2/4 = 55,5)
WW  = luchtgesteldheid in 3 lettercodes/ weather conditions in three letter code
      See for code downwards 
RH  = neerslag in lijnen / precipitation in lines ( 1 line = 2.62/12 = 0.22 cm )
W2  = bijzondere weersverschijnselen / special weather conditions in code

      letter codes:
      BET = betrokken / cloudy      ONW = onweer / thunderstorm
      BLI = bliksem / lightning     ORG = stormig / stormy
      BUY = bui / shower            ORM = storm / storm
      BYN = bijna / almost          REG = regen / rain
      DAM = dampig / hazy           RET = regenachtig / rainy
      DAU = dauw / dew              RYP = rijp / rime
      DON = donder / thunder        SEB = stil en betrokken / calm and cloudy
      DOK = donker / dark           SNE = sneeuw / snow
      DRO = droog / dry             STI = stil / calm
      ENN = en / and                STO = stofregen / drizzle
      GEH = geheel / whole          VEE = veel / much
      HAG = hagel / hail            VOG = vochtig / moist
      HEL = helder / clear          VOR = Vochtig / moist
      MEE = meest / mostly          WAT = wat / somewhat
      MIS = mist / fog              WEE = weerlicht / heat lightning
      MIG = mistig / foggy          WIG = Winderig / windy
      MOT = motregen / drizzle      YSS = ijs / ice
      NAT = natte / wet             YZL = ijzelig / glazed frost        
      NOO = noorderlicht / northern lights    ZEE = zeer / very         
      OMT = omtrent / about         ZEV = zeevlam / seafog
      MOG = mottig / thick          ZWA = zwaar / heavy  
                  
                                    
STN,YYYYMMDD,M,    P,    T,   DD,   FH,                  WW,   RH,              W2
 44,17881116,2,30010,  400,   NW,     ,HEL                 ,     ,
 44,17881116,3,30010,  380,   NW,     ,HEL                 ,     ,
 44,17881117,1,29102,  380,    W,     ,HEL                 ,     ,
 44,17881117,2,29092,  420,   NW,     ,HEL                 ,     ,
 44,17881117,3,29080,  460,   NW,     ,HEL                 ,     ,
 44,17881118,1,29092,  420,   NW,     ,BET                 ,     ,
 44,17881118,2,29093,  440,   NW,     ,REG                 ,     ,
 44,17881118,3,29100,  400,   NW,     ,REG                 ,     ,
 44,17881119,1,29110,  410,   NW,     ,BET                 ,     ,
 44,17881119,2,29102,  480,   NW,     ,OMTHEL              ,     ,
 44,17881119,3,30000,  470,    N,     ,OMTHEL              ,     ,
 44,17881120,1,29100,  480,    N,     ,OMTHEL              ,     ,
 44,17881120,2,29110,  450,  NNO,     ,BET                 ,     ,
 44,17881120,3,30000,  430,   ZW,     ,OMTHEL              ,     ,
 44,17881121,1,30002,  440,   ZW,     ,BET                 ,     ,
 44,17881121,2,30010,  500,   ZW,     ,BET                 ,     ,
 44,17881121,3,30010,  490,  ZZW,     ,OMTHEL              ,     ,
 44,17881122,1,30010,  470,    W,     ,BET                 ,     ,
 44,17881122,2,30010,  482,   ZW,     ,BET                 ,     ,
 44,17881122,3,30010,  470,    W,     ,BET                 ,     ,
 44,17881123,1,30002,  452,   ZW,     ,OMTHEL              ,     ,
 44,17881123,2,30002,  470,  WZW,     ,BET                 ,     ,
 44,17881123,3,30000,  442,   NO,     ,BET                 ,     ,
 44,17881124,1,30002,  373,    O,     ,HEL                 ,     ,
 44,17881124,2,30002,  390,    N,     ,HEL                 ,     ,
 44,17881124,3,30000,  380,    N,     ,BET                 ,     ,
 44,17881125,1,30010,  292,  NNO,     ,HEL                 ,     ,
 44,17881125,2,30022,  320,    O,     ,HEL                 ,     ,
 44,17881125,3,30020,  300,   NO,     ,HEL                 ,     ,
 44,17881126,1,30010,  272,    N,     ,HEL                 ,     ,
 44,17881126,2,30002,  320,  ONO,     ,BET                 ,     ,
 44,17881126,3,30010,  260,    N,     ,BET                 ,     ,
 44,17881127,1,30000,  252,    O,     ,HEL                 ,     ,
 44,17881127,2,29102,  270,  ONO,     ,BET                 ,     ,
 44,17881127,3,29100,  260,   NO,     ,BET                 ,     ,
 44,17881128,1,29092,  252,   NO,     ,BET                 ,     ,
 44,17881128,2,29093,  280,    O,     ,SNE                 ,     ,
 44,17881128,3,29090,  262,    O,     ,BET                 ,     ,
 44,17881129,1,29010,  280,   NO,     ,BET                 ,     ,
 44,17881129,2,29010,  290,   NO,     ,SNE                 ,     ,
 44,17881129,3,29092,  270,    O,     ,BET                 ,     ,
 44,17881130,1,30000,  280,   NO,     ,BET                 ,     ,
 44,17881130,2,30000,  300,    N,     ,BET                 ,     ,
 44,17881130,3,30000,  300,    O,     ,BET                 ,     ,
 44,17881201,1,29112,  302,  NNO,     ,SNE                 ,     ,
 44,17881201,2,29112,  290,    O,     ,HEL                 ,     ,
 44,17881201,3,29092,  262,   NO,     ,SNE                 ,     ,
 44,17881202,1,29080,  200,    O,     ,SNE                 ,     ,
 44,17881202,2,29072,  240,    O,     ,BET                 ,     ,
 44,17881202,3,29070,  210,  NNO,     ,BET                 ,     ,
 44,17881203,1,29052,  202,  ZZO,     ,HEL                 ,     ,
 44,17881203,2,29050,  232,    Z,     ,SNE                 ,     ,
 44,17881203,3,29040,  220,  ZZO,     ,BET                 ,     ,
 44,17881204,1,29040,  170,  ZZO,     ,BET                 ,     ,
 44,17881204,2,29042,  240,   ZO,     ,BET                 ,     ,
 44,17881204,3,29050,  290,  ZZO,     ,BET                 ,     ,
 44,17881205,1,29070,  272,   NO,     ,OMTHEL              ,     ,
 44,17881205,2,29080,  280,   NO,     ,HEL                 ,     ,
 44,17881205,3,29082,  240,    N,     ,BET                 ,     ,
 44,17881206,1,29080,  230,    N,     ,OMTHEL              ,     ,
 44,17881206,2,29082,  250,  NNO,     ,HEL                 ,     ,
 44,17881206,3,29082,  222,    N,     ,HEL                 ,     ,
 44,17881207,1,29080,  162,    N,     ,HEL                 ,     ,
 44,17881207,2,29092,  220,    N,     ,HEL                 ,     ,
 44,17881207,3,29100,  240,    N,     ,HEL                 ,     ,
 44,17881208,1,29100,  240,    N,     ,BET                 ,     ,
 44,17881208,2,29100,  280,    N,     ,BET                 ,     ,
 44,17881208,3,29100,  210,    N,     ,BET                 ,     ,
 44,17881209,1,29092,  270,    Z,     ,BET                 ,     ,
 44,17881209,2,29090,  320,   NW,     ,HEL                 ,     ,
 44,17881209,3,29082,  270,    W,     ,BET                 ,     ,
 44,17881210,1,29090,  320,    N,     ,BET                 ,     ,
 44,17881210,2,29090,  340,    N,     ,BET                 ,     ,
 44,17881210,3,29100,  220,   ZW,     ,HEL                 ,     ,
 44,17881211,1,29100,  212,    Z,     ,BET                 ,     ,
 44,17881211,2,29092,  310,    Z,     ,BET                 ,     ,
 44,17881211,3,29092,  300,    N,     ,BET                 ,     ,
 44,17881212,1,29100,  310,    W,     ,BET                 ,     ,
 44,17881212,2,29092,  350,   ZW,     ,BET                 ,     ,
 44,17881212,3,29090,  330,    N,     ,SNE                 ,     ,
 44,17881213,1,29092,  210,    O,     ,BET                 ,     ,
 44,17881213,2,29090,  250,   ZW,     ,OMTHEL              ,     ,
 44,17881213,3,29070,  200,    O,     ,BET                 ,     ,
 44,17881214,1,29070,  130,    O,     ,HEL                 ,     ,
 44,17881214,2,29060,  140,    N,     ,HEL                 ,     ,
 44,17881214,3,29060,  112,    N,     ,HEL                 ,     ,
 44,17881215,1,29070,  102,    N,     ,HEL                 ,     ,
 44,17881215,2,29070,  122,    N,     ,HEL                 ,     ,
 44,17881215,3,29070,  130,    N,     ,HEL                 ,     ,
 44,17881216,1,29070,   72,    N,     ,HEL                 ,     ,
 44,17881216,2,29060,  130,    N,     ,HEL                 ,     ,
 44,17881216,3,29070,  140,    N,     ,HEL                 ,     ,
 44,17881217,1,29102,  130,    N,     ,HEL                 ,     ,
 44,17881217,2,29100,  160,    N,     ,HEL                 ,     ,
 44,17881217,3,30000,  130,    O,     ,HEL                 ,     ,
 44,17881218,1,29110,  122,   ZW,     ,BET                 ,     ,
 44,17881218,2,29080,  320,   ZW,     ,SNE                 ,     ,
 44,17881218,3,29070,  330,   ZW,     ,BET                 ,     ,
 44,17881219,1,29080,  360,   NO,     ,BET                 ,     ,
 44,17881219,2,29092,  320,   NO,     ,BET                 ,     ,
 44,17881219,3,29102,  290,   ZO,     ,BET                 ,     ,
 44,17881220,1,29110,  270,    Z,     ,BET                 ,     ,
 44,17881220,2,29072,  360,    W,     ,BET                 ,     ,
 44,17881220,3,29053,  350,    W,     ,HEL                 ,     ,
 44,17881221,1,29052,  340,    W,     ,BET                 ,     ,
 44,17881221,2,29032,  350,    W,     ,BET                 ,     ,
 44,17881221,3,29052,  322,    W,     ,OMTHEL              ,     ,
 44,17881222,1,29070,  270,   ZW,     ,BET                 ,     ,
 44,17881222,2,29070,  280,    O,     ,BET                 ,     ,
 44,17881222,3,29102,  230,    O,     ,BET                 ,     ,
 44,17881223,1,30010,  160,    Z,     ,OMTHEL              ,     ,
 44,17881223,2,30022,  180,    Z,     ,BET                 ,     ,
 44,17881223,3,30000,  230,    W,     ,BET                 ,     ,
 44,17881224,1,29042,  380,    W,     ,BET                 ,     ,
 44,17881224,2,29100,  380,    W,     ,BET                 ,     ,
 44,17881224,3,29102,  380,   NW,     ,BET                 ,     ,
 44,17881225,1,29060,  392,    W,     ,BET                 ,     ,
 44,17881225,2,29080,  420,    W,     ,BET                 ,     ,
 44,17881225,3,29090,  350,   NW,     ,BET                 ,     ,
 44,17881226,1,29090,  290,    N,     ,HEL                 ,     ,
 44,17881226,2,29100,  280,    N,     ,HEL                 ,     ,
 44,17881226,3,29072,  270,    N,     ,BET                 ,     ,
 44,17881227,1,29080,  200,   NW,     ,BET                 ,     ,
 44,17881227,2,29090,  210,    Z,     ,SNE                 ,     ,
 44,17881227,3,29092,  220,    Z,     ,BET                 ,     ,
 44,17881228,1,30000,  212,    N,     ,BET                 ,     ,
 44,17881228,2,30000,  182,    N,     ,HEL                 ,     ,
 44,17881228,3,30000,  132,    N,     ,HEL                 ,     ,
 44,17881229,1,29102,  130,    N,     ,HEL                 ,     ,
 44,17881229,2,29090,  152,    N,     ,HEL                 ,     ,
 44,17881229,3,29083,  102,    N,     ,HEL                 ,     ,
 44,17881230,1,29070,   83,  WZW,     ,BET                 ,     ,
 44,17881230,2,29060,  160,  WZW,     ,BET                 ,     ,
 44,17881230,3,29072,  142,  WZW,     ,SNE                 ,     ,
 44,17881231,1,30000,  190,   ZW,     ,BET                 ,     ,
 44,17881231,2,29112,  160,   ZW,     ,BET                 ,     ,
 44,17881231,3,29090,  150,    Z,     ,SNE                 ,     ,
 44,17890101,1,29050,  150,    Z,     ,BET                 ,     ,
 44,17890101,2,29052,  270,    Z,     ,OMTHEL              ,     ,
 44,17890101,3,29053,  260,    W,     ,BET                 ,     ,
 44,17890102,1,29070,  240,   NO,     ,BET                 ,     ,
 44,17890102,2,29100,  230,    O,     ,BET                 ,     ,
 44,17890102,3,30000,  160,    O,     ,BET                 ,     ,
 44,17890103,1,30002,  100,    O,     ,HEL                 ,     ,
 44,17890103,2,30032,  112,    O,     ,HEL                 ,     ,
 44,17890103,3,30050,   92,    O,     ,HEL                 ,     ,
 44,17890104,1,30060,   62,    O,     ,HEL                 ,     ,
 44,17890104,2,30070,   92,    O,     ,HEL                 ,     ,
 44,17890104,3,30070,   70,    O,     ,HEL                 ,     ,
 44,17890105,1,30072,   32,   NO,     ,HEL                 ,     ,
 44,17890105,2,30072,   90,   NO,     ,HEL                 ,     ,
 44,17890105,3,30060,  130,   ZO,     ,BET                 ,     ,
 44,17890106,1,30060,  172,   NO,     ,BET                 ,     ,
 44,17890106,2,30072,  140,   NO,     ,HEL                 ,     ,
 44,17890106,3,30070,  110,   NO,     ,HEL                 ,     ,
 44,17890107,1,30032,  120,    N,     ,BET                 ,     ,
 44,17890107,2,30032,  140,    N,     ,BET                 ,     ,
 44,17890107,3,30032,   92,    N,     ,HEL                 ,     ,
 44,17890108,1,29110,   60,    N,     ,HEL                 ,     ,
 44,17890108,2,29100,   90,    O,     ,HEL                 ,     ,
 44,17890108,3,29080,   72,   NO,     ,HEL                 ,     ,
 44,17890109,1,29060,   42,   NO,     ,BET                 ,     ,
 44,17890109,2,29052,  100,    Z,     ,BET                 ,     ,
 44,17890109,3,29030,  240,    W,     ,BET                 ,     ,
 44,17890110,1,29012,  280,    W,     ,BET                 ,     ,
 44,17890110,2,29020,  292,    W,     ,BET                 ,     ,
 44,17890110,3,29020,  262,  WZW,     ,BET                 ,     ,
 44,17890111,1,29022,  240,   ZO,     ,SNE                 ,     ,
 44,17890111,2,29030,  290,    O,     ,SNE                 ,     ,
 44,17890111,3,29032,  230,    N,     ,BET                 ,     ,
 44,17890112,1,29032,  170,    N,     ,BET                 ,     ,
 44,17890112,2,29040,  180,    N,     ,OMTHEL              ,     ,
 44,17890112,3,29040,  122,   NO,     ,BET                 ,     ,
 44,17890113,1,29040,  112,    O,     ,BET                 ,     ,
 44,17890113,2,29022,  240,   NO,     ,SNE                 ,     ,
 44,17890113,3,29002,  260,   ZO,     ,BET                 ,     ,
 44,17890114,1,29000,  380,   ZW,     ,OMTHEL              ,     ,
 44,17890114,2,29002,  360,    Z,     ,BET                 ,     ,
 44,17890114,3,29020,  360,    Z,     ,BET                 ,     ,
 44,17890115,1,29042,  340,   ZO,     ,BET                 ,     ,
 44,17890115,2,29050,  380,   ZW,     ,BET                 ,     ,
 44,17890115,3,29050,  360,    W,     ,HEL                 ,     ,
 44,17890116,1,29060,  350,    Z,     ,BET                 ,     ,
 44,17890116,2,29070,  370,    Z,     ,OMTHEL              ,     ,
 44,17890116,3,29060,  330,   ZW,     ,OMTHEL              ,     ,
 44,17890117,1,29072,  321,   ZO,     ,BET                 ,     ,
 44,17890117,2,29050,  350,   ZO,     ,BET                 ,     ,
 44,17890117,3,29012,  360,   ZO,     ,BET                 ,     ,
 44,17890118,1,28092,  390,    Z,     ,BET                 ,     ,
 44,17890118,2,28072,  410,    Z,     ,BET                 ,     ,
 44,17890118,3,28050,  390,    Z,     ,BET                 ,     ,
 44,17890119,1,29000,  360,   ZW,     ,OMTHEL              ,     ,
 44,17890119,2,29030,  360,    Z,     ,OMTHEL              ,     ,
 44,17890119,3,29040,  370,  ZZW,     ,BET                 ,     ,
 44,17890120,1,29042,  410,   ZW,     ,BET                 ,     ,
 44,17890120,2,29052,  410,    Z,     ,BET                 ,     ,
 44,17890120,3,29062,  322,    Z,     ,BET                 ,     ,
 44,17890121,1,29072,  340,    Z,     ,BET                 ,     ,
 44,17890121,2,29072,  380,    W,     ,BET                 ,     ,
 44,17890121,3,29080,  420,    Z,     ,BET                 ,     ,
 44,17890122,1,29070,  420,    Z,     ,BET                 ,     ,
 44,17890122,2,29080,  440,   ZW,     ,BET                 ,     ,
 44,17890122,3,29082,  440,   ZW,     ,BET                 ,     ,
 44,17890123,1,29080,  360,    Z,     ,BET                 ,     ,
 44,17890123,2,29042,  430,  ZZO,     ,BET                 ,     ,
 44,17890123,3,29040,  400,   ZO,     ,BET                 ,     ,
 44,17890124,1,29040,  400,    Z,     ,OMTHEL              ,     ,
 44,17890124,2,29030,  440,    Z,     ,OMTHEL              ,     ,
 44,17890124,3,29012,  440,   ZW,     ,BET                 ,     ,
 44,17890125,1,29000,  400,   ZW,     ,BET                 ,     ,
 44,17890125,2,29010,  400,   ZW,     ,BET                 ,     ,
 44,17890125,3,29020,  380,   ZW,     ,BET                 ,     ,
 44,17890126,1,29060,  360,  ZZW,     ,BET                 ,     ,
 44,17890126,2,29052,  420,    W,     ,BET                 ,     ,
 44,17890126,3,29080,  422,    Z,     ,BET                 ,     ,
 44,17890127,1,29080,  410,  ZZW,     ,BET                 ,     ,
 44,17890127,2,29080,  480,    Z,     ,BET                 ,     ,
 44,17890127,3,29080,  530,  WZW,     ,BET                 ,     ,
 44,17890128,1,29072,  430,    Z,     ,BET                 ,     ,
 44,17890128,2,29080,  480,    Z,     ,BET                 ,     ,
 44,17890128,3,29090,  410,    Z,     ,BET                 ,     ,
 44,17890129,1,30000,  380,    W,     ,BET                 ,     ,
 44,17890129,2,30022,  393,    O,     ,BET                 ,     ,
 44,17890129,3,30031,  351,    O,     ,BET                 ,     ,
 44,17890130,1,30030,  332,   ZO,     ,OMTHEL              ,     ,
 44,17890130,2,30021,  370,   ZO,     ,HEL                 ,     ,
 44,17890130,3,30012,  373,    Z,     ,BET                 ,     ,
 44,17890131,1,30000,  422,    Z,     ,OMTHEL              ,     ,
 44,17890131,2,30000,  471,   ZW,     ,HEL                 ,     ,
 44,17890131,3,29110,  430,   ZW,     ,OMTHEL              ,     ,
 44,17890201,1,29110,  403,    W,     ,HEL                 ,     ,
 44,17890201,2,29080,  441,   ZW,     ,HEL                 ,     ,
 44,17890201,3,29062,  412,    Z,     ,OMTHEL              ,     ,
 44,17890202,1,29050,  382,    Z,     ,BET                 ,     ,
 44,17890202,2,29052,  430,    W,     ,BET                 ,     ,
 44,17890202,3,29051,  422,  WZW,     ,BET                 ,     ,
 44,17890203,1,29020,  411,    W,     ,BET                 ,     ,
 44,17890203,2,29012,  452,  WZW,     ,HEL                 ,     ,
 44,17890203,3,29020,  390,    Z,     ,HEL                 ,     ,
 44,17890204,1,29060,  380,  WZW,     ,HELWIG              ,     ,
 44,17890204,2,29050,  440,  WZW,     ,VEEREGWIG           ,     ,
 44,17890204,3,29002,  400,   ZW,     ,BEWORM              ,     ,
 44,17890205,1,29030,  380,  WZW,     ,BEW                 ,     ,
 44,17890205,2,29032,  420,  WZW,     ,REGSNE              ,     ,
 44,17890205,3,29040,  372,    W,     ,NEVWIG              ,     ,
 44,17890206,1,29060,  360,    W,     ,BEWWIG              ,     ,
 44,17890206,2,29062,  410,    W,     ,BEWWIG              ,     ,
 44,17890206,3,29062,  380,  WZW,     ,BUY                 ,     ,
 44,17890207,1,29032,  470,    O,     ,STIOMTBET           ,     ,
 44,17890207,2,29040,  450,    N,     ,STIOMTBET           ,     ,
 44,17890207,3,29040,  380,   NW,     ,STIOMTBET           ,     ,
 44,17890208,1,29070,  380,  WZW,     ,BET                 ,     ,
 44,17890208,2,29070,  442,  WZW,     ,BET                 ,     ,
 44,17890208,3,29042,  392,  ZZW,     ,REG                 ,     ,
 44,17890209,1,29042,  350,  WZW,     ,HEL                 ,     ,
 44,17890209,2,29042,  412,  WZW,     ,HEL                 ,     ,
 44,17890209,3,29040,  362,   ZW,     ,BEWWIGHAG           ,     ,
 44,17890210,1,29032,  350,  WZW,     ,HEL                 ,     ,
 44,17890210,2,29032,  432,  WZW,     ,BEWWIG              ,     ,
 44,17890210,3,29030,  370,   ZW,     ,BEWWIG              ,     ,
 44,17890211,1,29022,  380,    W,     ,BUY                 ,     ,
 44,17890211,2,29022,  410,    W,     ,BUY                 ,     ,
 44,17890211,3,29050,  352,    N,     ,SNE                 ,     ,
 44,17890212,1,28000,  312,    N,     ,STIOMTHEL           ,     ,
 44,17890212,2,29090,  362,    N,     ,STIOMTHEL           ,     ,
 44,17890212,3,29102,  320,    W,     ,STIOMTHEL           ,     ,
 44,17890213,1,29092,  380,    W,     ,BET                 ,     ,
 44,17890213,2,29090,  440,  WNW,     ,BET                 ,     ,
 44,17890213,3,29112,  380,  WNW,     ,BET                 ,     ,
 44,17890214,1,29112,  390,  WZW,     ,BETWIG              ,     ,
 44,17890214,2,29110,  440,   ZW,     ,BETWIG              ,     ,
 44,17890214,3,29100,  420,   ZW,     ,REGORM              ,     ,
 44,17890215,1,29100,  422,  WZW,     ,REGORM              ,     ,
 44,17890215,2,29082,  430,    W,     ,REGORM              ,     ,
 44,17890215,3,29062,  430,  WZW,     ,REGORM              ,     ,
 44,17890216,1,29072,  350,  WNW,     ,HELWIG              ,     ,
 44,17890216,2,29080,  400,    W,     ,SEBHAG              ,     ,
 44,17890216,3,29112,  332,   NW,     ,HEL                 ,     ,
 44,17890217,1,30002,  350,    W,     ,WIGBET              ,     ,
 44,17890217,2,29110,  382,  WZW,     ,REGWIG              ,     ,
 44,17890217,3,29080,  412,    W,     ,REGWIG              ,     ,
 44,17890218,1,29090,  402,    W,     ,BEW                 ,     ,
 44,17890218,2,29092,  452,  WNW,     ,BEW                 ,     ,
 44,17890218,3,29110,  430,  WZW,     ,BEW                 ,     ,
 44,17890219,1,29090,  430,   ZW,     ,BETWIG              ,     ,
