DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE.

The data is obtained by crosschecking and double digitization of the original observational 
documents. 

STN = national station number /(42=Zwanenburg, 43=Utrecht, 44=Haarlem, 45=Delft ,46=Alkmaar, 
      47=Bergen, 48=Haarlem2, 49=Delft/Rijnsburg, 50=Leiden, 51=Leiden2, 52=Amsterdam, 
      53=Amsterdam2, 54=Vlissingen, 55=Middelburg, 56=Breda, 57=Breda2
YYYYMMDD = datum / date (YYYY=year MM=month DD=day)
M   = meting volgnummer / measurement number (1,2 or 3)
P   = luchtdruk in Rijnlandse of Engelse duimen en lijnen / surface air pressure in 
      "Rijnlandse" or "English" inches and lines toelichting: eerste 2 cijfers is aantal duimen, 
      volgende 2 cijfers is aantal lijnen, laatste cijfer is het aantal kwarten van lijnen.
      explanation: first 2 numbers is number of inches, next 2 numbers is number of lines,
      last number is number of quarters of lines.           
      1 "Rijnlandse" inch(duim) = 12 lines = 48 kwarten = 2.62 cm; 1 "English" inch = 2.54 cm 
T   = temperatuur in Fahrenheit / temperature in Fahrenheit  (Fahrenheit -32 * (5/9)= Celsius) 
DD  = windrichting / winddirection (N=North, O=East, Z=South, W=West, T=at)
FH  = windsnelheid in diverse schalen het laatste cijfer is het aantal kwarten /
      windspeed in several scales see the metadata, the last number is number of quarters of
      degrees (example: 552 = 55 + 2/4 = 55,5)
WW  = luchtgesteldheid in 3 lettercodes/ weather conditions in three letter code
      See for code downwards 
RH  = neerslag in lijnen / precipitation in lines ( 1 line = 2.62/12 = 0.22 cm )
W2  = bijzondere weersverschijnselen / special weather conditions in code

      letter codes:
      BET = betrokken / cloudy      NOO = noorderlicht / northern lights
      BLI = bliksem / lightning     OMT = omtrent / about
      BUY = bui / shower            MOG = mottig / thick
      BYN = bijna / almost          ONW = onweer / thunderstorm
      DAM = dampig / hazy           REG = regen / rain
      DAU = dauw / dew              RET = regenachtig / rainy
      DON = donder / thunder        RYP = rijp / rime
      DOK = donker / dark           SNE = sneeuw / snow
      DRO = droog / dry             STO = stofregen / drizzle
      ENN = en / and                VEE = veel / much
      GEH = geheel / whole          VOG = vochtig / moist
      HAG = hagel / hail            WAT = wat / somewhat
      HEL = helder / clear          WEE = weerlicht / heat lightning         
      MEE = meest / mostly          YSS = ijs / ice
      MIS = mist / fog              YZL = ijzelig / glazed frost
      MIG = mistig / foggy          ZEE = zeer / very
      MOT = motregen / drizzle      ZEV = zeevlam / seafog
      NAT = natte / wet             ZWA = zwaar / heavy      
      NEV = nevel / hazy                              
                                    
STN,YYYYMMDD,M,    P,    T,   DD,   FH,                  WW,   RH,              W2
 42,17810129,1,30000,  360,   ZW,   40,BET                 ,     ,
 42,17810129,2,29113,  390,   ZW,   40,BET                 ,   10,
 42,17810129,3,29093,  390,  ZZW,   40,BET                 ,     ,
 42,17810130,1,29093,  390,  ZZW,   40,BET                 ,     ,
 42,17810130,2,29081,  420,  ZZW,   80,BET                 ,    2,
 42,17810130,3,29092,  390,   ZW,   40,ZEEBET              ,     ,
 42,17810131,1,30001,  390,   NW,   40,ZEEBET              ,     ,
 42,17810131,2,30010,  390,   NW,   20,ZEEBET              ,     ,
 42,17810131,3,30003,  360,  WZW,   20,ZEEBET              ,     ,
 42,17810201,1,29112,  390,   ZW,   40,BET                 ,     ,
 42,17810201,2,29111,  390,  WZW,   40,BETREG              ,    2,
 42,17810201,3,29091,  400,  WTZ,   20,ZEEBET              ,    2,
 42,17810202,1,29111,  380,  WNW,   40,ZEEBET              ,     ,
 42,17810202,2,30000,  380,  WNW,   40,OMTHEL              ,     ,
 42,17810202,3,30003,  350,  WNW,   20,BET                 ,     ,
 42,17810203,1,29093,  340,    Z,   20,BET                 ,     ,
 42,17810203,2,29092,  360,    Z,   20,BET                 ,     ,
 42,17810203,3,30012,  360,  ZZW,   20,BET                 ,     ,
 42,17810204,1,29113,  390,   ZW,   40,BETREG              ,   10,
 42,17810204,2,29103,  400,    W,   40,BET                 ,     ,
 42,17810204,3,29100,  380,  WZW,   20,BET                 ,     ,
 42,17810205,1,29083,  382,  WZW,   20,BET                 ,   20,
 42,17810205,2,29081,  400,   ZW,   40,BET                 ,     ,
 42,17810205,3,29090,  400,   ZW,   20,BET                 ,     ,
 42,17810206,1,29093,  390,     ,    0,BETMIS              ,   20,
 42,17810206,2,29101,  410,     ,    0,BETMIS              ,     ,
 42,17810206,3,29103,  300,     ,    0,BETMIS              ,     ,
 42,17810207,1,29102,  390,   ZW,   20,BETMIS              ,     ,
 42,17810207,2,29113,  410,   ZW,   20,ZEEBET              ,     ,
 42,17810207,3,30000,  350,    Z,   20,OMTHEL              ,     ,
 42,17810208,1,29103,  350,    Z,   40,BET                 ,   10,
 42,17810208,2,29091,  410,    Z,   40,ZEEBET              ,     ,
 42,17810208,3,29080,  400,    Z,   40,OMTHEL              ,     ,
 42,17810209,1,29070,  400,    Z,   40,ZEEBET              ,     ,
 42,17810209,2,29080,  420,    Z,   40,BETREG              ,   12,
 42,17810209,3,29080,  410,    Z,   40,BET                 ,    2,
 42,17810210,1,29091,  400,    Z,   40,ZEEBET              ,     ,
 42,17810210,2,29093,  430,   ZW,   60,ZEEBET              ,     ,
 42,17810210,3,29093,  410,   ZW,   40,BET                 ,     ,
 42,17810211,1,29102,  420,   ZW,   60,BET                 ,     ,
 42,17810211,2,29100,  460,   ZW,   60,ZEEBET              ,     ,
 42,17810211,3,29071,  420,    Z,   60,ZEEBET              ,     ,
 42,17810212,1,29063,  410,  ZZW,   80,BET                 ,     ,
 42,17810212,2,29080,  450,   ZW,   80,OMTHEL              ,     ,
 42,17810212,3,29043,  450,   ZW,   80,BETREG              ,     ,
 42,17810213,1,28110,  470,   ZW,  140,BET                 ,     ,
 42,17810213,2,29012,  450,    W,   80,BET                 ,   50,
 42,17810213,3,29040,  440,    W,   80,OMTHEL              ,     ,NOO
 42,17810214,1,29040,  420,  WZW,   40,OMTHEL              ,     ,
 42,17810214,2,29023,  440,   ZW,   40,BETREG              ,   10,
 42,17810214,3,29043,  420,    N,   40,ZEEBET              ,   50,
 42,17810215,1,29061,  410,    W,   20,ZEEBET              ,     ,
 42,17810215,2,29061,  420,  WTZ,   40,BET                 ,     ,
 42,17810215,3,29070,  390,   NW,   40,OMTHEL              ,     ,NOO
 42,17810216,1,29092,  370,  WNW,   40,BET                 ,     ,
 42,17810216,2,29100,  410,    W,   40,ZEEBET              ,     ,
 42,17810216,3,29051,  380,  WNW,   20,ZEEBET              ,     ,
 42,17810217,1,29113,  380,    W,   20,BET                 ,     ,
 42,17810217,2,29110,  410,  WZW,   40,BET                 ,     ,
 42,17810217,3,29103,  380,  WZW,   20,ZEEBET              ,     ,
 42,17810218,1,29111,  360,   NW,   20,ZEEBET              ,     ,
 42,17810218,2,29112,  410,   NW,   20,ZEEBET              ,     ,
 42,17810218,3,29083,  380,  ZZW,   20,BETREG              ,   30,
 42,17810219,1,29063,  380,  NNW,   40,BET                 ,     ,
 42,17810219,2,29062,  360,   NW,   40,ZEEBET              ,     ,
 42,17810219,3,29083,  360,    N,   40,BET                 ,     ,
 42,17810220,1,30002,  360,  NNO,   60,ZEEBET              ,     ,
 42,17810220,2,30011,  360,  NNO,   60,BET                 ,     ,
 42,17810220,3,30022,  340,  NNO,   40,BET                 ,     ,
 42,17810221,1,30011,  320,   NO,   40,BET                 ,     ,
 42,17810221,2,30001,  330,   NO,   40,BET                 ,     ,
 42,17810221,3,29113,  340,   NO,   40,BET                 ,     ,
 42,17810222,1,30000,  320,   NO,   40,BET                 ,     ,
 42,17810222,2,30001,  330,   NO,   20,ZEEBET              ,     ,
 42,17810222,3,29110,  350,    Z,   20,BET                 ,     ,
 42,17810223,1,29100,  360,   NW,   60,ZEEBET              ,     ,
 42,17810223,2,29092,  350,   NW,   40,ZEEBET              ,     ,
 42,17810223,3,29091,  330,   NW,   40,ZEEBET              ,     ,
 42,17810224,1,29092,  330,  NTW,   20,ZEEBET              ,     ,
 42,17810224,2,29082,  370,  ZTW,   40,BET                 ,     ,
 42,17810224,3,29063,  370,  ZZW,   60,BETREG              ,   20,
 42,17810225,1,29013,  400,  ZZW,   40,BETREG              ,   10,
 42,17810225,2,29002,  430,    W,   40,ZEEBET              ,     ,
 42,17810225,3,29010,  380,   ZW,   40,OMTHEL              ,     ,
 42,17810226,1,29003,  380,   ZW,   40,ZEEBET              ,     ,
 42,17810226,2,29012,  420, ZWTW,   40,BET                 ,     ,
 42,17810226,3,29012,  320,   ZW,   40,BET                 ,     ,
 42,17810227,1,29022,  380,   ZW,   40,ZEEBET              ,     ,
 42,17810227,2,29000,  380,   ZW,   40,BETREG              ,    2,
 42,17810227,3,28110,  360,    N,   80,BETREG              ,   32,
 42,17810228,1,29061,  380,   NW,   40,ZEEBET              ,   10,
 42,17810228,2,29090,  420,   NW,   40,ZEEBET              ,     ,
 42,17810228,3,29112,  390,   NW,   20,OMTHEL              ,     ,
 42,17810301,1,30001,  360,    W,   20,OMTHEL              ,     ,
 42,17810301,2,30003,  420,  WTZ,   20,ZEEBET              ,     ,
 42,17810301,3,30002,  400,  WZW,   20,BETREG              ,    2,
 42,17810302,1,30012,  400,  WTN,   20,OMTHEL              ,    2,
 42,17810302,2,30021,  460,    W,   20,OMTHEL              ,     ,
 42,17810302,3,30023,  400,   ZW,   40,BET                 ,     ,
 42,17810303,1,30023,  410,   ZW,   40,BETMIS              ,     ,
 42,17810303,2,30023,  470,   ZW,   40,BET                 ,     ,
 42,17810303,3,30023,  430,   ZW,   20,BET                 ,     ,
 42,17810304,1,30021,  430,   ZW,   20,BET                 ,     ,
 42,17810304,2,30013,  460,   ZW,   20,BET                 ,     ,
 42,17810304,3,30012,  440,   ZW,   20,BET                 ,     ,
 42,17810305,1,30003,  422,   ZW,   20,BET                 ,     ,
 42,17810305,2,30003,  410,   NW,   20,BET                 ,     ,
 42,17810305,3,30022,  380,   NW,   20,BET                 ,     ,
 42,17810306,1,30022,  400,  WTZ,   40,BET                 ,     ,
 42,17810306,2,30013,  440,  WTZ,   40,BET                 ,     ,
 42,17810306,3,30011,  440,  WTZ,   20,BET                 ,     ,
 42,17810307,1,30011,  430,    W,   40,BET                 ,     ,
 42,17810307,2,30003,  450,    W,   40,BET                 ,     ,
 42,17810307,3,29113,  430,    W,   40,ZEEBET              ,     ,
 42,17810308,1,29113,  410,  WNW,   20,OMTHEL              ,     ,
 42,17810308,2,30001,  450,   NW,   40,OMTHEL              ,     ,
 42,17810308,3,30013,  390,  WZW,   20,OMTHEL              ,     ,
 42,17810309,1,30012,  430,  WTN,   20,ZEEBET              ,     ,
 42,17810309,2,30020,  480,  WTN,   20,ZEEBET              ,     ,
 42,17810309,3,30021,  430,    W,   20,BET                 ,     ,
 42,17810310,1,30013,  440,    W,   20,BET                 ,     ,
 42,17810310,2,30011,  460,    W,   20,BET                 ,     ,
 42,17810310,3,30011,  450,  NNW,   20,BET                 ,     ,
 42,17810311,1,30020,  420,    N,   40,OMTHEL              ,     ,
 42,17810311,2,30011,  440,    N,   40,ZEEBET              ,     ,
 42,17810311,3,30020,  410,    N,   40,BET                 ,     ,
 42,17810312,1,30023,  360,   NO,   20,OMTHEL              ,     ,
 42,17810312,2,30031,  430,   NO,   20,ZEEBET              ,     ,
 42,17810312,3,30033,  460,   ZO,   20,OMTHEL              ,     ,
 42,17810313,1,30043,  380,   NO,   20,HEL                 ,     ,
 42,17810313,2,30043,  430,   NO,   20,OMTHEL              ,     ,
 42,17810313,3,30042,  400,   NO,   20,OMTHEL              ,     ,
 42,17810314,1,30041,  350,   NO,   20,OMTHEL              ,     ,
 42,17810314,2,30040,  460,  NNO,   20,OMTHEL              ,     ,
 42,17810314,3,30042,  410,  NTW,   20,HEL                 ,     ,NOO
 42,17810315,1,30052,  390,    N,   20,ZEEBET              ,     ,
 42,17810315,2,30052,  450,    N,   20,ZEEBET              ,     ,
 42,17810315,3,30052,  410,    N,   20,OMTHEL              ,     ,
 42,17810316,1,30052,  380,    N,   20,BET                 ,     ,
 42,17810316,2,30052,  430,  NTO,   20,OMTHEL              ,     ,
 42,17810316,3,30040,  410,   NO,   20,OMTHEL              ,     ,NOO
 42,17810317,1,30042,  400,   NO,   20,HEL                 ,     ,
 42,17810317,2,30030,  470,   NO,   20,HEL                 ,     ,
 42,17810317,3,30022,  420,   NO,   20,OMTHEL              ,     ,
 42,17810318,1,30020,  390,   ZO,   20,BETMIS              ,     ,
 42,17810318,2,30013,  500,   ZO,   20,HEL                 ,     ,
 42,17810318,3,30011,  460,   ZW,    0,HEL                 ,     ,
 42,17810319,1,30002,  432,    W,   20,HEL                 ,     ,
 42,17810319,2,30010,  472,    W,   20,HEL                 ,     ,
 42,17810319,3,30012,  410,    W,   20,HEL                 ,     ,
 42,17810320,1,30022,  432,   ZW,   20,ZEEBET              ,     ,
 42,17810320,2,30022,  500,   ZW,   20,ZEEBET              ,     ,
 42,17810320,3,30022,  442,   ZW,   20,OMTHEL              ,     ,
 42,17810321,1,30012,  460,   ZW,   20,BET                 ,     ,
 42,17810321,2,30012,  472,    W,   40,ZEEBET              ,     ,
 42,17810321,3,30012,  470,    W,   40,BET                 ,     ,
 42,17810322,1,30011,  460,  WNW,   40,BETREG              ,   12,
 42,17810322,2,30010,  450,   NW,   40,BETREG              ,    2,
 42,17810322,3,30013,  410,  NNW,   40,HEL                 ,     ,
 42,17810323,1,30033,  420,    N,   20,ZEEBET              ,     ,
 42,17810323,2,30040,  450,    N,   20,BET                 ,     ,
 42,17810323,3,30043,  400,    N,   20,HEL                 ,     ,NOO
 42,17810324,1,30050,  390,    N,   20,OMTHEL              ,     ,
 42,17810324,2,30051,  480,    N,   20,ZEEBET              ,     ,
 42,17810324,3,30053,  420,  WTN,   20,OMTHEL              ,     ,
 42,17810325,1,30052,  410,    W,   20,BETMIS              ,     ,
 42,17810325,2,30052,  490,    W,   20,ZEEBET              ,     ,
 42,17810325,3,30012,  450,  WTN,   20,OMTHEL              ,     ,NOO
 42,17810326,1,29042,  450,  WTN,   20,OMTHEL              ,     ,
 42,17810326,2,29033,  570,  NNW,   60,BET                 ,     ,
 42,17810326,3,29050,  410,  NNW,   60,OMTHEL              ,     ,
 42,17810327,1,29101,  370,   NW,   60,ZEEBET              ,   12,
 42,17810327,2,29092,  360,   NW,   60,ZEEBET              ,   12,
 42,17810327,3,29032,  382,    N,   60,OMTHEL              ,     ,NOO
 42,17810328,1,29043,  360,   NO,   60,ZEEBET              ,     ,
 42,17810328,2,29050,  380,  NNO,   60,ZEEBET              ,     ,
 42,17810328,3,29112,  340,  NNO,   80,ZEEBET              ,     ,NOO
 42,17810329,1,29113,  330,  OTN,   60,OMTHEL              ,     ,
 42,17810329,2,29113,  390,  OTN,   40,OMTHEL              ,     ,
 42,17810329,3,29113,  360,  NNO,   40,OMTHEL              ,     ,NOO
 42,17810330,1,29113,  350,  OTN,   40,OMTHEL              ,     ,
 42,17810330,2,29113,  410,  OTN,   40,OMTHEL              ,     ,
 42,17810330,3,30003,  390,  NNO,   60,OMTHEL              ,     ,
 42,17810331,1,30013,  370,   NO,   40,BET                 ,     ,
 42,17810331,2,30013,  400,   NO,   40,ZEEBET              ,     ,
 42,17810331,3,30012,  360,   NO,   40,OMTHEL              ,     ,
 42,17810401,1,30003,  340,    O,   40,ZEEBET              ,     ,
 42,17810401,2,29111,  420,    O,   40,OMTHEL              ,     ,
 42,17810401,3,29091,  400,  OZO,   20,ZEEBET              ,     ,
 42,17810402,1,29090,  410,   ZO,   20,ZEEBET              ,     ,
 42,17810402,2,29092,  460,   NW,   20,BETREG              ,    2,
 42,17810402,3,29110,  400,    N,   20,OMTHEL              ,     ,
 42,17810403,1,29113,  362,  NNO,   20,BET                 ,     ,
 42,17810403,2,29112,  440,  NNO,   40,ZEEBET              ,     ,
 42,17810403,3,29110,  400,  NNO,   40,BET                 ,     ,
 42,17810404,1,29100,  360,   NO,   40,BET                 ,     ,
 42,17810404,2,29082,  402,  ONO,   40,BET                 ,     ,
 42,17810404,3,29063,  390,  ONO,   20,BET                 ,     ,
 42,17810405,1,29051,  390,   ZO,   20,OMTHEL              ,     ,
 42,17810405,2,29060,  500,   ZO,   20,OMTHEL              ,     ,
 42,17810405,3,29053,  500,   ZO,   20,BET                 ,     ,
 42,17810406,1,29053,  450,  OZO,   20,BET                 ,     ,
 42,17810406,2,29060,  492,   ZW,   20,BETREG              ,     ,
 42,17810406,3,29063,  450,   ZW,   20,BET                 ,    2,
 42,17810407,1,29070,  430,  ZZW,   40,BET                 ,     ,
 42,17810407,2,29082,  420,  ZZW,   40,ZEEBET              ,     ,
 42,17810407,3,29071,  500,  ZZW,   40,ZEEBET              ,     ,
 42,17810408,1,29062,  500,  ZTW,   60,BET                 ,     ,
 42,17810408,2,29080,  520,  WZW,   40,ZEEBET              ,   10,
 42,17810408,3,29082,  480,    Z,   40,BET                 ,     ,
 42,17810409,1,29081,  500,   ZW,   60,BET                 ,    2,
 42,17810409,2,29092,  530,   ZW,   60,BET                 ,    2,
 42,17810409,3,29101,  520,  ZZW,   40,BET                 ,     ,
 42,17810410,1,29093,  520,    Z,   20,BET                 ,     ,
 42,17810410,2,29091,  562,    Z,   20,BET                 ,     ,
 42,17810410,3,29092,  510,   ZW,   20,BET                 ,     ,
 42,17810411,1,29092,  482,    Z,   20,BET                 ,     ,
 42,17810411,2,29082,  560,     ,    0,BETREG              ,     ,
 42,17810411,3,29063,  530,   NO,   20,BET                 ,    2,
 42,17810412,1,29052,  522,  ZTW,   60,BET                 ,   22,
 42,17810412,2,29063,  490,  WNW,   60,BET                 ,     ,
 42,17810412,3,29082,  530,   NW,   40,BET                 ,     ,
 42,17810413,1,29101,  420,   NW,   40,ZEEBET              ,     ,
 42,17810413,2,29111,  450,   NW,   20,ZEEBET              ,     ,
 42,17810413,3,29112,  410,   ZW,   20,OMTHEL              ,     ,
 42,17810414,1,29101,  420,   ZW,   40,OMTHEL              ,     ,
 42,17810414,2,29093,  500,   ZW,   40,HEL                 ,     ,
 42,17810414,3,29082,  460,   ZW,   20,OMTHEL              ,     ,
 42,17810415,1,29080,  470,  NNW,   40,OMTHEL              ,     ,
 42,17810415,2,29083,  490,   NW,   20,ZEEBET              ,     ,
 42,17810415,3,29082,  432,  WNW,   20,OMTHEL              ,     ,
 42,17810416,1,29110,  450,   ZO,   20,ZEEBET              ,     ,
 42,17810416,2,29110,  580,   ZW,   20,OMTHEL              ,     ,
 42,17810416,3,29103,  500,     ,    0,HEL                 ,     ,
 42,17810417,1,29110,  530,    Z,   20,HEL                 ,     ,
 42,17810417,2,29110,  590,  WNW,   20,OMTHEL              ,     ,
 42,17810417,3,29112,  522,  WNW,   20,OMTHEL              ,     ,NOO
 42,17810418,1,29113,  510,  ONO,   40,OMTHEL              ,     ,
 42,17810418,2,29113,  592,    O,   40,OMTHEL              ,     ,
