DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE.

The data is obtained by crosschecking and double digitization of the original observational 
documents. 

STN = national station number /(42=Zwanenburg, 43=Utrecht, 44=Haarlem, 45=Delft ,46=Alkmaar, 
      47=Bergen, 48=Haarlem2, 49=Delft/Rijnsburg, 50=Leiden, 51=Leiden2, 52=Amsterdam, 
      53=Amsterdam2, 54=Vlissingen, 55=Middelburg, 56=Breda, 57=Breda2
YYYYMMDD = datum / date (YYYY=year MM=month DD=day)
M   = meting volgnummer / measurement number (1,2 or 3)
P   = luchtdruk in Rijnlandse of Engelse duimen en lijnen / surface air pressure in 
      "Rijnlandse" or "English" inches and lines toelichting: eerste 2 cijfers is aantal duimen, 
      volgende 2 cijfers is aantal lijnen, laatste cijfer is het aantal kwarten van lijnen.
      explanation: first 2 numbers is number of inches, next 2 numbers is number of lines,
      last number is number of quarters of lines.           
      1 "Rijnlandse" inch(duim) = 12 lines = 48 kwarten = 2.62 cm; 1 "English" inch = 2.54 cm 
T   = temperatuur in Fahrenheit / temperature in Fahrenheit  (Fahrenheit -32 * (5/9)= Celsius) 
DD  = windrichting / winddirection (N=North, O=East, Z=South, W=West, T=at)
FH  = windsnelheid in diverse schalen het laatste cijfer is het aantal kwarten /
      windspeed in several scales see the metadata, the last number is number of quarters of
      degrees (example: 552 = 55 + 2/4 = 55,5)
WW  = luchtgesteldheid in 3 lettercodes/ weather conditions in three letter code
      See for code downwards 
RH  = neerslag in lijnen / precipitation in lines ( 1 line = 2.62/12 = 0.22 cm )
W2  = bijzondere weersverschijnselen / special weather conditions in code

      letter codes:
      BET = betrokken / cloudy      NOO = noorderlicht / northern lights
      BLI = bliksem / lightning     OMT = omtrent / about
      BUY = bui / shower            MOG = mottig / thick
      BYN = bijna / almost          ONW = onweer / thunderstorm
      DAM = dampig / hazy           REG = regen / rain
      DAU = dauw / dew              RET = regenachtig / rainy
      DON = donder / thunder        RYP = rijp / rime
      DOK = donker / dark           SNE = sneeuw / snow
      DRO = droog / dry             STO = stofregen / drizzle
      ENN = en / and                VEE = veel / much
      GEH = geheel / whole          VOG = vochtig / moist
      HAG = hagel / hail            WAT = wat / somewhat
      HEL = helder / clear          WEE = weerlicht / heat lightning         
      MEE = meest / mostly          YSS = ijs / ice
      MIS = mist / fog              YZL = ijzelig / glazed frost
      MIG = mistig / foggy          ZEE = zeer / very
      MOT = motregen / drizzle      ZEV = zeevlam / seafog
      NAT = natte / wet             ZWA = zwaar / heavy      
      NEV = nevel / hazy                              
                                    
STN,YYYYMMDD,M,    P,    T,   DD,   FH,                  WW,   RH,              W2

 42,18410101,1,28092,  382,    W,   40,BEWREG              ,     ,
 42,18410101,2,28100,  402,    W,   20,BEW                 ,     ,
 42,18410101,3,28101,  360,    W,   20,BET                 ,     ,
 42,18410102,1,28101,  400,   NW,   40,BET                 ,     ,
 42,18410102,2,28112,  400,  WNW,   22,BEW                 ,     ,
 42,18410102,3,28112,  360,    O,   20,BEW                 ,     ,
 42,18410103,1,28023,  380,   ZW,   42,BETREG              ,     ,
 42,18410103,2,28012,  392,    W,   42,BEW                 ,     ,
 42,18410103,3,28003,  340,  WZW,   40,BEWSNE              ,     ,
 42,18410104,1,28010,  280,   ZW,    0,BEW                 ,     ,
 42,18410104,2,28012,  310,    Z,    2,BEW                 ,     ,
 42,18410104,3,28023,  250,   ZO,   20,BEW                 ,     ,
 42,18410105,1,28040,  272,   ZO,    0,BETMIG              ,     ,
 42,18410105,2,28050,  300,   NO,    0,BETSNE              ,     ,
 42,18410105,3,28063,  262,   NO,    0,BEW                 ,     ,
 42,18410106,1,28072,  252,    N,    2,BEW                 ,     ,
 42,18410106,2,28080,  300,    W,    2,BEW                 ,     ,
 42,18410106,3,28090,  260,  ZZO,    2,BEW                 ,     ,
 42,18410107,1,28091,  210,  ZZO,    0,BETDAM              ,     ,
 42,18410107,2,28093,  250,   ZO,    0,HEL                 ,     ,
 42,18410107,3,28103,  272,   ZO,    0,HEL                 ,     ,
 42,18410108,1,28111,  152,   NO,    0,BETZWAMIS           ,     ,
 42,18410108,2,28102,  240,   NW,   20,BETMIS              ,     ,
 42,18410108,3,28092,  320,   NW,   40,BEW                 ,     ,
 42,18410109,1,28091,  300,  WZW,    0,BEW                 ,     ,
 42,18410109,2,28093,  272,   ZW,   20,BEW                 ,     ,
 42,18410109,3,28100,  160,    Z,   40,HEL                 ,     ,
 42,18410110,1,28070,  180,    O,   40,BEW                 ,     ,
 42,18410110,2,28053,  240,    O,   22,BETSNE              ,     ,
 42,18410110,3,28040,  302,    O,   40,BET                 ,     ,
 42,18410111,1,28002,  332,    O,   20,BETMISSNE           ,     ,
 42,18410111,2,28000,  360,   ZW,   40,BEW                 ,     ,
 42,18410111,3,28021,  350,   ZW,   40,BET                 ,     ,
 42,18410112,1,28033,  342,   ZW,   22,BET                 ,     ,
 42,18410112,2,28050,  340,   ZW,   20,BETMIG              ,     ,
 42,18410112,3,28073,  330,    W,    0,HEL                 ,     ,
 42,18410113,1,28083,  330,    Z,    0,BET                 ,     ,
 42,18410113,2,28083,  350,   ZO,   20,BEW                 ,     ,
 42,18410113,3,28051,  332,   ZO,   20,BETSNE              ,     ,
 42,18410114,1,28062,  330,   NW,   20,BET                 ,     ,
 42,18410114,2,28061,  350,   NO,   20,BEW                 ,     ,
 42,18410114,3,28043,  322,   NO,   40,BETYZL              ,     ,
 42,18410115,1,28043,  320,   NO,   22,BET                 ,     ,
 42,18410115,2,28063,  320,  NNO,   22,BEW                 ,     ,
