Glasgow,1874,9,17,8,-16.8,29180,29680
Glasgow,1874,9,19,22,-6.8,29293,29493
Kew,1874,9,15,24,9.9,30365,30065
Kew,1874,9,19,13,9.9,30307,30007
Kew,1874,11,26,6,-16.6,29345,29845
Kew,1874,12,7,16,-29.9,29052,29952
Kew,1874,12,14,23,-914,3006,30006
Kew,1874,12,18,4,10,30494,30194
Stonyhurst,1874,12,17,16,-14.3,29396,29896
Valencia,1874,9,3,3,-169.3,24680,29680
Valencia,1874,9,8,5,-7.5,29691,29891
Valencia,1874,9,8,8,-7.8,29643,29843
Valencia,1874,9,12,11,-8.8,29529,29829
Valencia,1874,9,15,2,-169.9,24952,29952
Valencia,1874,9,15,10,-168.5,24934,29934
Valencia,1874,9,16,12,8.2,30304,30004
Valencia,1874,9,17,24,-26.9,29157,29957
Valencia,1874,9,18,9,17.3,30512,30012
Valencia,1874,9,19,1,-17.5,29439,29939
Valencia,1874,9,21,6,15.9,29893,29393
Valencia,1874,9,23,8,-9.4,29550,29850
Valencia,1874,9,27,9,-30.5,29041,29941
Aberdeen,1875,2,13,1,-6.9,29624,29824
Armagh,1875,3,23,4,-33.7,29100,30100
Armagh,1875,3,24,19,7.1,30261,30061
Falmouth,1875,3,18,10,304.8,39350,30350
Falmouth,1875,3,19,9,19.8,30686,30086
Falmouth,1875,4,5,17,-304.4,20080,29080
Falmouth,1875,4,6,17,-305.2,20216,29216
Falmouth,1875,4,7,17,-303.8,20212,29212
Falmouth,1875,4,8,17,-304.2,20599,29599
Falmouth,1875,4,9,17,-304.7,20778,29778
Falmouth,1875,4,10,17,-305.2,20893,29893
Kew,1875,1,4,9,-17.1,29370,29870
Kew,1875,1,7,3,10.2,30317,30017
Kew,1875,1,11,10,-16.9,29321,29824
Kew,1875,1,15,6,-31.4,29047,29947
Kew,1875,1,17,24,-9.8,29455,29755
Kew,1875,1,19,23,-21.5,29074,29674
Kew,1875,1,22,19,-30.1,29094,29994
Kew,1875,2,3,16,-17,29397,29897
